affiliation_name;state_name;affiliation_country;citied_by
universityofoxfordmedicalsciencesdivision;oxfordshire;unitedkingdom;718
universityofkwazulu-natal;kwazulu-natal;southafrica;513
jiangsuuniversity;jiangsu;china;465
chitkarauniversity,punjab;punjab;india;360
ligginsinstitute;aucklandregion;newzealand;330
bristol-myerssquibb;newyork;unitedstates;287
universityofflorida;florida;unitedstates;272
stanfordengineering;california;unitedstates;266
universityofappliedscienceswesternswitzerland;jura;switzerland;258
memorialsloan-ketteringcancercenter;newyork;unitedstates;257
mayoclinic;minnesota;unitedstates;238
harvardmedicalschool;massachusetts;unitedstates;220
universidaddegranada;granada;spain;208
maharishimarkandeshwar(deemedtobeuniversity),mullana;haryana;india;206
universityoflahore;punjab;pakistan;198
massachusettsinstituteoftechnology;massachusetts;unitedstates;195
queen'suniversity;ontario;canada;192
thefirstaffiliatedhospitalofwenzhoumedicaluniversity;zhejiang;china;185
universityofnotredame;indiana;unitedstates;174
fudanuniversityshanghaicancercenter;shanghai;china;172
universityofliverpool;merseyside;unitedkingdom;172
hunanuniversity;hunan;china;171
stanforduniversityschoolofmedicine;california;unitedstates;165
islamicuniversityofscienceandtechnology;jammuandkashmir;india;164
sichuanuniversity;sichuan;china;163
genlabbiosolutionsprivatelimited;karnataka;india;153
universityofpennsylvania;pennsylvania;unitedstates;151
goteborgsuniversitet;vastragotaland;sweden;147
detsundhedsvidenskabeligefakultet;hovedstaden;denmark;146
governmentbikramcollegeofcommerce;punjab;india;136
nationalinstituteonaging(nia);maryland;unitedstates;134
lahoregeneralhospital;punjab;pakistan;130
facultyofmedicineandhealth;newsouthwales;australia;130
universityofnottinghamningbochina;zhejiang;china;128
abesinstituteoftechnology;uttarpradesh;india;115
universidadnacionalautonomademexico;mexico;mexico;112
centralchinanormaluniversity;hubei;china;101
theuniversityofbritishcolumbia;britishcolumbia;canada;101
pekinguniversitythirdhospital;beijing;china;98
jioinstitute;maharashtra;india;96
nationaleconomicsuniversityhanoi;hanoi;vietnam;96
chinaagriculturaluniversity;beijing;china;93
beijingjiaotonguniversity;beijing;china;88
collegeofanimalsciencesatzhejianguniversity;zhejiang;china;87
hkbkcollegeofengineering;karnataka;india;86
tuftsuniversity;massachusetts;unitedstates;84
instituteofsemiconductorschineseacademyofsciences;beijing;china;84
klinikumderuniversitatmunchen;bayern;germany;83
pontificiauniversidadjaveriana;distritocapital;colombia;82
northwesternuniversityfeinbergschoolofmedicine;illinois;unitedstates;80
universitateademedicinasifarmaciecaroldaviladinbucuresti;bucharest;romania;78
electricalandcomputerengineeringdepartment;california;unitedstates;77
universityatbuffalo,thestateuniversityofnewyork;newyork;unitedstates;73
schoolofbasicmedicalsciences;shaanxi;china;73
shahidbeheshtiuniversityofmedicalsciences;tehran;iran;73
internationalinstituteofinformationtechnology,bhubaneswar;odisha;india;73
cochinuniversityofscienceandtechnology;kerala;india;70
erasmusmc;zuid-holland;netherlands;70
renminhospitalofwuhanuniversity;hubei;china;66
universityofutahhealth;utah;unitedstates;65
indianinstituteofscience;karnataka;india;65
srminstituteofscienceandtechnology;tamilnadu;india;64
universityofcalifornia,sandiego;california;unitedstates;63
thecatholicuniversityofamerica;washington,d.c.;unitedstates;63
hopitauxuniversitairesdegeneve;geneva;switzerland;62
goethe-universitatfrankfurtammain;hessen;germany;61
universityofvirginiahealthsystem;virginia;unitedstates;61
