affiliation_name;state_name;affiliation_country;citied_by
universityofwashingtonschoolofmedicine;washington;unitedstates;6403
nationalinstituteonminorityhealthandhealthdisparities(nimhd);maryland;unitedstates;3376
mcmasteruniversity;ontario;canada;2952
universityofpennsylvaniaperelmanschoolofmedicine;pennsylvania;unitedstates;2907
instituteofpsychologychineseacademyofsciences;beijing;china;1258
kinggeorge'smedicaluniversity;uttarpradesh;india;1241
univerzavljubljani;ljubljana;slovenia;1211
johnshopkinsuniversitykriegerschoolofartsandsciences;maryland;unitedstates;1206
tongjimedicalcollegeofhuazhonguniversityofscienceandtechnology;hubei;china;1185
guangzhoumedicaluniversity;guangdong;china;1114
universityofottawa;ontario;canada;1089
yaleinstituteforglobalhealth;connecticut;unitedstates;1041
thegoldmanschoolofpublicpolicy;california;unitedstates;1006
universityofsouthampton,facultyofmedicine;hampshire;unitedkingdom;990
universityofoxfordmedicalsciencesdivision;oxfordshire;unitedkingdom;962
centralsouthuniversity;hunan;china;958
uscmarshallschoolofbusiness;california;unitedstates;932
universidadcomplutensedemadrid;madrid;spain;896
vanderbiltuniversitymedicalcenter;tennessee;unitedstates;889
dukeuniversityschoolofmedicine;northcarolina;unitedstates;860
guangdonguniversityofforeignstudies;guangdong;china;832
cadhamprovinciallaboratory;manitoba;canada;813
uclasamuelischoolofengineering;california;unitedstates;760
naturestudysocietyofbangladesh;khulna;bangladesh;714
hopitauxuniversitairesdegeneve;geneva;switzerland;704
guttmacherinstitute;districtofcolumbia;unitedstates;668
children'shospitalofeasternontario,ottawa;ontario;canada;644
energyinnovation;california;unitedstates;627
xuanwuhospital,capitalmedicaluniversity;beijing;china;619
pekinguniversitysixthhospital;beijing;china;607
tsinghuauniversity;beijing;china;605
universityofpittsburghschoolofmedicine;pennsylvania;unitedstates;599
robertkochinstitute;berlin;germany;598
universitatheidelberg;baden-wurttemberg;germany;595
theuniversityofauckland;aucklandregion;newzealand;582
instituteforriskassessmentsciences;utrecht;netherlands;582
universityofconnecticut;connecticut;unitedstates;572
xlri,jamshedpur;jharkhand;india;566
universidaddechile;regionmetropolitanadesantiago;chile;561
instituteforsystemsbiology;washington;unitedstates;551
institutodesaludglobaldebarcelona;barcelona;spain;547
universityofkentucky;kentucky;unitedstates;547
universityofjyvaskyla;centralfinland;finland;538
mailmanschoolofpublichealth;newyork;unitedstates;537
newyorkuniversity;newyork;unitedstates;537
dartmouthcollege;newhampshire;unitedstates;532
theohiostateuniversitycomprehensivecancercenter;ohio;unitedstates;530
massachusettsinstituteoftechnology;massachusetts;unitedstates;528
"fuwaihospital,chineseacademyofmedicalsciences&amp;pekingunionmedicalcollege";beijing;china;525
guilinuniversityofelectronictechnology;guangxi;china;518
collegeofengineering;ohio;unitedstates;515
centrederechercheduchudequebec-universitelaval;quebec;canada;511
universityofiowa;iowa;unitedstates;508
europeanregionalcentreforecohydrologyofthepolishacademyofsciences;lodz;poland;507
jiangxiuniversityoffinanceandeconomics;jiangxi;china;503
universityofwollongong;newsouthwales;australia;500
departmentoffamilymedicine;california;unitedstates;491
harvardfacultyofartsandsciences;massachusetts;unitedstates;484
universityofhaifa;haifa;israel;477
tehranuniversityofmedicalsciences;tehran;iran;474
chinesecenterfordiseasecontrolandprevention;beijing;china;461
loyolamarymountuniversity;california;unitedstates;456
unamcampusmorelia;michoacan;mexico;455
technischeuniversitatberlin;berlin;germany;453
beijinginstituteoftechnology;beijing;china;452
microsoftresearch;washington;unitedstates;450
thegeorgewashingtonuniversity;washington,d.c.;unitedstates;445
saintlouisuniversity;missouri;unitedstates;445
oxfordsocialsciencesdivision;oxfordshire;unitedkingdom;442
fudanuniversity;shanghai;china;439
stonybrookuniversity;newyork;unitedstates;433
