affiliation_name;state_name;affiliation_country;citied_by
monashuniversity;victoria;australia;212
xi'anjiaotonguniversity;shaanxi;china;139
northwesternpolytechnicaluniversity;shaanxi;china;116
rmituniversity;victoria;australia;110
joufuniversity;aljawf;saudiarabia;104
kingabdullahuniversityofscienceandtechnology;makkah;saudiarabia;84
anhuiuniversity;anhui;china;82
turkish-germanuniversity;istanbul;turkey;76
shandongnormaluniversity;shandong;china;73
wuhanuniversityofscienceandtechnology;hubei;china;71
hubeiuniversityofautomotivetechnology;hubei;china;67
shaoxinguniversity;zhejiang;china;67
chongqingcreationvocationalcollege;chongqing;china;56
qingdaouniversity;shandong;china;56
universityofcalifornia,davis;california;unitedstates;54
middleeastuniversityjordan;amman;jordan;52
beijinginstituteoftechnology;beijing;china;51
stanforduniversity;california;unitedstates;51
tsinghuauniversity;beijing;china;51
hunanuniversity;hunan;china;49
