affiliation_name;state_name;affiliation_country;citied_by
hochschulefurwirtschaftundrechtberlin;berlin;germany;656
fudanuniversity;shanghai;china;334
guangzhoucollegeoftechnologyandbusiness;guangdong;china;307
stanforduniversityschoolofmedicine;california;unitedstates;264
ekonomihogskolanvidlundsuniversitet;skane;sweden;257
qingdaouniversity;shandong;china;227
northwestuniversity;shaanxi;china;214
changshauniversityofscienceandtechnology;hunan;china;209
namaluniversity;punjab;pakistan;204
federaluniversityofagriculture,abeokuta;ogun;nigeria;191
tongjiuniversity;shanghai;china;178
beijinginstituteoftechnology;beijing;china;177
southamptonbusinessschool;hampshire;unitedkingdom;171
unitedarabemiratesuniversity;abudhabi;unitedarabemirates;170
universityofcentralflorida;florida;unitedstates;168
universityofoxford;oxfordshire;unitedkingdom;160
nanjingnormaluniversity;jiangsu;china;154
"collegeofarts&amp;sciences";tennessee;unitedstates;143
columbiabusinessschool;newyork;unitedstates;137
centralsouthuniversity;hunan;china;133
sulemandawoodschoolofbusiness;punjab;pakistan;132
universitatzurich;zurich;switzerland;131
swinburnebusinessschool;victoria;australia;130
universityofliverpool;merseyside;unitedkingdom;123
rmituniversity;victoria;australia;122
universityofwaterloo;ontario;canada;115
liaoninguniversityoftechnology;liaoning;china;108
bracuniversity;dhaka;bangladesh;100
internationalislamicuniversitymalaysia;kualalumpur;malaysia;94
nationalinstituteoftechnologytiruchirappalli;tamilnadu;india;92
haskoliislands;reykjavik;iceland;87
shandonguniversityofscienceandtechnology;shandong;china;86
mccoycollegeofbusiness;texas;unitedstates;84
universityofneworleans;louisiana;unitedstates;83
zentrumfureuropaischewirtschaftsforschunggmbh;baden-wurttemberg;germany;83
responsiblegamblingcouncil;ontario;canada;80
isletmeveekonomifakultesi;famagusta;cyprus;77
nanjinguniversityofscienceandtechnology;jiangsu;china;76
jiangxiuniversityoffinanceandeconomics;jiangxi;china;73
universityofpennsylvania;pennsylvania;unitedstates;73
nottinghamuniversitybusinessschoolmalaysia;selangor;malaysia;73
schellercollegeofbusiness;georgia;unitedstates;72
universityofchineseacademyofsciences;beijing;china;70
hubeiuniversityofeconomics;hubei;china;70
allindiainstituteofmedicalsciences,newdelhi;delhi;india;70
beijingnormaluniversity;beijing;china;68
philadelphiauniversity;amman;jordan;68
pekinguniversity;beijing;china;67
kingstonbusinessschool;surrey;unitedkingdom;66
beirutarabuniversity;mountlebanon;lebanon;66
nationalinstituteofmentalhealthandneurosciences;karnataka;india;64
wuchanguniversityoftechnology;hubei;china;63
universitattrier;rheinland-pfalz;germany;63
nirmauniversity,instituteofmanagement;gujarat;india;62
nanchanguniversity;jiangxi;china;62
lutkauppakorkeakoulu;southkarelia;finland;62
universityofsussex;eastsussex;unitedkingdom;62
universidadeestadualdecampinas;saopaulo;brazil;61
dalianuniversityoftechnology;liaoning;china;60
universityoffinance-marketing;hochiminhcity;vietnam;60
phenikaauniversity;hanoi;vietnam;59
jiangsuuniversity;jiangsu;china;59
panamericanhealthorganization;districtofcolumbia;unitedstates;58
beihanguniversity;beijing;china;58
liverpoolbusinessschool;merseyside;unitedkingdom;58
royalmilitarycollegeofcanada;ontario;canada;58
gordons.langschoolofbusinessandeconomics;ontario;canada;57
