affiliation_name;state_name;affiliation_country;citied_by
chitkarauniversity,punjab;punjab;india;284
mcmasteruniversity;ontario;canada;230
manipalinstituteoftechnology;karnataka;india;97
sunyat-senuniversity;guangdong;china;89
"velsinstituteofscience,technology&amp;advancedstudies";tamilnadu;india;72
tumschoolofmanagement,munich;bayern;germany;57
"panimalarmedicalcollegehospital&amp;researchinstitute";tamilnadu;india;54
cornellanns.bowerscollegeofcomputingandinformationscience;newyork;unitedstates;51
kocuniversitesi;istanbul;turkiye;48
p.v.p.siddharthainstituteoftechnology;andhrapradesh;india;44
centralchinanormaluniversity;hubei;china;40
amityuniversity;uttarpradesh;india;40
independencebluecross;pennsylvania;unitedstates;33
j.mackrobinsoncollegeofbusiness;georgia;unitedstates;33
biotechnologyinstituteofmonastir;monastir;tunisia;32
theuniversityofnorthcarolinaatgreensboro;northcarolina;unitedstates;32
indianinstituteoftechnologypatna;bihar;india;30
presidencyuniversity,kolkata;westbengal;india;30
