affiliation_name;state_name;affiliation_country;citied_by
universityoftoronto;ontario;canada;1461
universityofcuenca;cuenca;ecuador;1249
aiisoyufenglifamilydepartmentofchemicalandnanoengineering;california;unitedstates;978
shanghaitechuniversity;shanghai;china;796
theuniversityofwesternaustralia;westernaustralia;australia;790
departmentofcomputerscienceandengineering;california;unitedstates;781
waterlooinstitutefornanotechnology;ontario;canada;659
pusannationaluniversity;busan;southkorea;608
freieuniversitatberlin;berlin;germany;590
universitelaval;quebec;canada;562
aaltouniversity;uusimaa;finland;523
beijinginstituteofbigdataresearch;beijing;china;472
schoolofengineeringandappliedscience;newjersey;unitedstates;461
shanghaijiaotonguniversity;shanghai;china;400
