affiliation_name;state_name;affiliation_country;citied_by
camconsulting;;hungary;840
universityofdhaka;dhaka;bangladesh;604
tsinghuauniversity;beijing;china;531
universitikebangsaanmalaysia;selangor;malaysia;389
stanforduniversity;california;unitedstates;371
universityofgeorgiaschoolofcomputing;georgia;unitedstates;363
alibabagroupholdinglimited;zhejiang;china;358
universityofsaskatchewan;saskatchewan;canada;356
universitatsspitalzurich;zurich;switzerland;355
swinburneuniversityoftechnology;victoria;australia;352
beijingnormaluniversity;beijing;china;343
begumrokeyauniversity;rangpur;bangladesh;340
universityofwashington;washington;unitedstates;328
"oregonhealth&amp;scienceuniversity";oregon;unitedstates;324
universityofwaterloo;ontario;canada;319
level5;;unitedstates;308
universityofelectronicscienceandtechnologyofchina;sichuan;china;281
southeastuniversity;jiangsu;china;260
embry-riddleaeronauticaluniversity;florida;unitedstates;254
empa-swissfederallaboratoriesformaterialsscienceandtechnology;zurich;switzerland;246
universitatzurich;zurich;switzerland;212
nvidia;california;unitedstates;203
comsatsuniversityislamabad;punjab;pakistan;198
universityofmichigan,annarbor;michigan;unitedstates;195
beijinguniversityofpostsandtelecommunications;beijing;china;190
universityofflorida;florida;unitedstates;188
xi'anjiaotonguniversity;shaanxi;china;186
thefufoundationschoolofengineeringandappliedscience;newyork;unitedstates;184
universityofcoloradodepartmentofpediatrics;colorado;unitedstates;177
pekinguniversity;beijing;china;172
universityofcalifornia,berkeley;california;unitedstates;171
shanghaijiaotonguniversity;shanghai;china;170
mercatorresearchinstituteonglobalcommonsandclimatechange;berlin;germany;168
universitemcgill;quebec;canada;167
karlsruherinstitutfurtechnologie;baden-wurttemberg;germany;166
roberth.smithschoolofbusiness;maryland;unitedstates;166
massachusettsinstituteoftechnology;massachusetts;unitedstates;163
karenm.swindlerdepartmentofchemicalandbiologicalengineering;southdakota;unitedstates;152
googlellc;california;unitedstates;147
wuhanuniversityoftechnology;hubei;china;144
tianjinuniversity;tianjin;china;144
hanyanguniversity;seoul;southkorea;142
tohokuuniversity;miyagi;japan;141
annauniversity;tamilnadu;india;139
unswsydney;newsouthwales;australia;137
universityofwisconsin-madison;wisconsin;unitedstates;135
northchinaelectricpoweruniversity(baoding);hebei;china;135
helsinginyliopisto;uusimaa;finland;126
ethzurich;zurich;switzerland;125
tongjiuniversity;shanghai;china;121
amityuniversity;uttarpradesh;india;121
ministryofeducationofthepeople'srepublicofchina;beijing;china;117
xi'anuniversityofscienceandtechnology;shaanxi;china;114
theuniversityoftexasmedicalbranchatgalveston;texas;unitedstates;113
tshwaneuniversityoftechnology;gauteng;southafrica;113
lawrenceberkeleynationallaboratory;california;unitedstates;112
centrederecercaecologicaiaplicacionsforestals(creaf-cerca);barcelona;spain;112
rheinisch-westfalischetechnischehochschuleaachen;nordrhein-westfalen;germany;112
universityoftoronto;ontario;canada;111
bostoncollege;massachusetts;unitedstates;110
soochowuniversity;jiangsu;china;106
westernsydneyuniversity;newsouthwales;australia;106
"northwesta&amp;funiversity";shaanxi;china;105
egeuniversitesi;izmir;turkiye;105
czechuniversityoflifesciencesprague;prague;czechrepublic;104
victoriauniversitymelbourne,instituteforhealthandsport;victoria;australia;100
polytechniquemontreal;quebec;canada;100
torontometropolitanuniversity;ontario;canada;100
chinauniversityofgeosciences;hubei;china;99
centralsouthuniversity;hunan;china;98
centronacionaldesupercomputacion;barcelona;spain;98
"statekeylabofcad&amp;cg,zhejianguniversity";zhejiang;china;98
universityofscienceandtechnologybeijing;beijing;china;98
chinaagriculturaluniversity;beijing;china;97
"danielfelixritchieschoolofengineering&amp;computerscience";colorado;unitedstates;95
koreainstituteofgeoscienceandmineralresources;daejeon;southkorea;94
schoolofengineeringandappliedscience;newjersey;unitedstates;94
shenyangaerospaceuniversity;liaoning;china;93
ncstateuniversity;northcarolina;unitedstates;91
universityofoxford;oxfordshire;unitedkingdom;91
vanderbiltuniversitymedicalcenter;tennessee;unitedstates;91
curtinuniversity;westernaustralia;australia;90
universityofcalifornia,sandiego;california;unitedstates;88
k.n.toosiuniversityoftechnology;tehran;iran;88
hertieschool;berlin;germany;85
dalianuniversityoftechnology;liaoning;china;85
yasaruniversitesi;izmir;turkey;84
wuhanuniversityofscienceandtechnology;hubei;china;84
indianinstituteoftechnology(indianschoolofmines),dhanbad;jharkhand;india;84
ton-duc-thanguniversity;hochiminhcity;vietnam;83
universityofscienceandtechnologyofchina;anhui;china;82
bobbyb.lyleschoolofengineering;texas;unitedstates;82
universitatbremen;bremen;germany;82
amirkabiruniversityoftechnology;tehran;iran;82
utsouthwesternmedicalschool;texas;unitedstates;81
cornellscjohnsoncollegeofbusiness;newyork;unitedstates;80
globalevergreeningalliance;victoria;australia;80
collegeofenvironmentalandresourcesciences;zhejiang;china;79
southwestuniversity;chongqing;china;78
utsouthwesternmedicalcenter;texas;unitedstates;77
universityofguelph;ontario;canada;77
universityofmassachusettsamherst;massachusetts;unitedstates;77
departmentofmechanicalengineering;california;unitedstates;76
universityofmelbourne;victoria;australia;76
brighamandwomen'shospital;massachusetts;unitedstates;75
latrobeuniversity;victoria;australia;74
californiainstituteoftechnologydivisionofengineeringandappliedscience;california;unitedstates;74
harbininstituteoftechnology;heilongjiang;china;74
universityofpennsylvaniaperelmanschoolofmedicine;pennsylvania;unitedstates;74
princessalexandrahospital;queensland;australia;74
lylesschoolofcivilandconstructionengineering;indiana;unitedstates;74
saveethaschoolofengineering;tamilnadu;india;73
unicef;newyork;unitedstates;73
nationalheart,lung,andbloodinstitute(nhlbi);maryland;unitedstates;72
a.jamesclarkschoolofengineering;maryland;unitedstates;72
harvardt.h.chanschoolofpublichealth;massachusetts;unitedstates;71
weillcornellmedicine;newyork;unitedstates;71
universidaddemalaga;malaga;spain;71
universityofmanitoba;manitoba;canada;70
sharifuniversityoftechnology;tehran;iran;69
deakinuniversity;victoria;australia;68
universityofcentralflorida;florida;unitedstates;68
sanjayghodawatuniversity,kolhapur;maharashtra;india;67
unitedarabemiratesuniversity;abudhabi;unitedarabemirates;67
griffithhealth;queensland;australia;67
politechnikarzeszowskaim.ignacegolukasiewicza;podkarpackievoivodeship;poland;67
universityofwollongong;newsouthwales;australia;67
