affiliation_name;state_name;affiliation_country;citied_by
universitymedicalcenterutrecht;utrecht;netherlands;3653
universityofoxford,blavatnikschoolofgovernment;oxfordshire;unitedkingdom;2551
universityofmiamileonardm.millerschoolofmedicine;florida;unitedstates;2168
stanfordengineering;california;unitedstates;1019
tongjimedicalcollegeofhuazhonguniversityofscienceandtechnology;hubei;china;997
"wageningenuniversity&amp;research";gelderland;netherlands;987
universityofoxfordmedicalsciencesdivision;oxfordshire;unitedkingdom;920
nottinghamtrentuniversity;nottinghamshire;unitedkingdom;895
beijinginstituteoftechnology;beijing;china;895
welchcenterforpreventionepidemiologyandclinicalresearch;maryland;unitedstates;870
universityofsanfrancisco;california;unitedstates;856
walterreednationalmilitarymedicalcenter;maryland;unitedstates;852
newmexicostateuniversity;newmexico;unitedstates;811
bonduniversity;queensland;australia;800
indianinstituteoftechnologykharagpur;westbengal;india;785
theuniversityofbritishcolumbia;britishcolumbia;canada;724
jiangsuuniversity;jiangsu;china;690
beijingnormaluniversity;beijing;china;669
universidaddecadiz;cadiz;spain;647
xi'anjiaotonguniversity;shaanxi;china;622
dukeuniversity;northcarolina;unitedstates;597
capitaluniversityofeconomicsandbusiness;beijing;china;579
theuniversityofnewcastle,australia;newsouthwales;australia;572
universityoflouisianaatlafayette;louisiana;unitedstates;536
montefioremedicalcenter;newyork;unitedstates;527
osmaniyekorkutatauniversity;osmaniye;turkey;522
nationalcollaborativeforhealthequity;districtofcolumbia;unitedstates;507
stanforduniversity;california;unitedstates;501
nalandauniversity;bihar;india;499
theuniversityofjordan;amman;jordan;491
tsinghuauniversityschoolofeconomicsandmanagement;beijing;china;483
chinauniversityofpetroleum(eastchina);shandong;china;476
independentresearcher;oslo;norway;463
universityofottawa;ontario;canada;461
universityofcapetown;westerncape;southafrica;460
kaiserpermanente;california;unitedstates;457
detsundhedsvidenskabeligefakultet;hovedstaden;denmark;435
vali-e-asruniversityofrafsanjan;kerman;iran;414
universityofpennsylvaniaperelmanschoolofmedicine;pennsylvania;unitedstates;385
perspectumltd;oxfordshire;unitedkingdom;382
universityofcambridge;cambridgeshire;unitedkingdom;381
princetonuniversity;newjersey;unitedstates;372
hebrewuniversityofjerusalem;jerusalem;israel;372
theaustraliannationaluniversity;australiancapitalterritory;australia;369
syracuseuniversity;newyork;unitedstates;368
universitatsspitalzurich;zurich;switzerland;358
universityofwashingtonschoolofmedicine;washington;unitedstates;357
universidadpolitecnicademadrid;madrid;spain;344
universiteittwente;overijssel;netherlands;342
universitatpolitecnicadevalencia;valencia;spain;341
yaleuniversity;connecticut;unitedstates;338
universitikebangsaanmalaysia;selangor;malaysia;334
duquesneuniversity;pennsylvania;unitedstates;334
nuffielddepartmentofmedicine;oxfordshire;unitedkingdom;333
scrippsinstitutionofoceanography;california;unitedstates;328
universityofoxford;oxfordshire;unitedkingdom;327
alibabagroupholdinglimited;zhejiang;china;324
universityofsouthaustralia;southaustralia;australia;318
queen'suniversity,schoolofmedicine;ontario;canada;316
sichuanagriculturaluniversity;sichuan;china;307
shandongwomen'suniversity;shandong;china;299
newcastlebusinessschool;newsouthwales;australia;295
aligarhmuslimuniversity;uttarpradesh;india;295
suomenymparistokeskus;uusimaa;finland;294
helmholtzzentrumfurumweltforschung;sachsen;germany;289
nationalcenterforinjurypreventionandcontrol;georgia;unitedstates;284
harvardt.h.chanschoolofpublichealth;massachusetts;unitedstates;279
theuniversityofutah;utah;unitedstates;273
universityofinternationalbusinessandeconomics;beijing;china;271
graduateschoolofagriculturalandlifesciencestheuniversityoftokyo;tokyo;japan;268
georgemasonuniversity;virginia;unitedstates;268
hiroshimauniversity;hiroshima;japan;267
