affiliation_name;state_name;affiliation_country;citied_by
swinburneuniversityoftechnology;victoria;australia;1902
facultyofscience,engineeringandbuiltenvironment;victoria;australia;1588
southeastuniversity;jiangsu;china;1477
deakinuniversity;victoria;australia;1280
beijinginstituteofgenomicschineseacademyofsciences(chinanationalcenterforbioinformation);beijing;china;890
kennesawstateuniversity;georgia;unitedstates;878
shigauniversity;shiga;japan;831
"wageningenuniversity&amp;research";gelderland;netherlands;763
universityofelectronicscienceandtechnologyofchina;sichuan;china;737
universitimalaysiasarawak;sarawak;malaysia;724
sunyat-senuniversity;guangdong;china;702
universityofnewsouthwalesataustraliandefenceforceacademy;australiancapitalterritory;australia;630
simonfraseruniversity;britishcolumbia;canada;591
northwesternpolytechnicaluniversity;shaanxi;china;560
federationuniversityaustralia;victoria;australia;532
kyungheeuniversity;seoul;southkorea;525
ecoledetechnologiesuperieure;quebec;canada;512
instituteofgeographicsciencesandnaturalresourcesresearch,chineseacademyofsciences;beijing;china;487
schoolofcomputerscience;newsouthwales;australia;484
ncstateuniversity;northcarolina;unitedstates;415
guangzhouuniversity;guangdong;china;403
cabi,kenya;nairobi;kenya;396
sichuanuniversity;sichuan;china;392
universiteduquebecenoutaouais;quebec;canada;392
harvardmedicalschool;massachusetts;unitedstates;375
beijinguniversityofpostsandtelecommunications;beijing;china;366
universityofcalifornia,losangeles;california;unitedstates;355
dalianmaritimeuniversity;liaoning;china;352
zhengzhounormaluniversity;henan;china;345
ecolemohammadiad'ingenieurs,mohammedvuniversityinrabat;rabat;morocco;337
islamicazaduniversity;tehran;iran;336
theuniversityoftexasatsanantonio;texas;unitedstates;333
"oregonhealth&amp;scienceuniversity";oregon;unitedstates;326
universityofsharjah;sharjah;unitedarabemirates;323
tampereuniversity;pirkanmaa;finland;320
universityofalberta;alberta;canada;319
xidianuniversity;shaanxi;china;313
rotterdamschoolofmanagement,erasmusuniversity;zuid-holland;netherlands;306
nationalchungchenguniversity;chiayi;taiwan;295
appliedscienceprivateuniversity;amman;jordan;292
"huanghescience&amp;technologyuniversity";henan;china;292
nanchanguniversity;jiangxi;china;285
firatuniversitesi;elazig;turkiye;282
universityofmassachusettsamherst;massachusetts;unitedstates;280
jamescookuniversity;queensland;australia;280
koreauniversity;seoul;southkorea;273
ontariotechuniversity;ontario;canada;265
shahidbahonaruniversityofkerman;kerman;iran;264
sichuannormaluniversity;sichuan;china;264
olddominionuniversity;virginia;unitedstates;257
mckelveyschoolofengineering;missouri;unitedstates;256
almaarefauniversity;arriyad;saudiarabia;255
universityofcalgary;alberta;canada;251
edithcowanuniversity;westernaustralia;australia;249
maharishimarkandeshwar(deemedtobeuniversity),mullana;haryana;india;249
duytanuniversity;danang;vietnam;248
nanjinguniversity;jiangsu;china;247
"northwesta&amp;funiversity";shaanxi;china;245
universitataugsburg;bayern;germany;243
harbinuniversityofscienceandtechnology;heilongjiang;china;241
universitipendidikansultanidris;perak;malaysia;240
khalifauniversityofscienceandtechnology;abudhabi;unitedarabemirates;240
pekinguniversity;beijing;china;239
isbatuniversity;kampala;uganda;238
teessideuniversity;northyorkshire;unitedkingdom;237
anhuiuniversity;anhui;china;234
universityofnewsouthwales(unswsydney);newsouthwales;australia;232
ammanarabuniversity;amman;jordan;232
zhejianguniversityoftechnology;zhejiang;china;228
guangdonguniversityoftechnology;guangdong;china;227
