affiliation_name;state_name;affiliation_country;citied_by
deakinuniversity;victoria;australia;772
swinburneuniversityoftechnology;victoria;australia;562
wuhanuniversity;hubei;china;530
velloreinstituteoftechnology;tamilnadu;india;471
universityofottawa;ontario;canada;436
tianjinuniversity;tianjin;china;435
tongjiuniversity;shanghai;china;402
kennesawstateuniversity;georgia;unitedstates;393
indianinstituteofinformationtechnologydharwad;karnataka;india;387
villanovauniversitycollegeofengineering;pennsylvania;unitedstates;372
fptuniversity;hanoi;vietnam;370
xidianuniversity;shaanxi;china;363
instituteofnanoscienceandtechnology,mohali;punjab;india;360
bohaiuniversity;liaoning;china;341
xi'anjiaotonguniversity;shaanxi;china;334
kingabdullahuniversityofscienceandtechnology;makkah;saudiarabia;323
kyungheeuniversity;seoul;southkorea;323
chitkarauniversity,punjab;punjab;india;320
kingfaisaluniversity;ashsharqiyah;saudiarabia;320
golisanocollegeofcomputingandinformationsciences;newyork;unitedstates;316
nanjinguniversity;jiangsu;china;311
collegeofengineeringandarchitecture;districtofcolumbia;unitedstates;297
panasonicailab;california;unitedstates;296
collegeofengineering;michigan;unitedstates;296
duquesneuniversity;pennsylvania;unitedstates;289
schoolofengineeringandappliedscience;washington,d.c.;unitedstates;279
theworldislamicsciencesandeducationuniversity;amman;jordan;274
khalifauniversityofscienceandtechnology;abudhabi;unitedarabemirates;270
universityofoxford;oxfordshire;unitedkingdom;258
columbiauniversity;newyork;unitedstates;257
departmentofcivilandenvironmentalengineering;california;unitedstates;249
georgiastateuniversity;georgia;unitedstates;240
kinggeorge'smedicaluniversity;uttarpradesh;india;233
donggukuniversity,seoul;seoul;southkorea;233
westernuniversity;ontario;canada;231
californiastateuniversity,bakersfield;california;unitedstates;230
universityofelectronicscienceandtechnologyofchina;sichuan;china;227
technischeuniversitatberlin;berlin;germany;226
northeastelectricpoweruniversity;jilin;china;223
shandonguniversity;shandong;china;222
beijinginstituteoftechnology;beijing;china;220
dalianpolytechnicuniversity;liaoning;china;219
rensselaerpolytechnicinstitute;newyork;unitedstates;218
ningboinstituteofindustrialtechnology,chineseacademyofsciences;zhejiang;china;209
americanuniversityofnigeria;adamawa;nigeria;206
universititeknologipetronas;perak;malaysia;202
sunyat-senuniversity;guangdong;china;200
manipaluniversityjaipur;rajasthan;india;199
nederlandseorganisatievoortoegepastnatuurwetenschappelijkonderzoek-tno;zuid-holland;netherlands;195
shigauniversity;shiga;japan;194
baidu,inc.;beijing;china;192
foundationpropertymanagement(fpm);abudhabi;unitedarabemirates;192
shenzhenuniversity;guangdong;china;190
instituteofinformationengineering;beijing;china;188
beijinguniversityoftechnology;beijing;china;186
unitedarabemiratesuniversity;abudhabi;unitedarabemirates;186
jiangsuuniversity;jiangsu;china;184
jaipuriainstituteofmanagement,lucknow;uttarpradesh;india;182
nationaltsinghuauniversity;hsinchu;taiwan;179
prattschoolofengineering;northcarolina;unitedstates;178
collegeofcomputerscienceandengineering,northeasternuniversity;liaoning;china;175
icar-indianinstituteofpulsesresearch,kanpur;uttarpradesh;india;174
universityofshanghaiforscienceandtechnology;shanghai;china;173
lutuniversity;southkarelia;finland;172
theuniversityofqueensland;queensland;australia;171
charlesdarwinuniversity;northernterritory;australia;169
sichuannormaluniversity;sichuan;china;166
chongqinginstituteofgreenandintelligenttechnology;chongqing;china;165
internationalislamicuniversitymalaysia;kualalumpur;malaysia;159
universidaddemalaga;malaga;spain;158
anhuiuniversityofscienceandtechnology;anhui;china;158
beijinguniversityofpostsandtelecommunications;beijing;china;156
universitymedicalcenterutrecht;utrecht;netherlands;155
griffithbusinessschool;queensland;australia;155
universidadedabeirainterior;castelobranco;portugal;154
