affiliation_name;state_name;affiliation_country;citied_by
northwesternpolytechnicaluniversity;shaanxi;china;116
yaleuniversity;connecticut;unitedstates;109
instituteforhealth,healthcarepolicyandagingresearch;newjersey;unitedstates;97
universityofillinoisatchicago;illinois;unitedstates;68
newyorkinstituteoftechnologycollegeofosteopathicmedicine;newyork;unitedstates;65
xinhuahospitalaffiliatedtoshanghaijiaotonguniversityschoolofmedicine;shanghai;china;57
harvardmedicalschool;massachusetts;unitedstates;54
lovelyprofessionaluniversity;punjab;india;50
mizoramuniversity;mizoram;india;48
mayoclinicinjacksonville,florida;florida;unitedstates;46
banarashinduuniversity;uttarpradesh;india;45
universityofsouthernqueensland;queensland;australia;44
uniklinikrwthaachen;nordrhein-westfalen;germany;44
iranpolymerandpetrochemicalinstitute;tehran;iran;43
adamasuniversity;westbengal;india;43
nationalcancerinstitute(nci);maryland;unitedstates;42
centrodeinvestigacaoemtecnologiaseservicosdesaude,porto;porto;portugal;41
tsinghuauniversity;beijing;china;40
faucollegeofengineeringandcomputerscience;florida;unitedstates;40
nationalcenterforbiotechnologyinformation(ncbi);maryland;unitedstates;40
facultedessciencesrabat;rabat;morocco;39
facultyofmedicineandhealth;orebro;sweden;39
georgiainstituteoftechnology;georgia;unitedstates;38
broadinstitute;massachusetts;unitedstates;38
corewellhealth;michigan;unitedstates;37
monashuniversity;victoria;australia;36
johnshopkinsbloombergschoolofpublichealth;maryland;unitedstates;36
universitatsklinikumheidelberg;baden-wurttemberg;germany;36
ludwig-maximilians-universitatmunchen;bayern;germany;36
nationalinstituteoftechnology,agartala;tripura;india;36
marlanandrosemarybournscollegeofengineering;california;unitedstates;35
theuniversityofchicago;illinois;unitedstates;34
kaiahealthgmbh;bayern;germany;32
rajalakshmiengineeringcollege;tamilnadu;india;30
departmentofbiomedicalengineering;oregon;unitedstates;29
instituteofcomputingtechnologychineseacademyofsciences;beijing;china;28
velloreinstituteoftechnology;tamilnadu;india;28
theuniversityoftexasataustin;texas;unitedstates;27
princesattambinabdulazizuniversity;arriyad;saudiarabia;27
wenzhouuniversityoftechnology;zhejiang;china;26
theuniversityofelectro-communications;tokyo;japan;26
uncschoolofmedicine;northcarolina;unitedstates;25
universitedemoncton;newbrunswick;canada;24
yaleschoolofmedicine;connecticut;unitedstates;24
spauldingrehabilitationhospitalnetwork;massachusetts;unitedstates;23
hainanuniversity;hainan;china;22
universityhospitalscasemedicalcenter;ohio;unitedstates;22
cedars-sinaimedicalcenter;california;unitedstates;22
b.s.abdurrahmanuniversity;tamilnadu;india;21
delhipharmaceuticalsciencesandresearchuniversity(dpsru);delhi;india;21
delftuniversityoftechnology;zuid-holland;netherlands;21
universityofsouthampton,facultyofmedicine;hampshire;unitedkingdom;21
"swamikeshvanandinstituteoftechnologymanagement&amp;gramothan";rajasthan;india;21
zhejianguniversityoftechnology;zhejiang;china;21
shanghaisixthpeople'shospital;shanghai;china;20
theuniversityoftokyo;tokyo;japan;20
ecolenationalesuperieured'informatiqueetd'analysedessystemes;rabat;morocco;20
ciceco-institutodemateriaisdeaveiro;aveiro;portugal;20
westchinaschoolofmedicine/westchinahospitalofsichuanuniversity;sichuan;china;20
globalresearchinstituteoftechnologyandengineering;northcarolina;unitedstates;19
kunminginstituteofbotany;yunnan;china;19
universitatsklinikumbonn;nordrhein-westfalen;germany;19
chengdemedicaluniversity;hebei;china;19
merckkgaa;hessen;germany;19
universityofpittsburghschoolofmedicine;pennsylvania;unitedstates;19
"velsinstituteofscience,technology&amp;advancedstudies";tamilnadu;india;18
angliaruskinuniversity;cambridgeshire;unitedkingdom;18
amityuniversity;uttarpradesh;india;18
"beijinginformationscience&amp;technologyuniversity";beijing;china;18
nanchanghongduhospitaloftcm;jiangxi;china;18
theriomeinc.;arizona;unitedstates;18
shandongcancerhospital;shandong;china;18
mcmasteruniversity,facultyofhealthsciences;ontario;canada;18
keckschoolofmedicineofusc;california;unitedstates;17
kldeemedtobeuniversity;andhrapradesh;india;17
centralsouthuniversity;hunan;china;17
zhejianguniversityschoolofmedicine;zhejiang;china;17
