affiliation_name;state_name;affiliation_country;citied_by
universityoftoronto;ontario;canada;105
charlesv.schaefer,jr.schoolofengineeringandscience;newjersey;unitedstates;104
faucollegeofengineeringandcomputerscience;florida;unitedstates;102
schoolofpublichealth;massachusetts;unitedstates;97
southwesternuniversityoffinanceandeconomics;newjersey;unitedstates;95
brookhavennationallaboratory;newyork;unitedstates;84
universitatbasel;basel-stadt;switzerland;84
harvardt.h.chanschoolofpublichealth;massachusetts;unitedstates;80
ucsfschoolofmedicine;california;unitedstates;77
theuniversityofqueensland;queensland;australia;64
universityofthewestofengland;bristol;unitedkingdom;61
harvardmedicalschool;massachusetts;unitedstates;58
