affiliation_name;state_name;affiliation_country;citied_by
tfi;;poland;525
fuyangnormaluniversity;anhui;china;299
qingdaouniversity;shandong;china;196
hubeiuniversityofautomotivetechnology;hubei;china;148
unitedarabemiratesuniversity;abudhabi;unitedarabemirates;128
bangladeshuniversityofengineeringandtechnology;dhaka;bangladesh;110
lancasteruniversity;lancashire;unitedkingdom;110
wenzhou-keanuniversity;zhejiang;china;108
collegeofbusinessandlaw;victoria;australia;104
magadhuniversity;bihar;india;98
universidadedoalgarve;faro;portugal;95
latrobeuniversity;victoria;australia;94
collegeofbusinessandeconomics;abudhabi;unitedarabemirates;90
nanchanguniversity;jiangxi;china;90
universityofwaterloo;ontario;canada;87
uluslararasikibrisuniversitesi;nicosia;cyprus;85
pekinguniversity;beijing;china;85
chongqingbusinessvocationalcollege;chongqing;china;83
goauniversity;goa;india;82
universityofoxfordmedicalsciencesdivision;oxfordshire;unitedkingdom;81
capitaluniversityofeconomicsandbusiness;beijing;china;79
rmituniversity;victoria;australia;78
huazhonguniversityofscienceandtechnology;hubei;china;78
universiteitutrecht;utrecht;netherlands;68
leonardn.sternschoolofbusiness;newyork;unitedstates;65
masseybusinessschool;manawatu-wanganuiregion;newzealand;64
pepperdineuniversity;california;unitedstates;61
dukeuniversityschoolofmedicine;northcarolina;unitedstates;56
hunanuniversity;hunan;china;56
hanyanguniversity;seoul;southkorea;55
sichuantourismuniversity;sichuan;china;54
yunnanuniversityoffinanceandeconomics;yunnan;china;54
dongbeiuniversityoffinanceandeconomics;liaoning;china;53
abudhabiuniversity;abudhabi;unitedarabemirates;52
hashemiteuniversity;zarqa;jordan;52
indianinstituteofmanagementbodhgaya;bihar;india;52
shaileshj.mehtaschoolofmanagement;maharashtra;india;50
jiangxinormaluniversity;jiangxi;china;46
jiangnanuniversity;jiangsu;china;44
universitatsiegen;nordrhein-westfalen;germany;44
tianjinuniversity;tianjin;china;44
universityofmaine;maine;unitedstates;43
addisababauniversity;addisababa;ethiopia;42
beijingjiaotonguniversity;beijing;china;42
jiangsuuniversity;jiangsu;china;42
universidadedabeirainterior;castelobranco;portugal;41
uppsalauniversitet;uppsala;sweden;40
miljo-ochenergisystem;skane;sweden;40
saintmary'scollegeofcalifornia;california;unitedstates;39
charlesuniversity;prague;czechrepublic;39
katholischeuniversitateichstatt-ingolstadt;bayern;germany;39
zhengzhoushengdauniversity;henan;china;39
queenmargaretuniversity;edinburgh;unitedkingdom;38
internationalmonetaryfund;districtofcolumbia;unitedstates;37
guangdonguniversityoffinance;guangdong;china;36
zhejiangnormaluniversity;zhejiang;china;36
ndsucollegeofengineering;northdakota;unitedstates;35
universidaddemalaga;malaga;spain;35
gurugobindsinghindraprasthauniversity;delhi;india;35
szkolaglownagospodarstwawiejskiegowwarszawie;lesserpolandvoivodeship;poland;35
bankforinternationalsettlements;basel-stadt;switzerland;35
universidaddealmeria;almeria;spain;34
budapesticorvinusegyetem;budapest;hungary;34
