affiliation_name;state_name;affiliation_country;citied_by
universityofelectronicscienceandtechnologyofchina;sichuan;china;153
latrobeuniversity;victoria;australia;118
nationalcenterforbiotechnologyinformation(ncbi);maryland;unitedstates;74
gurugobindsinghindraprasthauniversity;delhi;india;47
daffodilinternationaluniversity;dhaka;bangladesh;42
chineseacademyofagriculturalsciences;beijing;china;39
yildizteknikuniversitesi;istanbul;turkey;38
unitedinternationaluniversity;dhaka;bangladesh;34
crowdrealty;tokyo;japan;31
jaypeeinstituteofinformationtechnology;uttarpradesh;india;29
universityofbenghazi;benghazi;libya;26
thadomalshahaniengineeringcollege;maharashtra;india;25
universityofrajshahi;rajshahi;bangladesh;24
macrowinginc.;shanghai;china;21
instituteofprocessengineeringchineseacademyofsciences;beijing;china;20
universityofsancarlos;cebu;philippines;20
shenzhenuniversity;guangdong;china;19
dalianuniversityoftechnology;liaoning;china;17
universityofsanjose-recoletos;cebu;philippines;16
cognitiveinsightlimited;dhaka;bangladesh;14
universitateadinbucuresti;bucharest;romania;14
"nanjinguniversityofinformationscience&amp;technology";jiangsu;china;12
birlainstituteoftechnologyandscience,pilani;rajasthan;india;12
institutonacionaldeastrofisicaopticayelectronica;puebla;mexico;12
universityofskillenrichmentandtechnology;dhaka;bangladesh;11
indianauniversity-purdueuniversityindianapolis;indiana;unitedstates;11
universityofwarsaw,instituteofinformatics;lesserpolandvoivodeship;poland;11
dwarkadasjivanlalsanghvicollegeofengineering;maharashtra;india;11
universitatpassau;bayern;germany;10
kingabdullahuniversityofscienceandtechnology;makkah;saudiarabia;10
amirkabiruniversityoftechnology;tehran;iran;10
marwadiuniversity;gujarat;india;9
universidadefederaldoriodejaneiro;riodejaneiro;brazil;9
nanjinguniversityofaeronauticsandastronautics;jiangsu;china;9
koreauniversity;seoul;southkorea;8
systemspluscollegefoundation;;;7
universityofkentucky;kentucky;unitedstates;7
dattameghecollegeofengineering;maharashtra;india;7
universitatfreiburg;baden-wurttemberg;germany;6
khulnauniversity;khulna;bangladesh;6
harbininstituteoftechnology;heilongjiang;china;5
nextitcorporation;washington;unitedstates;4
beijinguniversityoftechnology;beijing;china;4
universityofmissouri-kansascity;missouri;unitedstates;4
universityofchittagong;chittagong;bangladesh;4
technischeuniversitatberlin;berlin;germany;4
melaxtechnologies,inc.;texas;unitedstates;4
ltd.;beijing;china;4
nyutandonschoolofengineering;newyork;unitedstates;3
vignansfoundationforsciencetechnologyandresearchuniversity;andhrapradesh;india;3
ss.cyrilandmethodiusuniversityinskopje;skopje;northmacedonia;3
universiteitvanamsterdam;noord-holland;netherlands;3
kabuluniversity;kabul;afghanistan;2
collegeofengineering;ohio;unitedstates;2
"galgotiascollegeofengineering&amp;technology";uttarpradesh;india;2
middleeasttechnicaluniversity(metu);ankara;turkey;2
georgiastateuniversity;georgia;unitedstates;2
centreuniversitairesalhiahmed-naama;naama;algeria;2
istanbulbilgiuniversitesi;istanbul;turkiye;2
kunminguniversityofscienceandtechnology;yunnan;china;2
wuhanuniversityoftechnology;hubei;china;2
indiragandhiinstituteoftechnology,sarang;odisha;india;2
jilinuniversity;jilin;china;1
bangladeshuniversityofbusinessandtechnology;dhaka;bangladesh;1
newjerseyinstituteoftechnology;newjersey;unitedstates;1
nationalyunlinuniversityofscienceandtechnology;yunlin;taiwan;1
astrazeneca;cambridgeshire;unitedkingdom;1
thegeorgewashingtonuniversityschoolofmedicineandhealthsciences;washington,d.c.;unitedstates;1
guangdonguniversityoftechnology;guangdong;china;1
montclairstateuniversity;newjersey;unitedstates;1
shizuokauniversity;shizuoka;japan;1
guangxinormaluniversity;guangxi;china;1
sharifuniversityoftechnology;tehran;iran;1
universityofcarthage,ecolepolytechniquedetunisie;tunis;tunisia;0
indianinstituteoftechnologykharagpur;westbengal;india;0
srminstituteofscienceandtechnology,ncrcampus;uttarpradesh;india;0
beijinguniversityofpostsandtelecommunications;beijing;china;0
beijinguniversityofchemicaltechnology;beijing;china;0
wuhandonghuuniversity;hubei;china;0
edwarde.whitacrejr.collegeofengineering;texas;unitedstates;0
