affiliation_name;state_name;affiliation_country;citied_by
thehongkonguniversityofscienceandtechnology(guangzhou);guangdong;china;2
ncstateuniversity;northcarolina;unitedstates;2
businessengineeringfordatascience--b4dsresearchlaboratory;pisa;italy;2
universityofcalifornia,berkeley;california;unitedstates;1
indianinstituteoftechnologykanpur;uttarpradesh;india;1
universityofjohannesburg;gauteng;southafrica;1
kastamonuuniversity;kastamonu;turkey;1
westerngalileecollege;hazafon;israel;1
lincolnuniversitycollege,malaysia;selangor;malaysia;1
sophiauniversity;tokyo;japan;0
southeasteuropeanuniversity;tetovo;northmacedonia;0
southeastuniversity;jiangsu;china;0
statekeylaboratoryofchemicalengineering,zhejianguniversity;zhejiang;china;0
universitaslampung;lampung;indonesia;0
siesgraduateschooloftechnology;maharashtra;india;0
thenorthcapuniversity;haryana;india;0
shenyangligonguniversity;liaoning;china;0
theuniversityofauckland;aucklandregion;newzealand;0
shanghaimaritimeuniversity;shanghai;china;0
tianjinuniversityoftechnology;tianjin;china;0
tongjiuniversity;shanghai;china;0
universidaddelvalle,cali;valledelcauca;colombia;0
alfarabikazakhnationaluniversity;almaty;kazakhstan;0
universitiputramalaysia;selangor;malaysia;0
shahidbahonaruniversityofkerman;kerman;iran;0
universititeknologimalaysia;johor;malaysia;0
universityofillinoisatchicago;illinois;unitedstates;0
universityofnotredame;indiana;unitedstates;0
uniwersytetgdanski;pomeranian;poland;0
velloreinstituteoftechnology;tamilnadu;india;0
velloreinstituteoftechnology,chennai;tamilnadu;india;0
"velsinstituteofscience,technology&amp;advancedstudies";tamilnadu;india;0
"veltechrangarajandr.sagunthalar&amp;dinstituteofscienceandtechnology";tamilnadu;india;0
vitbhopaluniversity;madhyapradesh;india;0
washingtonstateuniversitycollegeofnursing;washington;unitedstates;0
xidianuniversity;shaanxi;china;0
xinjianguniversity;xinjiang;china;0
shandonguniversity;shandong;china;0
polytechniquemontreal;quebec;canada;0
reichmanuniversity;telaviv;israel;0
puducherrytechnologicaluniversity;puducherry;india;0
annamalaiuniversity;tamilnadu;india;0
arcelika.s.;istanbul;turkey;0
beijingnationaldayschool;beijing;china;0
carnegiemellonuniversity;pennsylvania;unitedstates;0
cesarcentrodeestudiosesistemasavancadosdorecife;pernambuco;brazil;0
chinauniversityofgeosciences;hubei;china;0
collegeofengineering,guindy;tamilnadu;india;0
"dattamegheinstituteofhighereducation&amp;research(deemedtobeuniversity)";maharashtra;india;0
eastchinauniversityofscienceandtechnology;shanghai;china;0
fiberhometelecommunicationtechnologiescompanylimited;hubei;china;0
hebeigeouniversity;hebei;china;0
i-66expressmobilitypartners;virginia;unitedstates;0
instituteofsoftwarechineseacademyofsciences;beijing;china;0
institutotecnologicodecostarica;cartago;costarica;0
jilinuniversity;jilin;china;0
lanzhoujiaotonguniversity;gansu;china;0
"madanapalleinstituteoftechnology&amp;science";andhrapradesh;india;0
malaviyanationalinstituteoftechnologyjaipur;rajasthan;india;0
margieandbillklessecollegeofengineeringandintegrateddesign;texas;unitedstates;0
massachusettsgeneralhospital;massachusetts;unitedstates;0
nanjinguniversityofpostandtelecommunications;jiangsu;china;0
nationaluniversityofdefensetechnologychina;hunan;china;0
openuniversityofcyprus;nicosia;cyprus;0
oxfordsuzhoucentreforadvancedresearch;jiangsu;china;0
pacificnorthwestnationallaboratory;washington;unitedstates;0
pannonegyetem;veszprem;hungary;0
pekinguniversityfirsthospital;beijing;china;0
philadelphiauniversity;amman;jordan;0
ankarauniversitesi;ankara;turkey;0
yeshwantraochavancollegeofengineering;maharashtra;india;0
