affiliation_name;state_name;affiliation_country;citied_by
tsinghuauniversity;beijing;china;175
"collegeofcomputing&amp;informatics";pennsylvania;unitedstates;173
deakinschoolofmedicine;victoria;australia;152
floridainternationaluniversitycollegeofbusiness;florida;unitedstates;130
shriramdeobabacollegeofengineeringandmanagement,nagpur;maharashtra;india;125
universityofelectronicscienceandtechnologyofchina;sichuan;china;111
hunanuniversity;hunan;china;109
aiisoyufenglifamilydepartmentofchemicalandnanoengineering;california;unitedstates;108
shanghaiuniversityofengineeringscience;shanghai;china;102
floridaatlanticuniversity;florida;unitedstates;98
nationaluniversityofcomputerandemergingscienceschiniot-faisalabad;punjab;pakistan;98
shanghaimaritimeuniversity;shanghai;china;94
multimediauniversity;selangor;malaysia;93
asianuniversityforwomen;chittagong;bangladesh;92
deakinuniversity;victoria;australia;90
rmituniversity;victoria;australia;90
theuniversityofqueensland;queensland;australia;87
halicuniversitesi;istanbul;turkey;84
nanchanguniversity;jiangxi;china;76
technicaluniversityofdenmark;hovedstaden;denmark;73
yunnannormaluniversity;yunnan;china;73
beijinguniversityoftechnology;beijing;china;71
collegeofmedicineandbiologicalinformationengineering,northeasternuniversity;liaoning;china;70
universityofscienceandtechnologyofchina;anhui;china;65
jadarauniversity;irbid;jordan;64
manipaluniversityjaipur;rajasthan;india;62
chang'anuniversity;shaanxi;china;60
duytanuniversity;danang;vietnam;59
bohaiuniversity;liaoning;china;57
goswamiganeshduttas.d.college;chandigarh;india;56
universityofnorthtexas;texas;unitedstates;55
harbininstituteoftechnology;heilongjiang;china;55
vit-apuniversity;andhrapradesh;india;55
anatomicalpathology;aucklandregion;newzealand;54
jagannathuniversity,bangladesh;dhaka;bangladesh;54
schoolofcommunicationsandinformationengineering;jiangsu;china;53
shiheziuniversity;xinjiang;china;53
northwesternpolytechnicaluniversity;shaanxi;china;52
dalianmaritimeuniversity;liaoning;china;50
zhejiangshurenuniversity;zhejiang;china;50
federaluniversitydutse;jigawa;nigeria;49
saveethaschoolofengineering;tamilnadu;india;49
civilaviationuniversityofchina;tianjin;china;49
southeastuniversity;jiangsu;china;47
universitimalaya;kualalumpur;malaysia;47
nanjingforestryuniversity;jiangsu;china;47
nanjinguniversityofaeronauticsandastronautics;jiangsu;china;47
beihanguniversity;beijing;china;47
universitikebangsaanmalaysia;selangor;malaysia;47
centraluniversityofrajasthan;rajasthan;india;46
technologyinnovationinstitute;abudhabi;unitedarabemirates;46
dalianpolytechnicuniversity;liaoning;china;45
chinauniversityofpetroleum(eastchina);shandong;china;45
purdueuniversity;indiana;unitedstates;45
velloreinstituteoftechnology;tamilnadu;india;44
adamasuniversity;westbengal;india;43
beijingnormaluniversity;beijing;china;42
vaasanyliopisto;ostrobothnia;finland;42
universititeknologimalaysia;johor;malaysia;42
universityofscienceandtechnologybeijing;beijing;china;42
universityofguelph;ontario;canada;41
huazhonguniversityofscienceandtechnology;hubei;china;41
sriinternational;california;unitedstates;41
allamehtabataba'iuniversity;tehran;iran;41
nationalinstituteoftechnology,agartala;tripura;india;41
chennaiinstituteoftechnology;tamilnadu;india;41
instituteofgeographicsciencesandnaturalresourcesresearch,chineseacademyofsciences;beijing;china;41
universityofmassachusettsboston;massachusetts;unitedstates;41
guizhouuniversity;guizhou;china;40
softwarecollegeofnortheasternuniversity;liaoning;china;40
"schoolofcomputing&amp;informatics";louisiana;unitedstates;40
mohamedbinzayeduniversityofartificialintelligence;abudhabi;unitedarabemirates;40
zhengzhouuniversity;henan;china;40
"industrial&amp;commercialbankofchina";beijing;china;39
ankarauniversitesi;ankara;turkey;39
institutofederaldeeducacao,cienciaetecnologiadoriograndedonorte(ifrn);riograndedonorte;brazil;38
karunyainstituteoftechnologyandsciences;tamilnadu;india;38
princesultanuniversity;arriyad;saudiarabia;38
