state_name;affiliation_state;affiliation_country;total_paper_num;total_cited_num;area_km2;paper_num_density;citation_density;academic_index;crdi_index;year;month
sichuan;sichuan;china;1;153;484815.9727816655;0.07638528501370943;11.686948607097543;76.5;29.421111297370416;2020;12
victoria;vic;australia;2;118;227944.597594159;0.1621157759433525;9.564830780657797;39.333333333333336;16.353426629978163;2020;12
maryland;md;unitedstates;2;74;25461.8359249494;0.1971419298764958;7.2942514054303444;24.666666666666668;10.71935333399117;2020;12
istanbul;na;turkey;1;38;4807.2010887487;0.11795125790515393;4.4821478003958495;19.0;7.866699686100335;2020;12
istanbul;na;turkiye;1;38;4807.2010887487;0.11795125790515393;4.4821478003958495;19.0;7.866699686100335;2020;12
delhi;dl;india;2;47;1482.3887299728;0.27389439531514204;6.436518289905838;15.666666666666666;7.4590264506292145;2020;12
dhaka;dhaka;bangladesh;8;102;30548.5646266249;0.7746604152292654;9.876920294173134;11.333333333333334;7.32830468091191;2020;12
tokyo;na;japan;1;31;2183.2571056884;0.13005539881363334;4.031717363222634;15.5;6.553924254012089;2020;12
beijing;beijing;china;6;67;16251.9254289633;0.6188100815617282;6.910045910772632;9.571428571428571;5.700094854587643;2020;12
benghazi;na;libya;1;26;9827.4101220794;0.10877803423992616;2.8282288902380803;13.0;5.312335641492669;2020;12
rajshahi;na;bangladesh;1;24;18843.9329864582;0.10158472836905287;2.438033480857269;12.0;4.8465394030754405;2020;12
maharashtra;mh;india;3;43;306563.1909541172;0.2374698547385299;3.4037345845855955;10.75;4.797068146441375;2020;12
cebu;na;philippines;8;36;126.2054033019;1.650913127788114;7.4291090750465125;4.0;4.360007400944876;2020;12
shanghai;na;china;1;21;6746.0374352377;0.11341907860009853;2.3818006506020692;10.5;4.331739909734056;2020;12
uttarpradesh;up;india;3;31;240261.4837625755;0.24214077067900547;2.50212129701639;7.75;3.498087355898465;2020;12
bucharest;bucharest;romania;1;14;284.4997537065;0.1768583918808859;2.4760174863324025;7.0;3.217625292737763;2020;12
jiangsu;jiangsu;china;2;21;100090.7772935139;0.17370395199814773;1.823891495980551;7.0;2.999198482659566;2020;12
guangdong;guangdong;china;2;20;175489.8177846857;0.16562677893232275;1.6562677893232276;6.666666666666667;2.8295204116407393;2020;12
liaoning;liaoning;china;2;17;146513.7227709306;0.16813955234357555;1.4291861949203923;5.666666666666667;2.421330804643545;2020;12
puebla;pue;mexico;1;12;34590.8106903809;0.0956812154702641;1.1481745856431693;6.0;2.4146186003711443;2020;12
rajasthan;rj;india;1;12;343081.5107532024;0.07845767123211972;0.9414920547854366;6.0;2.339983242005852;2020;12
indiana;in;unitedstates;1;11;94332.3449078269;0.08730124771552707;0.9603137248707977;5.5;2.1825383241954417;2020;12
bayern;bayern;germany;1;10;70023.8710338274;0.08963299606120292;0.8963299606120293;5.0;1.995320985557744;2020;12
makkah;makkah;saudiarabia;1;10;138262.262621067;0.08448147282720882;0.8448147282720883;5.0;1.976432067033099;2020;12
