state_name;affiliation_state;affiliation_country;total_paper_num;total_cited_num;area_km2;paper_num_density;citation_density;academic_index;crdi_index;year;month
victoria;vic;australia;14;5302;227944.597594159;1.1348104316034675;429.76892202582746;353.46666666666664;261.4567997080325;2021;7
jiangsu;jiangsu;china;2;1724;100090.7772935139;0.17370395199814773;149.73280662240333;574.6666666666666;241.52439241368938;2021;1
beijing;beijing;china;5;1982;16251.9254289633;0.5156750679681068;204.41359694255755;330.3333333333333;178.42086844795298;2021;7
georgia;ga;unitedstates;1;878;152164.1143214319;0.08380317942962132;73.57919153920751;439.0;170.8876649062124;2021;2
gelderland;gelderland;netherlands;1;763;5133.7128302247;0.11704422328417387;89.30474236582465;381.5;156.97392886303626;2021;12
sarawak;sarawak;malaysia;1;724;122556.930037985;0.08535089261695376;61.79404625467452;362.0;141.29313238243049;2021;1
seoul;na;southkorea;2;798;577.7896951119;0.31441897808415675;125.45317225557854;266.0;130.58919707788758;2021;7
guangdong;guangdong;china;4;1332;175489.8177846857;0.3312535578646455;110.30743476892695;266.4;125.67956277559718;2021;3
shaanxi;shaanxi;china;3;1118;205731.1595793134;0.24521162176845215;91.3821977123765;279.5;123.70913644471499;2021;12
quebec;qc;canada;2;904;1505505.2764716432;0.14060109983053481;63.55169712340173;301.3333333333333;121.6752105188552;2021;4
sichuan;sichuan;china;5;1393;484815.9727816655;0.3819264250685472;106.40470202409725;232.16666666666666;112.98443170527749;2021;8
britishcolumbia;bc;canada;1;591;945598.3248456959;0.07267666750575649;42.95191049590209;295.5;112.84152905446928;2021;11
shiga;shiga;japan;3;831;4008.7542646838;0.36159890773182174;100.16289744171462;207.75;102.75816544981548;2021;5
newsouthwales;nsw;australia;2;716;801934.7316220269;0.1471152492749454;52.667259240430454;238.66666666666666;97.16034705212401;2021;5
australiancapitalterritory;act;australia;2;630;2349.2816671833;0.257655908489395;81.16161117415943;210.0;97.13975569421628;2021;9
massachusetts;ma;unitedstates;2;655;21161.5293886358;0.20080346657438225;65.76313530311019;218.33333333333334;94.76575736767263;2021;6
rabat;na;morocco;1;337;22.368830184;0.3173189754304003;106.93649472004489;168.5;91.91793789849176;2021;6
henan;henan;china;2;637;166146.9719278261;0.16638057433409922;52.992212925410605;212.33333333333334;88.49730894435935;2021;11
nairobi;na;kenya;1;396;762.456484867;0.15065105067103746;59.657816065730835;198.0;85.93615570546729;2021;1
northcarolina;nc;unitedstates;1;415;127661.4141922641;0.08505466489441733;35.297685931183196;207.5;80.96091353202587;2021;6
amman;amman;jordan;2;524;7871.3516534212;0.22293780031564484;58.40970368269895;174.66666666666666;77.76643604989376;2021;11
alberta;ab;canada;2;570;663739.1300613766;0.14919087097820177;42.51939822878751;190.0;77.55619636658857;2021;12
liaoning;liaoning;china;1;352;146513.7227709306;0.08406977617178778;29.5925612124693;176.0;68.5588769962137;2021;2
california;ca;unitedstates;1;355;409736.0520512069;0.07737979092218057;27.4698257773741;177.5;68.34906852276542;2021;1
tehran;tehran;iran;1;336;14417.313695594;0.10442496113419125;35.086786941088256;168.0;67.73040396740748;2021;10
sharjah;sharjah;unitedarabemirates;1;323;2583.6573637813;0.12726940065404155;41.10801641125542;161.5;67.57842860396983;2021;1
pirkanmaa;pirkanmaa;finland;1;320;15050.7913468747;0.1039581840571191;33.26661889827811;160.0;64.45685902744508;2021;7
texas;tx;unitedstates;1;333;685338.8687343894;0.07441766233424105;24.781081557302265;166.5;63.7851664065455;2021;5
zuid-holland;zuid-holland;netherlands;1;306;3194.8081331608;0.1239219522585676;37.920117391121686;153.0;63.68134644779342;2021;1
oregon;or;unitedstates;1;326;251886.9829907966;0.08040692493701694;26.21265752946752;163.0;63.09768815146818;2021;3
chiayi;chiayi;taiwan;1;295;1976.6540185409;0.13175809361107554;38.86863761526729;147.5;62.16679856962612;2021;1
elazig;na;turkiye;1;282;9304.210520012;0.10942918702083135;30.85903073987444;141.0;57.32281997563175;2021;4
jiangxi;jiangxi;china;1;285;167798.2020149683;0.08312190364579146;23.689742539050567;142.5;55.42428814756545;2021;2
danang;na;vietnam;1;248;723.1585708778;0.15186004894958055;37.66129213949598;124.0;53.937717396148514;2021;7
kampala;na;uganda;1;238;308.7975030284;0.1743399833596527;41.49291603959734;119.0;53.55575200765233;2021;3
queensland;qld;australia;1;280;1730135.5915559076;0.06961989180288229;19.493569704807044;140.0;53.187729865536646;2021;4
kerman;kerman;iran;1;264;183150.9739960204;0.08252138107860922;21.785644604752836;132.0;51.28938866194381;2021;7
ontario;on;canada;1;265;1077587.553876187;0.07199301579086308;19.078149184578717;132.5;50.55004740012319;2021;1
virginia;va;unitedstates;1;257;103724.922258893;0.08658377979774737;22.252031408021075;128.5;50.2795383959396;2021;7
