state_name;affiliation_state;affiliation_country;total_paper_num;total_cited_num;area_km2;paper_num_density;citation_density;academic_index;crdi_index;year;month
beijing;beijing;china;97;2125;16251.9254289633;10.004096318581272;219.1619038864454;21.683673469387756;83.61655789147147;2021;12
rangpur;rangpur;bangladesh;1;340;15392.7041520626;0.1037160002963336;35.26344010075342;170.0;68.45571870034992;2021;5
zurich;zh;switzerland;13;965;1738.6108428883;1.7422964698060661;129.33200718175797;68.92857142857143;66.66762502671183;2021;11
california;ca;unitedstates;81;1791;409736.0520512069;6.267763064696626;138.5872055416254;21.841463414634145;55.56547734031872;2021;12
saskatchewan;sk;canada;2;356;650869.2951853928;0.14940909827437485;26.594819492838724;118.66666666666667;48.470298419259926;2021;3
dhaka;na;bangladesh;8;686;30548.5646266249;0.7746604152292654;66.42713060590951;76.22222222222223;47.80800441445367;2021;12
selangor;selangor;malaysia;4;399;7729.6797853954;0.4467800078395453;44.56630578199464;79.8;41.60436192994473;2021;9
oregon;or;unitedstates;3;337;251886.9829907966;0.2412207748110508;27.09713370377471;84.25;37.19611815952859;2021;8
massachusetts;ma;unitedstates;47;853;21161.5293886358;4.718881464497983;85.64267849397403;17.770833333333332;36.04413109726845;2021;12
zhejiang;zhejiang;china;21;719;101337.2056883386;1.8219331433448758;62.37952047928408;32.68181818181818;32.29442393481571;2021;11
victoria;vic;australia;24;750;227944.597594159;1.94538931132023;60.79341597875719;30.0;30.91293509669247;2021;12
jiangsu;jiangsu;china;29;728;100090.7772935139;2.518707303973142;63.228238527325765;24.266666666666666;30.004537499321856;2021;12
miyagi;miyagi;japan;1;141;7502.2350215815;0.11206880702144321;15.801701790023493;70.5;28.804590199014978;2021;7
georgia;ga;unitedstates;11;511;152164.1143214319;0.9218349737258345;42.82342468853649;42.583333333333336;28.776197665198556;2021;12
texas;tx;unitedstates;36;756;685338.8687343894;2.6790358440326774;56.25975272468623;20.43243243243243;26.457073667050448;2021;12
berlin;berlin;germany;7;286;889.247879319;1.0307001489809826;42.11146322979443;35.75;26.29738779292514;2021;3
florida;fl;unitedstates;36;664;146717.8790698472;3.026157691611565;55.81579742305775;17.945945945945947;25.59596702020509;2021;11
shanghai;shanghai;china;30;498;6746.0374352377;3.4025723580029563;56.48270114284907;16.06451612903226;25.316596543294764;2021;6
ontario;on;canada;37;722;1077587.553876187;2.6637415842619343;51.97895740100314;19.0;24.54756632842169;2021;12
hubei;hubei;china;14;483;185599.3219275883;1.154034714825703;39.81419766148676;32.2;24.389410792104155;2021;12
tehran;tehran;iran;12;384;14417.313695594;1.253099533610295;40.09918507552944;29.53846153846154;23.630248715867094;2021;12
newyork;ny;unitedstates;33;590;136932.6539458316;2.790166348941474;49.88479229925665;17.352941176470587;23.342633274889568;2021;12
pennsylvania;pa;unitedstates;25;547;119356.6385566692;2.1386020035343747;46.79261183733212;21.03846153846154;23.32322512644268;2021;12
southdakota;sd;unitedstates;3;200;199303.5884851493;0.2458494562063727;16.389963747091514;50.0;22.211937734432627;2021;6
shaanxi;shaanxi;china;14;439;205731.1595793134;1.14432090158611;35.88263398545016;29.266666666666666;22.09787385123431;2021;12
colorado;co;unitedstates;11;382;269201.8602314456;0.8797733350834138;30.552128545624008;31.833333333333332;21.088411738013587;2021;10
newsouthwales;nsw;australia;23;523;801934.7316220269;1.691825366661872;38.47063768539822;21.791666666666668;20.65137657290892;2021;12
barcelona;barcelona;spain;6;232;7753.0499164184;0.6699441409139923;25.904506782007704;33.142857142857146;19.90576935525961;2021;12
seoul;seoul;southkorea;17;266;577.7896951119;2.6725613137153323;41.81772408519285;14.777777777777779;19.75602105889532;2021;12
baden-wurttemberg;baden-wurttemberg;germany;15;355;36123.5600929418;1.4292890340332043;33.826507138785836;22.1875;19.14776539093968;2021;11
sichuan;sichuan;china;13;376;484815.9727816655;0.9930087051782227;28.720867165154747;26.857142857142858;18.857006242491945;2021;11
maryland;md;unitedstates;20;366;25461.8359249494;1.971419298764958;36.07697316739873;17.428571428571427;18.492321298245034;2021;9
bremen;bremen;germany;1;82;385.6647920868;0.16785400582982063;13.764028478045292;41.0;18.310627494625038;2021;11
daejeon;na;southkorea;10;200;366.0979336785;1.6932998284881742;33.86599656976348;18.181818181818183;17.913704860023277;2021;12
prague;na;czechrepublic;2;107;516.7628980543;0.3200247104285871;17.12132200792941;35.666666666666664;17.702671128341553;2021;5
quebec;qc;canada;13;365;1505505.2764716432;0.9139071488984762;25.659700719072603;26.071428571428573;17.548345479799885;2021;12
westernaustralia;wa;australia;1;90;2528138.6968684313;0.06782882636702187;6.104594373031968;45.0;17.057474399799663;2021;12
tamilnadu;tn;india;22;369;130683.6903163263;1.8674861128544376;31.322835256513066;16.043478260869566;16.411266543412356;2021;12
queensland;qld;australia;9;285;1730135.5915559076;0.6265790262259406;19.841669163821454;28.5;16.322749396682465;2021;12
liaoning;liaoning;china;6;209;146513.7227709306;0.5044186570307267;17.570583219903646;29.857142857142858;15.977381578025742;2021;10
uusimaa;uusimaa;finland;4;150;9037.1435028818;0.4391160604975353;16.466852268657576;30.0;15.635322776385038;2021;8
tianjin;tianjin;china;4;150;11475.4487112348;0.4278966229295689;16.046123359858836;30.0;15.491339994262802;2021;2
gauteng;gauteng;southafrica;4;143;18213.915798629;0.4077473593883655;14.576968098134067;28.6;14.528238485840811;2021;12
budapest;budapest;hungary;9;152;538.424855857;1.430728083055306;24.163407624934056;15.2;13.598045235996453;2021;12
wisconsin;wi;unitedstates;4;142;169395.3018014624;0.33222601765431925;11.794023626728332;28.4;13.508749881460885;2021;12
manitoba;mb;canada;1;70;652611.9843800333;0.07468962971225748;5.228274079858023;35.0;13.434321236523425;2021;8
michigan;mi;unitedstates;18;287;250043.5692191957;1.4481799625128353;23.090424957843542;15.105263157894736;13.214622692750373;2021;12
northcarolina;nc;unitedstates;16;262;127661.4141922641;1.3608746383106773;22.28432220233734;15.411764705882353;13.018987182176788;2021;12
shandong;shandong;china;9;204;155914.8264022369;0.7526926597472683;17.061033620938083;20.4;12.73790876022845;2021;12
mugla;mugla;turkiye;1;62;12856.8624436077;0.10568913219559843;6.552726196127103;31.0;12.552805109440902;2021;11
overijssel;overijssel;netherlands;4;109;3344.5246470215;0.49289134813183927;13.43128923659262;21.8;11.908060194908154;2021;6
songkhla;songkhla;thailand;1;58;7461.7129751365;0.11213686065803176;6.5039379181658425;29.0;11.872024926274625;2021;11
hebei;hebei;china;5;139;188968.3850206354;0.4115449792178834;11.440950422257158;23.166666666666668;11.673054022713904;2021;12
tennessee;tn;unitedstates;7;159;109298.3231164403;0.6033522866093445;13.704716224412252;19.875;11.394356170340531;2021;11
izmir;izmir;turkey;3;95;12897.949247945;0.31696052158626487;10.037083183565054;23.75;11.368014568383773;2021;9
izmir;na;turkiye;3;95;12897.949247945;0.31696052158626487;10.037083183565054;23.75;11.368014568383773;2021;9
connecticut;ct;unitedstates;4;108;12704.5232646375;0.42328973652220214;11.428822886099457;21.6;11.150704207540555;2021;12
razavikhorasan;razavikhorasan;iran;1;56;136915.3223137996;0.08455140030813725;4.734878417255686;28.0;10.93980993918794;2021;4
anhui;anhui;china;4;113;140193.6675195935;0.337530319834612;9.535231535327789;22.6;10.8242539517208;2021;12
malaga;malaga;spain;2;71;7348.3180411538;0.22465945771326049;7.975410748820747;23.666666666666668;10.622245624400225;2021;4
valladolid;valladolid;spain;2;71;8130.9726915139;0.22213438494059648;7.885770665391175;23.666666666666668;10.591523905666145;2021;8
hochiminhcity;na;vietnam;5;104;1908.3472445416;0.6618557076102706;13.766598718293627;17.333333333333332;10.58726258641241;2021;11
