state_name;affiliation_state;affiliation_country;total_paper_num;total_cited_num;area_km2;paper_num_density;citation_density;academic_index;crdi_index;year;month
florida;fl;unitedstates;2;78;146717.8790698472;0.16811987175619805;6.556674998491724;26.0;10.908264956749306;2023;12
barcelona;barcelona;spain;1;50;7753.0499164184;0.11165735681899873;5.582867840949937;25.0;10.231508399256311;2023;1
zuid-holland;zuid-holland;netherlands;1;48;3194.8081331608;0.1239219522585676;5.9482537084112455;24.0;10.024058553556605;2023;3
michigan;mi;unitedstates;1;35;250043.5692191957;0.08045444236182418;2.8159054826638465;17.5;6.798786641675224;2023;8
newsouthwales;nsw;australia;1;35;801934.7316220269;0.0735576246374727;2.574516862311545;17.5;6.716024828983006;2023;11
konya;konya;turkey;1;30;40261.8049956709;0.09431129927861251;2.8293389783583756;15.0;5.9745500925456625;2023;3
illinois;il;unitedstates;1;28;150153.0283211724;0.08389672147952063;2.3491082014265774;14.0;5.477668307635366;2023;7
oxfordshire;oxfordshire;unitedkingdom;1;26;2617.0936147012;0.12706154652946225;3.303600209766018;13.0;5.476887252098494;2023;11
nordrhein-westfalen;nordrhein-westfalen;germany;1;24;34537.8361635312;0.09569524824661284;2.296685957918708;12.0;4.7974604020551075;2023;9
tamilnadu;tn;india;1;23;130683.6903163263;0.08488573240247443;1.952371845256912;11.5;4.5124191925531285;2023;1
newyork;ny;unitedstates;1;23;136932.6539458316;0.08455049542246891;1.9446613947167848;11.5;4.509737296713085;2023;1
guangdong;guangdong;china;1;21;175489.8177846857;0.08281338946616137;1.739081178789389;10.5;4.1072981894185165;2023;9
texas;tx;unitedstates;1;21;685338.8687343894;0.07441766233424105;1.5627709090190618;10.5;4.045729523784434;2023;12
