state_name;affiliation_state;affiliation_country;affiliation_name;citied_by;cover_date;country_name;area_km2;year;month;total_paper_num;total_cited_num;paper_num_density;citation_density;academic_index;crdi_index
assam;as;india;Gauhati University;20;2020-05-01;india;79529.61869578768;2020;5;3;26;0.26586558724717657;2.3041684228088637;6.5;3.0233446700186803
alberta;ab;canada;University of Alberta;15;2020-05-01;canada;663739.1300613766;2020;5;7;283;0.5221680484237062;21.110508243415552;35.375;19.00255876394642
massachusetts;ma;unitedstates;Massachusetts Institute of Technology;26;2020-05-01;unitedstatesofamerica;21161.529388635758;2020;5;31;1061;3.1124537319029253;106.5262390177098;33.15625;47.59831424987092
missouri;mo;unitedstates;College of Engineering;160;2020-05-01;unitedstatesofamerica;180475.97622118753;2020;5;10;1192;0.8262169550489391;98.48506104183355;108.36363636363636;69.22497145350629
tennessee;tn;unitedstates;Lipscomb University;48;2020-05-01;unitedstatesofamerica;109298.32311644025;2020;5;6;149;0.5171591028080096;12.842784386398906;21.285714285714285;11.548552591640401
california;ca;unitedstates;School of Engineering;11;2020-05-01;unitedstatesofamerica;409736.05205120693;2020;5;96;3687;7.4284599285293345;285.2992891300797;38.01030927835052;110.24601944565319
tamilnadu;tn;india;Bannari Amman Institute of Technology;14;2020-05-01;india;130683.69031632628;2020;5;16;406;1.358171718439591;34.46360735540462;23.88235294117647;19.90137733834023
texas;tx;unitedstates;University of North Texas;28;2020-05-01;unitedstatesofamerica;685338.8687343894;2020;5;32;1193;2.3813651946957135;88.78027116474956;36.15151515151515;42.43771717032015
washington;wa;unitedstates;Pacific Northwest National Laboratory;35;2020-04-21;unitedstatesofamerica;174111.6091089331;2020;4;16;215;1.3258799491787594;17.816511817089577;12.647058823529411;10.596483529932582
pennsylvania;pa;unitedstates;Carnegie Mellon University;60;2020-04-20;unitedstatesofamerica;119356.63855666919;2020;4;27;704;2.3096901638171246;60.22303241952799;25.142857142857142;29.22519324206742
california;ca;unitedstates;University of Southern California;5;2020-04-20;unitedstatesofamerica;409736.05205120693;2020;4;96;3687;7.4284599285293345;285.2992891300797;38.01030927835052;110.24601944565319
california;ca;unitedstates;University of California, Los Angeles;6;2020-04-20;unitedstatesofamerica;409736.05205120693;2020;4;96;3687;7.4284599285293345;285.2992891300797;38.01030927835052;110.24601944565319
newjersey;nj;unitedstates;School of Engineering and Applied Science;42;2020-04-15;unitedstatesofamerica;19667.40324367006;2020;4;17;814;1.7194697744834848;82.33225861350334;45.22222222222222;43.09131687006968
riograndedosul;rs;brazil;Universidade Federal de Santa Maria;273;2020-04-15;brazil;272278.88866112946;2020;4;2;279;0.1598135191194016;22.293985917156522;93.0;38.48459981209198
washington;wa;unitedstates;Amazon.com, Inc.;0;2020-04-14;unitedstatesofamerica;174111.6091089331;2020;4;16;215;1.3258799491787594;17.816511817089577;12.647058823529411;10.596483529932582
minasgerais;mg;brazil;Universidade Federal de Lavras;33;2020-04-10;brazil;586372.6300000143;2020;4;5;67;0.37645747981253913;5.044530229488024;11.166666666666666;5.5292181253224095
georgia;ga;unitedstates;Kennesaw State University;1;2020-04-02;unitedstatesofamerica;152164.11432143187;2020;4;21;672;1.7598667680220477;56.315736576705525;30.545454545454547;29.54035263006071
georgia;ga;unitedstates;University of Georgia;5;2020-04-02;unitedstatesofamerica;152164.11432143187;2020;4;21;672;1.7598667680220477;56.315736576705525;30.545454545454547;29.54035263006071
pennsylvania;pa;unitedstates;"P.C. Rossin College of Engineering &amp; Applied Science";78;2020-04-02;unitedstatesofamerica;119356.63855666919;2020;4;27;704;2.3096901638171246;60.22303241952799;25.142857142857142;29.22519324206742
oklahoma;ok;unitedstates;Spears School of Business at Oklahoma State University;59;2020-04-01;unitedstatesofamerica;180637.19053422907;2020;4;5;256;0.41307800460486094;21.14959383576888;42.666666666666664;21.409779502346804
karnataka;ka;india;"Samsung R&amp;D Institute India-Bangalore";5;2020-04-01;india;191841.35560540104;2020;4;11;74;0.9042758829582161;6.083310485355272;6.166666666666667;4.384751011660051
virginia;va;unitedstates;University of Virginia;16;2020-04-01;unitedstatesofamerica;103724.92225889304;2020;4;19;943;1.6450918161572001;81.64850434927577;47.15;43.48119872181099
newjersey;nj;unitedstates;Nokia Bell Labs;3;2020-04-01;unitedstatesofamerica;19667.40324367006;2020;4;17;814;1.7194697744834848;82.33225861350334;45.22222222222222;43.09131687006968
pennsylvania;pa;unitedstates;Carnegie Mellon University;70;2020-04-01;unitedstatesofamerica;119356.63855666919;2020;4;27;704;2.3096901638171246;60.22303241952799;25.142857142857142;29.22519324206742
manitoba;mb;canada;Ducks Unlimited Canada;45;2020-04-01;canada;652611.9843800333;2020;4;1;45;0.07468962971225748;3.3610333370515866;22.5;8.645240988921282
california;ca;unitedstates;University of Southern California;94;2020-04-01;unitedstatesofamerica;409736.05205120693;2020;4;96;3687;7.4284599285293345;285.2992891300797;38.01030927835052;110.24601944565319
newsouthwales;nsw;australia;University of New England Australia;47;2020-04-01;australia;801934.7316220269;2020;4;10;312;0.7355762463747271;22.949978886891483;28.363636363636363;17.349730498967524
maharashtra;mh;india;Shri Ramdeobaba College of Engineering and Management, Nagpur;0;2020-04-01;india;306563.1909541172;2020;4;16;95;1.2665058919388263;7.519878733386781;5.588235294117647;4.791539973147751
parana;pr;brazil;Universidade Tecnológica Federal do Paraná;37;2020-04-01;brazil;198666.17842736215;2020;4;6;242;0.49182802193738245;19.837063551474426;34.57142857142857;18.300106714946793
saskatchewan;sk;canada;University of Saskatchewan;21;2020-04-01;canada;650869.2951853928;2020;4;3;115;0.22411364741156228;8.591023150776554;28.75;12.521712266062705
massachusetts;ma;unitedstates;Massachusetts General Hospital;4;2020-04-01;unitedstatesofamerica;21161.529388635758;2020;4;31;1061;3.1124537319029253;106.5262390177098;33.15625;47.59831424987092
newsouthwales;nsw;australia;UNSW Sydney;123;2020-04-01;australia;801934.7316220269;2020;4;10;312;0.7355762463747271;22.949978886891483;28.363636363636363;17.349730498967524
ontario;on;canada;Institute of Health Policy, Management and Evaluation;25;2020-04-01;canada;1077587.553876187;2020;4;27;736;1.9438114263533033;52.98685962207523;26.285714285714285;27.07212844471427
california;ca;unitedstates;USC Viterbi School of Engineering;55;2020-04-01;unitedstatesofamerica;409736.05205120693;2020;4;96;3687;7.4284599285293345;285.2992891300797;38.01030927835052;110.24601944565319
ohio;oh;unitedstates;MetroHealth Medical Center Cleveland;21;2020-04-01;unitedstatesofamerica;116043.6526534473;2020;4;6;104;0.5145034080562133;8.918059072974364;14.857142857142858;8.09656844605781
texas;tx;unitedstates;UT Southwestern Medical Center;12;2020-04-01;unitedstatesofamerica;685338.8687343894;2020;4;32;1193;2.3813651946957135;88.78027116474956;36.15151515151515;42.43771717032015
riodejaneiro;rj;brazil;The Brazilian Development Bank;0;2020-04-01;brazil;43977.812549611284;2020;4;4;26;0.37413026647929576;2.4318467321154227;5.2;2.668658999531573
washington;wa;unitedstates;Amazon.com, Inc.;25;2020-04-01;unitedstatesofamerica;174111.6091089331;2020;4;16;215;1.3258799491787594;17.816511817089577;12.647058823529411;10.596483529932582
virginia;va;unitedstates;Virginia Tech College of Engineering;6;2020-04-01;unitedstatesofamerica;103724.92225889304;2020;4;19;943;1.6450918161572001;81.64850434927577;47.15;43.48119872181099
arizona;az;unitedstates;The University of Arizona College of Engineering;120;2020-04-01;unitedstatesofamerica;295070.11646160216;2020;4;6;313;0.47638058686503976;24.851187281459577;44.714285714285715;23.347284527536775
arizona;az;unitedstates;The University of Arizona College of Engineering;157;2020-04-01;unitedstatesofamerica;295070.11646160216;2020;4;6;313;0.47638058686503976;24.851187281459577;44.714285714285715;23.347284527536775
queensland;qld;australia;The University of Queensland;5;2020-04-01;australia;1730135.5915559076;2020;4;4;301;0.27847956721152917;20.95558743266757;60.2;27.1446889999597
virginia;va;unitedstates;United Network for Organ Sharing;9;2020-04-01;unitedstatesofamerica;103724.92225889304;2020;4;19;943;1.6450918161572001;81.64850434927577;47.15;43.48119872181099
quebec;qc;canada;Concordia University;34;2020-04-01;canada;1505505.2764716432;2020;4;14;144;0.9842076988137437;10.123279187798506;9.6;6.90249562887075
pennsylvania;pa;unitedstates;University of Pennsylvania;25;2020-03-29;unitedstatesofamerica;119356.63855666919;2020;3;27;704;2.3096901638171246;60.22303241952799;25.142857142857142;29.22519324206742
georgia;ga;unitedstates;Georgia Southern University;6;2020-03-28;unitedstatesofamerica;152164.11432143187;2020;3;21;672;1.7598667680220477;56.315736576705525;30.545454545454547;29.54035263006071
westernaustralia;wa;australia;Curtin University;31;2020-03-07;australia;2528138.6968684313;2020;3;3;105;0.2034864791010656;7.122026768537296;26.25;11.191837749212787
northcarolina;nc;unitedstates;Duke University;12;2020-03-04;unitedstatesofamerica;127661.41419226406;2020;3;10;623;0.8505466489441733;52.989056229221994;56.63636363636363;36.82532217150993
basel-stadt;bs;switzerland;Universität Basel;81;2020-03-02;switzerland;39.93966391698153;2020;3;1;81;0.2693893401134994;21.820536549193452;40.5;20.863308629768984
california;ca;unitedstates;Scripps Institution of Oceanography;56;2020-03-02;unitedstatesofamerica;409736.05205120693;2020;3;96;3687;7.4284599285293345;285.2992891300797;38.01030927835052;110.24601944565319
rajasthan;rj;india;Central University of Rajasthan;21;2020-03-01;india;343081.5107532024;2020;3;8;283;0.6276613698569578;22.20352095868988;31.444444444444443;18.091875590997095
california;ca;unitedstates;UC Santa Barbara College of Engineering;1;2020-03-01;unitedstatesofamerica;409736.05205120693;2020;3;96;3687;7.4284599285293345;285.2992891300797;38.01030927835052;110.24601944565319
michigan;mi;unitedstates;University of Michigan, Ann Arbor;8;2020-03-01;unitedstatesofamerica;250043.56921919566;2020;3;9;202;0.7240899812564177;16.251797357088485;20.2;12.391962446114968
tamilnadu;tn;india;B.S.Abdur Rahman University;9;2020-03-01;india;130683.69031632628;2020;3;16;406;1.358171718439591;34.46360735540462;23.88235294117647;19.90137733834023
maharashtra;mh;india;Government College of Engineering, Amravati;9;2020-03-01;india;306563.1909541172;2020;3;16;95;1.2665058919388263;7.519878733386781;5.588235294117647;4.791539973147751
newyork;ny;unitedstates;Global AI Corporation;18;2020-03-01;unitedstatesofamerica;136932.6539458316;2020;3;46;1827;3.8893227894335696;154.47375513685068;38.87234042553192;65.7451394506054
massachusetts;ma;unitedstates;Boston Consulting Group Inc.;70;2020-03-01;unitedstatesofamerica;21161.529388635758;2020;3;31;1061;3.1124537319029253;106.5262390177098;33.15625;47.59831424987092
california;ca;unitedstates;California Institute of Technology;5;2020-03-01;unitedstatesofamerica;409736.05205120693;2020;3;96;3687;7.4284599285293345;285.2992891300797;38.01030927835052;110.24601944565319
newjersey;nj;unitedstates;Rutgers University–New Brunswick;8;2020-03-01;unitedstatesofamerica;19667.40324367006;2020;3;17;814;1.7194697744834848;82.33225861350334;45.22222222222222;43.09131687006968
texas;tx;unitedstates;Edward E. Whitacre Jr. College of Engineering;261;2020-03-01;unitedstatesofamerica;685338.8687343894;2020;3;32;1193;2.3813651946957135;88.78027116474956;36.15151515151515;42.43771717032015
novascotia;ns;canada;St. Francis Xavier University;44;2020-03-01;canada;55107.80065261529;2020;3;1;44;0.09159971357936025;4.030387397491851;22.0;8.707329037023738
newyork;ny;unitedstates;College of Engineering and Computer Science;133;2020-03-01;unitedstatesofamerica;136932.6539458316;2020;3;46;1827;3.8893227894335696;154.47375513685068;38.87234042553192;65.7451394506054
georgia;ga;unitedstates;"College of Family &amp; Consumer Sciences";25;2020-03-01;unitedstatesofamerica;152164.11432143187;2020;3;21;672;1.7598667680220477;56.315736576705525;30.545454545454547;29.54035263006071
ontario;on;canada;University of Toronto;205;2020-03-01;canada;1077587.553876187;2020;3;27;736;1.9438114263533033;52.98685962207523;26.285714285714285;27.07212844471427
tennessee;tn;unitedstates;The University of Tennessee, Knoxville;31;2020-03-01;unitedstatesofamerica;109298.32311644025;2020;3;6;149;0.5171591028080096;12.842784386398906;21.285714285714285;11.548552591640401
texas;tx;unitedstates;University of Texas Health Science Center at Houston;7;2020-03-01;unitedstatesofamerica;685338.8687343894;2020;3;32;1193;2.3813651946957135;88.78027116474956;36.15151515151515;42.43771717032015
virginia;va;unitedstates;Radford University;385;2020-03-01;unitedstatesofamerica;103724.92225889304;2020;3;19;943;1.6450918161572001;81.64850434927577;47.15;43.48119872181099
regionmetropolitanadesantiago;rm;chile;Universidad de Chile;13;2020-03-01;chile;16080.993788211512;2020;3;5;38;0.5162379803550379;3.9234086506982875;6.333333333333333;3.590993321462219
rajasthan;rj;india;JRN Rajasthan Vidyapeeth;53;2020-03-01;india;343081.5107532024;2020;3;8;283;0.6276613698569578;22.20352095868988;31.444444444444443;18.091875590997095
haryana;hr;india;Maharshi Dayanand University;14;2020-02-29;india;43945.43485960555;2020;2;1;14;0.09353901006144799;1.309546140860272;7.0;2.8010283836405736
newjersey;nj;unitedstates;Rutgers University–New Brunswick;36;2020-02-29;unitedstatesofamerica;19667.40324367006;2020;2;17;814;1.7194697744834848;82.33225861350334;45.22222222222222;43.09131687006968
indiana;in;unitedstates;Purdue Polytechnic Institute;37;2020-02-15;unitedstatesofamerica;94332.34490782692;2020;2;11;191;0.9603137248707977;16.674538313665668;15.916666666666666;11.183839568401043
texas;tx;unitedstates;IBM Research - Austin;59;2020-02-07;unitedstatesofamerica;685338.8687343894;2020;2;32;1193;2.3813651946957135;88.78027116474956;36.15151515151515;42.43771717032015
pennsylvania;pa;unitedstates;Carnegie Mellon University;64;2020-02-07;unitedstatesofamerica;119356.63855666919;2020;2;27;704;2.3096901638171246;60.22303241952799;25.142857142857142;29.22519324206742
california;ca;unitedstates;University of California, Berkeley;7;2020-02-07;unitedstatesofamerica;409736.05205120693;2020;2;96;3687;7.4284599285293345;285.2992891300797;38.01030927835052;110.24601944565319
california;ca;unitedstates;University of Southern California;1;2020-02-01;unitedstatesofamerica;409736.05205120693;2020;2;96;3687;7.4284599285293345;285.2992891300797;38.01030927835052;110.24601944565319
newsouthwales;nsw;australia;UNSW Sydney;3;2020-02-01;australia;801934.7316220269;2020;2;10;312;0.7355762463747271;22.949978886891483;28.363636363636363;17.349730498967524
karnataka;ka;india;Indian Institute of Science;6;2020-02-01;india;191841.35560540104;2020;2;11;74;0.9042758829582161;6.083310485355272;6.166666666666667;4.384751011660051
maharashtra;mh;india;Swami Ramanand Teerth Marathwada University;5;2020-02-01;india;306563.1909541172;2020;2;16;95;1.2665058919388263;7.519878733386781;5.588235294117647;4.791539973147751
pennsylvania;pa;unitedstates;Harrisburg University of Science and Technology;18;2020-02-01;unitedstatesofamerica;119356.63855666919;2020;2;27;704;2.3096901638171246;60.22303241952799;25.142857142857142;29.22519324206742
ohio;oh;unitedstates;Cleveland Clinic Lerner College of Medicine of Case Western Reserve University;20;2020-02-01;unitedstatesofamerica;116043.6526534473;2020;2;6;104;0.5145034080562133;8.918059072974364;14.857142857142858;8.09656844605781
michigan;mi;unitedstates;Michigan State University;13;2020-02-01;unitedstatesofamerica;250043.56921919566;2020;2;9;202;0.7240899812564177;16.251797357088485;20.2;12.391962446114968
maharashtra;mh;india;Indian Institute of Technology Bombay;26;2020-02-01;india;306563.1909541172;2020;2;16;95;1.2665058919388263;7.519878733386781;5.588235294117647;4.791539973147751
alabama;al;unitedstates;UAB Department of Pathology;0;2020-02-01;unitedstatesofamerica;133834.90893377384;2020;2;4;44;0.33885756533352235;3.727433218668746;8.8;4.288763594667423
pennsylvania;pa;unitedstates;University of Pennsylvania;14;2020-02-01;unitedstatesofamerica;119356.63855666919;2020;2;27;704;2.3096901638171246;60.22303241952799;25.142857142857142;29.22519324206742
california;ca;unitedstates;University of California, Davis;13;2020-02-01;unitedstatesofamerica;409736.05205120693;2020;2;96;3687;7.4284599285293345;285.2992891300797;38.01030927835052;110.24601944565319
texas;tx;unitedstates;Cullen College of Engineering;196;2020-02-01;unitedstatesofamerica;685338.8687343894;2020;2;32;1193;2.3813651946957135;88.78027116474956;36.15151515151515;42.43771717032015
missouri;mo;unitedstates;Saint Louis University School of Science and Engineering;646;2020-02-01;unitedstatesofamerica;180475.97622118753;2020;2;10;1192;0.8262169550489391;98.48506104183355;108.36363636363636;69.22497145350629
illinois;il;unitedstates;AbbVie;45;2020-02-01;unitedstatesofamerica;150153.0283211724;2020;2;17;591;1.4262442651518505;49.58296239439669;32.833333333333336;27.94751333096063
georgia;ga;unitedstates;School of Electrical and Computer Engineering;23;2020-02-01;unitedstatesofamerica;152164.11432143187;2020;2;21;672;1.7598667680220477;56.315736576705525;30.545454545454547;29.54035263006071
california;ca;unitedstates;University of Southern California;25;2020-02-01;unitedstatesofamerica;409736.05205120693;2020;2;96;3687;7.4284599285293345;285.2992891300797;38.01030927835052;110.24601944565319
indiana;in;unitedstates;College of Engineering;21;2020-02-01;unitedstatesofamerica;94332.34490782692;2020;2;11;191;0.9603137248707977;16.674538313665668;15.916666666666666;11.183839568401043
illinois;il;unitedstates;College of Engineering, Computing, Technology, and Mathematics;25;2020-02-01;unitedstatesofamerica;150153.0283211724;2020;2;17;591;1.4262442651518505;49.58296239439669;32.833333333333336;27.94751333096063
newyork;ny;unitedstates;NYU Tandon School of Engineering;68;2020-02-01;unitedstatesofamerica;136932.6539458316;2020;2;46;1827;3.8893227894335696;154.47375513685068;38.87234042553192;65.7451394506054
ontario;on;canada;University of Toronto;69;2020-02-01;canada;1077587.553876187;2020;2;27;736;1.9438114263533033;52.98685962207523;26.285714285714285;27.07212844471427
illinois;il;unitedstates;Center for Spatial Data Science;147;2020-01-29;unitedstatesofamerica;150153.0283211724;2020;1;17;591;1.4262442651518505;49.58296239439669;32.833333333333336;27.94751333096063
newyork;ny;unitedstates;Columbia University;33;2020-01-28;unitedstatesofamerica;136932.6539458316;2020;1;46;1827;3.8893227894335696;154.47375513685068;38.87234042553192;65.7451394506054
pennsylvania;pa;unitedstates;School of Computer Science;23;2020-01-27;unitedstatesofamerica;119356.63855666919;2020;1;27;704;2.3096901638171246;60.22303241952799;25.142857142857142;29.22519324206742
washington;wa;unitedstates;Microsoft Research;5;2020-01-27;unitedstatesofamerica;174111.6091089331;2020;1;16;215;1.3258799491787594;17.816511817089577;12.647058823529411;10.596483529932582
california;ca;unitedstates;University of California, Berkeley;32;2020-01-27;unitedstatesofamerica;409736.05205120693;2020;1;96;3687;7.4284599285293345;285.2992891300797;38.01030927835052;110.24601944565319
newyork;ny;unitedstates;NYU Tandon School of Engineering;129;2020-01-15;unitedstatesofamerica;136932.6539458316;2020;1;46;1827;3.8893227894335696;154.47375513685068;38.87234042553192;65.7451394506054
ontario;on;canada;École de médecine du Nord de l'Ontario;22;2020-01-14;canada;1077587.553876187;2020;1;27;736;1.9438114263533033;52.98685962207523;26.285714285714285;27.07212844471427
delhi;dl;india;Indian Institute of Technology Delhi;12;2020-01-05;india;1482.388729972833;2020;1;5;180;0.6847359882878531;24.650495578362708;30.0;18.44507718888352
rajasthan;rj;india;Amity University Rajasthan;47;2020-01-02;india;343081.5107532024;2020;1;8;283;0.6276613698569578;22.20352095868988;31.444444444444443;18.091875590997095
indiana;in;unitedstates;Eli Lilly and Company;1;2020-01-02;unitedstatesofamerica;94332.34490782692;2020;1;11;191;0.9603137248707977;16.674538313665668;15.916666666666666;11.183839568401043
alberta;ab;canada;University of Alberta;26;2020-01-02;canada;663739.1300613766;2020;1;7;283;0.5221680484237062;21.110508243415552;35.375;19.00255876394642
massachusetts;ma;unitedstates;Dana-Farber Cancer Institute;66;2020-01-01;unitedstatesofamerica;21161.529388635758;2020;1;31;1061;3.1124537319029253;106.5262390177098;33.15625;47.59831424987092
newyork;ny;unitedstates;Cornell University;8;2020-01-01;unitedstatesofamerica;136932.6539458316;2020;1;46;1827;3.8893227894335696;154.47375513685068;38.87234042553192;65.7451394506054
california;ca;unitedstates;Facebook Research;9;2020-01-01;unitedstatesofamerica;409736.05205120693;2020;1;96;3687;7.4284599285293345;285.2992891300797;38.01030927835052;110.24601944565319
queensland;qld;australia;The University of Queensland;10;2020-01-01;australia;1730135.5915559076;2020;1;4;301;0.27847956721152917;20.95558743266757;60.2;27.1446889999597
california;ca;unitedstates;University of Southern California;8;2020-01-01;unitedstatesofamerica;409736.05205120693;2020;1;96;3687;7.4284599285293345;285.2992891300797;38.01030927835052;110.24601944565319
california;ca;unitedstates;UC Santa Barbara College of Engineering;0;2020-01-01;unitedstatesofamerica;409736.05205120693;2020;1;96;3687;7.4284599285293345;285.2992891300797;38.01030927835052;110.24601944565319
pennsylvania;pa;unitedstates;The Robotics Institute;6;2020-01-01;unitedstatesofamerica;119356.63855666919;2020;1;27;704;2.3096901638171246;60.22303241952799;25.142857142857142;29.22519324206742
california;ca;unitedstates;Facebook Research;25;2020-01-01;unitedstatesofamerica;409736.05205120693;2020;1;96;3687;7.4284599285293345;285.2992891300797;38.01030927835052;110.24601944565319
pennsylvania;pa;unitedstates;The Robotics Institute;25;2020-01-01;unitedstatesofamerica;119356.63855666919;2020;1;27;704;2.3096901638171246;60.22303241952799;25.142857142857142;29.22519324206742
california;ca;unitedstates;University of California, Los Angeles;10;2020-01-01;unitedstatesofamerica;409736.05205120693;2020;1;96;3687;7.4284599285293345;285.2992891300797;38.01030927835052;110.24601944565319
michigan;mi;unitedstates;University of Michigan, Ann Arbor;7;2020-01-01;unitedstatesofamerica;250043.56921919566;2020;1;9;202;0.7240899812564177;16.251797357088485;20.2;12.391962446114968
texas;tx;unitedstates;The University of Texas at Austin;3;2020-01-01;unitedstatesofamerica;685338.8687343894;2020;1;32;1193;2.3813651946957135;88.78027116474956;36.15151515151515;42.43771717032015
pennsylvania;pa;unitedstates;The Robotics Institute;14;2020-01-01;unitedstatesofamerica;119356.63855666919;2020;1;27;704;2.3096901638171246;60.22303241952799;25.142857142857142;29.22519324206742
california;ca;unitedstates;NVIDIA;6;2020-01-01;unitedstatesofamerica;409736.05205120693;2020;1;96;3687;7.4284599285293345;285.2992891300797;38.01030927835052;110.24601944565319
saskatchewan;sk;canada;University of Saskatchewan;89;2020-01-01;canada;650869.2951853928;2020;1;3;115;0.22411364741156228;8.591023150776554;28.75;12.521712266062705
maharashtra;mh;india;upGrad Education Private Limited;1;2020-01-01;india;306563.1909541172;2020;1;16;95;1.2665058919388263;7.519878733386781;5.588235294117647;4.791539973147751
ontario;on;canada;University of Toronto;1;2020-01-01;canada;1077587.553876187;2020;1;27;736;1.9438114263533033;52.98685962207523;26.285714285714285;27.07212844471427
northcarolina;nc;unitedstates;NC State University;1;2020-01-01;unitedstatesofamerica;127661.41419226406;2020;1;10;623;0.8505466489441733;52.989056229221994;56.63636363636363;36.82532217150993
california;ca;unitedstates;University of California, Berkeley;23;2020-01-01;unitedstatesofamerica;409736.05205120693;2020;1;96;3687;7.4284599285293345;285.2992891300797;38.01030927835052;110.24601944565319
newyork;ny;unitedstates;Cornell University;5;2020-01-01;unitedstatesofamerica;136932.6539458316;2020;1;46;1827;3.8893227894335696;154.47375513685068;38.87234042553192;65.7451394506054
newyork;ny;unitedstates;Courant Institute of Mathematical Sciences;3;2020-01-01;unitedstatesofamerica;136932.6539458316;2020;1;46;1827;3.8893227894335696;154.47375513685068;38.87234042553192;65.7451394506054
california;ca;unitedstates;Stanford University;4;2020-01-01;unitedstatesofamerica;409736.05205120693;2020;1;96;3687;7.4284599285293345;285.2992891300797;38.01030927835052;110.24601944565319
newyork;ny;unitedstates;Columbia University;0;2020-01-01;unitedstatesofamerica;136932.6539458316;2020;1;46;1827;3.8893227894335696;154.47375513685068;38.87234042553192;65.7451394506054
massachusetts;ma;unitedstates;Lincoln Laboratory;39;2020-01-01;unitedstatesofamerica;21161.529388635758;2020;1;31;1061;3.1124537319029253;106.5262390177098;33.15625;47.59831424987092
michigan;mi;unitedstates;University of Michigan, Ann Arbor;15;2020-01-01;unitedstatesofamerica;250043.56921919566;2020;1;9;202;0.7240899812564177;16.251797357088485;20.2;12.391962446114968
massachusetts;ma;unitedstates;MIT Department of Electrical Engineering and Computer Science;0;2020-01-01;unitedstatesofamerica;21161.529388635758;2020;1;31;1061;3.1124537319029253;106.5262390177098;33.15625;47.59831424987092
california;ca;unitedstates;Google LLC;313;2020-01-01;unitedstatesofamerica;409736.05205120693;2020;1;96;3687;7.4284599285293345;285.2992891300797;38.01030927835052;110.24601944565319
california;ca;unitedstates;University of California, San Diego;20;2020-01-01;unitedstatesofamerica;409736.05205120693;2020;1;96;3687;7.4284599285293345;285.2992891300797;38.01030927835052;110.24601944565319
california;ca;unitedstates;Facebook Research;140;2020-01-01;unitedstatesofamerica;409736.05205120693;2020;1;96;3687;7.4284599285293345;285.2992891300797;38.01030927835052;110.24601944565319
northcarolina;nc;unitedstates;NC State College of Engineering;11;2020-01-01;unitedstatesofamerica;127661.41419226406;2020;1;10;623;0.8505466489441733;52.989056229221994;56.63636363636363;36.82532217150993
newjersey;nj;unitedstates;School of Engineering and Applied Science;14;2020-01-01;unitedstatesofamerica;19667.40324367006;2020;1;17;814;1.7194697744834848;82.33225861350334;45.22222222222222;43.09131687006968
massachusetts;ma;unitedstates;"MIT Computer Science &amp; Artificial Intelligence Laboratory";28;2020-01-01;unitedstatesofamerica;21161.529388635758;2020;1;31;1061;3.1124537319029253;106.5262390177098;33.15625;47.59831424987092
newjersey;nj;unitedstates;Princeton University;32;2020-01-01;unitedstatesofamerica;19667.40324367006;2020;1;17;814;1.7194697744834848;82.33225861350334;45.22222222222222;43.09131687006968
massachusetts;ma;unitedstates;Harvard T.H. Chan School of Public Health;1;2020-01-01;unitedstatesofamerica;21161.529388635758;2020;1;31;1061;3.1124537319029253;106.5262390177098;33.15625;47.59831424987092
riograndedosul;rs;brazil;Universidade Federal de Santa Maria;6;2020-01-01;brazil;272278.88866112946;2020;1;2;279;0.1598135191194016;22.293985917156522;93.0;38.48459981209198
wisconsin;wi;unitedstates;UW-Madison College of Engineering;0;2020-01-01;unitedstatesofamerica;169395.3018014624;2020;1;8;357;0.6644520353086385;29.65117207564799;39.666666666666664;23.327430259207762
newyork;ny;unitedstates;IBM Research;14;2020-01-01;unitedstatesofamerica;136932.6539458316;2020;1;46;1827;3.8893227894335696;154.47375513685068;38.87234042553192;65.7451394506054
wisconsin;wi;unitedstates;University of Wisconsin-Milwaukee;14;2020-01-01;unitedstatesofamerica;169395.3018014624;2020;1;8;357;0.6644520353086385;29.65117207564799;39.666666666666664;23.327430259207762
karnataka;ka;india;National Institute of Technology Karnataka;3;2020-01-01;india;191841.35560540104;2020;1;11;74;0.9042758829582161;6.083310485355272;6.166666666666667;4.384751011660051
regionmetropolitanadesantiago;rm;chile;Universidad de Chile;1;2020-01-01;chile;16080.993788211512;2020;1;5;38;0.5162379803550379;3.9234086506982875;6.333333333333333;3.590993321462219
ontario;on;canada;Vector Institute;13;2020-01-01;canada;1077587.553876187;2020;1;27;736;1.9438114263533033;52.98685962207523;26.285714285714285;27.07212844471427
california;ca;unitedstates;Google LLC;41;2020-01-01;unitedstatesofamerica;409736.05205120693;2020;1;96;3687;7.4284599285293345;285.2992891300797;38.01030927835052;110.24601944565319
indiana;in;unitedstates;Indiana University Bloomington;16;2020-01-01;unitedstatesofamerica;94332.34490782692;2020;1;11;191;0.9603137248707977;16.674538313665668;15.916666666666666;11.183839568401043
northcarolina;nc;unitedstates;Pratt School of Engineering;4;2020-01-01;unitedstatesofamerica;127661.41419226406;2020;1;10;623;0.8505466489441733;52.989056229221994;56.63636363636363;36.82532217150993
ohio;oh;unitedstates;College of Engineering;5;2020-01-01;unitedstatesofamerica;116043.6526534473;2020;1;6;104;0.5145034080562133;8.918059072974364;14.857142857142858;8.09656844605781
regionmetropolitanadesantiago;rm;chile;Universidad de Chile;0;2020-01-01;chile;16080.993788211512;2020;1;5;38;0.5162379803550379;3.9234086506982875;6.333333333333333;3.590993321462219
