state_name;affiliation_state;affiliation_country;affiliation_name;citied_by;cover_date;country_name;area_km2
ontario;on;canada;mcmasteruniversity;230;2022-05-01;canada;1077587.553876187
karnataka;ka;india;manipalinstituteoftechnology;97;2022-08-01;india;191841.355605401
tamilnadu;tn;india;"velsinstituteofscience,technology&amp;advancedstudies";72;2022-01-01;india;130683.6903163263
tamilnadu;tn;india;"panimalarmedicalcollegehospital&amp;researchinstitute";54;2022-11-01;india;130683.6903163263
newyork;ny;unitedstates;cornellanns.bowerscollegeofcomputingandinformationscience;51;2022-12-01;unitedstates;136932.6539458316
andhrapradesh;ap;india;p.v.p.siddharthainstituteoftechnology;44;2022-01-01;india;160581.4926456832
uttarpradesh;up;india;amityuniversity;40;2022-01-01;india;240261.4837625755
pennsylvania;pa;unitedstates;independencebluecross;33;2022-02-01;unitedstates;119356.6385566692
georgia;ga;unitedstates;j.mackrobinsoncollegeofbusiness;33;2022-04-01;unitedstates;152164.1143214319
northcarolina;nc;unitedstates;theuniversityofnorthcarolinaatgreensboro;32;2022-01-14;unitedstates;127661.4141922641
bihar;br;india;indianinstituteoftechnologypatna;30;2022-07-14;india;94689.3660305596
westbengal;wb;india;presidencyuniversity,kolkata;30;2022-02-01;india;86363.0481262015
guangdong;guangdong;china;sunyat-senuniversity;89;2022-03-01;;175489.8177846857
bayern;bayern;germany;tumschoolofmanagement,munich;57;2022-05-01;;70023.8710338274
;bono;ghana;universityofenergyandnaturalresources;48;2022-09-01;;
hubei;hubei;china;centralchinanormaluniversity;40;2022-04-01;;185599.3219275883
;uk;india;universityofpetroleumandenergystudies;36;2022-07-01;;
;ile-de-france;france;sorbonneuniversite;32;2022-03-22;;
;munster;ireland;universityoflimerick;30;2022-12-01;;
;na;pakistan;comsatsuniversityislamabad;65;2022-12-01;;
istanbul;na;turkiye;kocuniversitesi;48;2022-04-01;;4807.2010887487
;na;germany;"bain&amp;companyinc.";37;2022-02-28;;
monastir;na;tunisia;biotechnologyinstituteofmonastir;32;2022-08-01;;1005.4272222525
punjab;pb;india;chitkarauniversity,punjab;112;2022-07-19;;50378.2424498875
punjab;pb;india;chitkarauniversity,punjab;112;2022-07-19;;50378.2424498875
punjab;pb;india;chitkarauniversity,punjab;30;2022-01-01;;50378.2424498875
punjab;pb;india;chitkarauniversity,punjab;30;2022-01-01;;50378.2424498875
