state_name;affiliation_state;affiliation_country;affiliation_name;citied_by;cover_date;country_name;area_km2
sikkim;sk;india;sikkimmanipalinstituteoftechnology;1323;2020-01-01;india;6942.3411964025
westernaustralia;wa;australia;edithcowanuniversity;822;2020-08-01;australia;2528138.6968684313
gujarat;gj;india;nirmauniversity,instituteoftechnology;796;2020-02-01;india;184427.9817839093
maharashtra;mh;india;indianinstituteofmanagementmumbai;681;2020-06-01;india;306563.1909541172
westbengal;wb;india;indianinstituteofengineeringscienceandtechnology,shibpur;655;2020-01-01;india;86363.0481262015
missouri;mo;unitedstates;saintlouisuniversityschoolofscienceandengineering;649;2020-02-01;unitedstates;180475.9762211875
tamilnadu;tn;india;velloreinstituteoftechnology;632;2020-01-01;india;130683.6903163263
virginia;va;unitedstates;"william&amp;mary";621;2020-05-31;unitedstates;103724.922258893
newjersey;nj;unitedstates;nokiabelllabs;573;2020-01-01;unitedstates;19667.4032436701
gujarat;gj;india;nirmauniversity,instituteoftechnology;559;2020-01-01;india;184427.9817839093
riograndedosul;rs;brazil;universidadefederaldesantamaria;542;2020-06-01;brazil;272278.8886611295
georgia;ga;unitedstates;georgiainstituteoftechnology;516;2020-01-01;unitedstates;152164.1143214319
maharashtra;mh;india;indianinstituteofmanagementmumbai;511;2020-07-01;india;306563.1909541172
texas;tx;unitedstates;"texasa&amp;muniversity-sanantonio";503;2020-06-01;unitedstates;685338.8687343894
georgia;ga;unitedstates;kennesawstateuniversity;498;2020-01-01;unitedstates;152164.1143214319
gujarat;gj;india;nirmauniversity,instituteoftechnology;494;2020-01-01;india;184427.9817839093
australiancapitalterritory;act;australia;cooperativeresearchcentresaustralia;481;2020-01-01;australia;2349.2816671833
michigan;mi;unitedstates;centralmichiganuniversitycollegeofmedicine;464;2020-08-01;unitedstates;250043.5692191957
california;ca;unitedstates;universityofcalifornia,berkeley;461;2020-05-01;unitedstates;409736.0520512069
ontario;on;canada;universityofguelph;425;2020-08-01;canada;1077587.553876187
iowa;ia;unitedstates;iowastateuniversity;422;2020-09-01;unitedstates;145446.3632933674
tamilnadu;tn;india;velloreinstituteoftechnology;378;2020-07-01;india;130683.6903163263
california;ca;unitedstates;lawrenceberkeleynationallaboratory;358;2020-07-01;unitedstates;409736.0520512069
tennessee;tn;unitedstates;collegeofengineering;351;2020-01-01;unitedstates;109298.3231164403
gujarat;gj;india;nirmauniversity,instituteoftechnology;343;2020-03-01;india;184427.9817839093
tamilnadu;tn;india;p.a.collegeofengineeringandtechnology,pollachi;324;2020-01-01;india;130683.6903163263
maharashtra;mh;india;indianinstituteoftechnologybombay;322;2020-07-01;india;306563.1909541172
uttarpradesh;up;india;babasahebbhimraoambedkaruniversity;319;2020-06-01;india;240261.4837625755
queensland;qld;australia;queenslanduniversityoftechnology;317;2020-01-01;australia;1730135.5915559076
gujarat;gj;india;nirmauniversity,instituteoftechnology;301;2020-01-01;india;184427.9817839093
beijing;beijing;china;beijinguniversityofpostsandtelecommunications;914;2020-06-01;;16251.9254289633
;wales;unitedkingdom;schoolofmanagement;739;2020-12-01;;
liaoning;liaoning;china;shenyangjianzhuuniversity;736;2020-01-01;;146513.7227709306
nordrhein-westfalen;nordrhein-westfalen;germany;universitatsiegen;707;2020-01-01;;34537.8361635312
sichuan;sichuan;china;universityofelectronicscienceandtechnologyofchina;580;2020-01-01;;484815.9727816655
beijing;beijing;china;beijinguniversityofpostsandtelecommunications;574;2020-04-01;;16251.9254289633
uusimaa;uusimaa;finland;helsinginyliopisto;550;2020-01-01;;9037.1435028818
