state_name;affiliation_state;affiliation_country;affiliation_name;citied_by;cover_date;country_name;area_km2
california;ca;unitedstates;stanfordengineering;1019;2021-01-07;unitedstates;409736.0520512069
california;ca;unitedstates;universityofsanfrancisco;856;2021-01-26;unitedstates;409736.0520512069
newmexico;nm;unitedstates;newmexicostateuniversity;811;2021-04-01;unitedstates;315076.3727934706
queensland;qld;australia;bonduniversity;800;2021-03-16;australia;1730135.5915559076
northcarolina;nc;unitedstates;dukeuniversity;597;2021-01-01;unitedstates;127661.4141922641
newsouthwales;nsw;australia;theuniversityofnewcastle,australia;572;2021-02-15;australia;801934.7316220269
louisiana;la;unitedstates;universityoflouisianaatlafayette;536;2021-01-01;unitedstates;119547.6575548466
newyork;ny;unitedstates;montefioremedicalcenter;527;2021-01-01;unitedstates;136932.6539458316
districtofcolumbia;dc;unitedstates;nationalcollaborativeforhealthequity;507;2021-02-01;unitedstates;162.2352916304
california;ca;unitedstates;stanforduniversity;501;2021-05-26;unitedstates;409736.0520512069
bihar;br;india;nalandauniversity;499;2021-09-01;india;94689.3660305596
westbengal;wb;india;indianinstituteoftechnologykharagpur;496;2021-01-01;india;86363.0481262015
ontario;on;canada;universityofottawa;461;2021-09-01;canada;1077587.553876187
california;ca;unitedstates;kaiserpermanente;457;2021-10-12;unitedstates;409736.0520512069
pennsylvania;pa;unitedstates;universityofpennsylvaniaperelmanschoolofmedicine;385;2021-11-01;unitedstates;119356.6385566692
newjersey;nj;unitedstates;princetonuniversity;372;2021-01-01;unitedstates;19667.4032436701
australiancapitalterritory;act;australia;theaustraliannationaluniversity;369;2021-06-01;australia;2349.2816671833
newyork;ny;unitedstates;syracuseuniversity;368;2021-04-01;unitedstates;136932.6539458316
britishcolumbia;bc;canada;theuniversityofbritishcolumbia;366;2021-04-01;canada;945598.3248456959
britishcolumbia;bc;canada;theuniversityofbritishcolumbia;358;2021-01-01;canada;945598.3248456959
zurich;zh;switzerland;universitatsspitalzurich;358;2021-03-01;switzerland;1738.6108428883
washington;wa;unitedstates;universityofwashingtonschoolofmedicine;357;2021-01-01;;
connecticut;ct;unitedstates;yaleuniversity;338;2021-08-24;unitedstates;12704.5232646375
pennsylvania;pa;unitedstates;duquesneuniversity;334;2021-12-01;unitedstates;119356.6385566692
california;ca;unitedstates;scrippsinstitutionofoceanography;328;2021-12-01;unitedstates;409736.0520512069
southaustralia;sa;australia;universityofsouthaustralia;318;2021-12-01;australia;983875.0812460284
ontario;on;canada;queen'suniversity,schoolofmedicine;316;2021-01-01;canada;1077587.553876187
uttarpradesh;up;india;aligarhmuslimuniversity;295;2021-12-01;india;240261.4837625755
newsouthwales;nsw;australia;newcastlebusinessschool;295;2021-10-15;australia;801934.7316220269
westbengal;wb;india;indianinstituteoftechnologykharagpur;289;2021-12-15;india;86363.0481262015
georgia;ga;unitedstates;nationalcenterforinjurypreventionandcontrol;284;2021-01-01;unitedstates;152164.1143214319
massachusetts;ma;unitedstates;harvardt.h.chanschoolofpublichealth;279;2021-01-01;unitedstates;21161.5293886358
utah;ut;unitedstates;theuniversityofutah;273;2021-03-01;unitedstates;219762.2858414896
virginia;va;unitedstates;georgemasonuniversity;268;2021-05-01;unitedstates;103724.922258893
oxfordshire;oxfordshire;unitedkingdom;universityofoxford,blavatnikschoolofgovernment;2551;2021-04-01;;2617.0936147012
;wales;unitedkingdom;schoolofmanagement;1865;2021-04-01;;
hubei;hubei;china;tongjimedicalcollegeofhuazhonguniversityofscienceandtechnology;997;2021-06-01;;185599.3219275883
gelderland;gelderland;netherlands;"wageningenuniversity&amp;research";987;2021-07-01;;5133.7128302247
oxfordshire;oxfordshire;unitedkingdom;universityofoxfordmedicalsciencesdivision;920;2021-02-01;;2617.0936147012
nottinghamshire;nottinghamshire;unitedkingdom;nottinghamtrentuniversity;895;2021-10-01;;2080.995712593
cadiz;cadiz;spain;universidaddecadiz;647;2021-01-01;;7428.5232725645
;istria;croatia;jurajdobrilauniversityofpula;561;2021-02-01;;
shandong;shandong;china;chinauniversityofpetroleum(eastchina);476;2021-01-10;;155914.8264022369
oslo;oslo;norway;independentresearcher;463;2021-05-07;;783.01837594
westerncape;westerncape;southafrica;universityofcapetown;460;2021-01-28;;129675.3547671455
;westmidlands;unitedkingdom;astonuniversity;454;2021-03-20;;
hovedstaden;hovedstaden;denmark;detsundhedsvidenskabeligefakultet;435;2021-04-17;;2529.7530685779
;biscay;spain;aztifundazioa;424;2021-02-20;;
kerman;kerman;iran;vali-e-asruniversityofrafsanjan;414;2021-01-10;;183150.9739960204
jiangsu;jiangsu;china;jiangsuuniversity;413;2021-06-01;;100090.7772935139
