state_name;affiliation_state;affiliation_country;affiliation_name;citied_by;cover_date;country_name;area_km2
andhrapradesh;ap;india;vignansfoundationforsciencetechnologyandresearchuniversity;3;2020-12-30;india;160581.4926456832
puebla;pue;mexico;institutonacionaldeastrofisicaopticayelectronica;12;2020-12-30;mexico;34590.8106903809
uttarpradesh;up;india;srminstituteofscienceandtechnology,ncrcampus;0;2020-12-26;india;240261.4837625755
riodejaneiro;rj;brazil;universidadefederaldoriodejaneiro;9;2020-12-20;brazil;43977.8125496113
rajasthan;rj;india;birlainstituteoftechnologyandscience,pilani;12;2020-12-18;india;343081.5107532024
delhi;dl;india;gurugobindsinghindraprasthauniversity;7;2020-12-18;india;1482.3887299728
uttarpradesh;up;india;"galgotiascollegeofengineering&amp;technology";2;2020-12-18;india;240261.4837625755
delhi;dl;india;gurugobindsinghindraprasthauniversity;40;2020-12-18;india;1482.3887299728
uttarpradesh;up;india;jaypeeinstituteofinformationtechnology;29;2020-12-18;india;240261.4837625755
maharashtra;mh;india;dwarkadasjivanlalsanghvicollegeofengineering;11;2020-12-16;india;306563.1909541172
maharashtra;mh;india;dattameghecollegeofengineering;7;2020-12-16;india;306563.1909541172
odisha;or;india;indiragandhiinstituteoftechnology,sarang;2;2020-12-16;india;155187.885956204
gujarat;gj;india;marwadiuniversity;9;2020-12-16;india;184427.9817839093
westbengal;wb;india;indianinstituteoftechnologykharagpur;0;2020-12-16;india;86363.0481262015
indiana;in;unitedstates;indianauniversity-purdueuniversityindianapolis;11;2020-12-16;unitedstates;94332.3449078269
texas;tx;unitedstates;melaxtechnologies,inc.;4;2020-12-16;unitedstates;685338.8687343894
ohio;oh;unitedstates;collegeofengineering;2;2020-12-16;unitedstates;116043.6526534473
newjersey;nj;unitedstates;newjerseyinstituteoftechnology;1;2020-12-16;unitedstates;19667.4032436701
maharashtra;mh;india;thadomalshahaniengineeringcollege;25;2020-12-11;india;306563.1909541172
newjersey;nj;unitedstates;montclairstateuniversity;1;2020-12-10;unitedstates;19667.4032436701
lesserpolandvoivodeship;ma;poland;universityofwarsaw,instituteofinformatics;11;2020-12-10;;
newyork;ny;unitedstates;nyutandonschoolofengineering;3;2020-12-10;unitedstates;136932.6539458316
kentucky;ky;unitedstates;universityofkentucky;7;2020-12-10;unitedstates;104577.7678429517
washington;wa;unitedstates;nextitcorporation;4;2020-12-10;;
missouri;mo;unitedstates;universityofmissouri-kansascity;4;2020-12-10;unitedstates;180475.9762211875
texas;tx;unitedstates;edwarde.whitacrejr.collegeofengineering;0;2020-12-10;unitedstates;685338.8687343894
georgia;ga;unitedstates;georgiastateuniversity;2;2020-12-10;unitedstates;152164.1143214319
;ile-de-france;france;universitysorbonneparisnord;1;2020-12-31;;
guangdong;guangdong;china;guangdonguniversityoftechnology;1;2020-12-30;;175489.8177846857
tehran;tehran;iran;amirkabiruniversityoftechnology;10;2020-12-30;;14417.313695594
;cairo;egypt;collegeofcomputingandinformationtechnology;30;2020-12-29;;
;cairo;egypt;collegeofcomputingandinformationtechnology;5;2020-12-29;;
beijing;beijing;china;ltd.;4;2020-12-24;;16251.9254289633
yunnan;yunnan;china;kunminguniversityofscienceandtechnology;2;2020-12-24;;385394.9249282127
jiangsu;jiangsu;china;nanjinguniversityofaeronauticsandastronautics;9;2020-12-24;;100090.7772935139
dhaka;dhaka;bangladesh;bangladeshuniversityofbusinessandtechnology;1;2020-12-22;;30548.5646266249
guangdong;guangdong;china;shenzhenuniversity;19;2020-12-21;;175489.8177846857
beijing;beijing;china;instituteofprocessengineeringchineseacademyofsciences;20;2020-12-20;;16251.9254289633
khulna;khulna;bangladesh;khulnauniversity;6;2020-12-19;;21822.3916259036
noord-holland;noord-holland;netherlands;universiteitvanamsterdam;3;2020-12-18;;3485.8391249585
hubei;hubei;china;wuhanuniversityoftechnology;2;2020-12-18;;185599.3219275883
beijing;beijing;china;beijinguniversityofpostsandtelecommunications;0;2020-12-18;;16251.9254289633
sichuan;sichuan;china;universityofelectronicscienceandtechnologyofchina;153;2020-12-18;;484815.9727816655
cambridgeshire;cambridgeshire;unitedkingdom;astrazeneca;1;2020-12-16;;3060.4644265699
liaoning;liaoning;china;dalianuniversityoftechnology;5;2020-12-16;;146513.7227709306
liaoning;liaoning;china;dalianuniversityoftechnology;12;2020-12-16;;146513.7227709306
heilongjiang;heilongjiang;china;harbininstituteoftechnology;5;2020-12-16;;452255.9859723494
;algiers;algeria;centrederecherchesurl'informationscientifiqueettechnique;3;2020-12-15;;
naama;naama;algeria;centreuniversitairesalhiahmed-naama;2;2020-12-15;;30774.1978401745
tehran;tehran;iran;sharifuniversityoftechnology;1;2020-12-15;;14417.313695594
;giza;egypt;nationalresearchcentre;6;2020-12-15;;
tunis;tunis;tunisia;universityofcarthage,ecolepolytechniquedetunisie;0;2020-12-15;;279.2612012766
makkah;makkah;saudiarabia;kingabdullahuniversityofscienceandtechnology;10;2020-12-15;;138262.262621067
jiangsu;jiangsu;china;"nanjinguniversityofinformationscience&amp;technology";12;2020-12-15;;100090.7772935139
;rabat-sale-kenitra;morocco;facultyofscience,ibntofailuniversity;1;2020-12-14;;
bayern;bayern;germany;universitatpassau;10;2020-12-14;;70023.8710338274
baden-wurttemberg;baden-wurttemberg;germany;universitatfreiburg;6;2020-12-14;;36123.5600929418
shizuoka;shizuoka;japan;shizuokauniversity;1;2020-12-14;;7668.5642278784
guangxi;guangxi;china;guangxinormaluniversity;1;2020-12-11;;237306.6972864439
jilin;jilin;china;jilinuniversity;1;2020-12-11;;191022.3391030987
bucharest;bucharest;romania;universitateadinbucuresti;14;2020-12-11;;284.4997537065
hubei;hubei;china;wuhandonghuuniversity;0;2020-12-11;;185599.3219275883
ankara;ankara;turkey;middleeasttechnicaluniversity(metu);2;2020-12-10;;25685.6717312788
yunlin;yunlin;taiwan;nationalyunlinuniversityofscienceandtechnology;1;2020-12-10;;1272.8960128516
;na;indonesia;facultyofinformationtechnology;3;2020-12-30;;
shanghai;na;china;macrowinginc.;21;2020-12-27;;6746.0374352377
;na;;systemspluscollegefoundation;1;2020-12-24;;22789.176045694
;na;;systemspluscollegefoundation;1;2020-12-24;;30.9980156679
;na;;systemspluscollegefoundation;1;2020-12-24;;7.6593176403
;na;;systemspluscollegefoundation;1;2020-12-24;;0.6005401661
;na;;systemspluscollegefoundation;1;2020-12-24;;3.022459955
;na;;systemspluscollegefoundation;1;2020-12-24;;133.2970135584
;na;;systemspluscollegefoundation;1;2020-12-24;;37.8687418131
seoul;na;southkorea;koreauniversity;8;2020-12-23;;577.7896951119
;na;na;na;0;2020-12-22;;
dhaka;na;bangladesh;unitedinternationaluniversity;4;2020-12-21;;30548.5646266249
;na;russianfederation;russianuniversityoftransport;3;2020-12-21;;
benghazi;na;libya;universityofbenghazi;26;2020-12-20;;9827.4101220794
dhaka;na;bangladesh;daffodilinternationaluniversity;29;2020-12-19;;30548.5646266249
dhaka;na;bangladesh;cognitiveinsightlimited;14;2020-12-19;;30548.5646266249
rajshahi;na;bangladesh;universityofrajshahi;24;2020-12-19;;18843.9329864582
chittagong;na;bangladesh;universityofchittagong;4;2020-12-19;;29223.1452326525
dhaka;na;bangladesh;unitedinternationaluniversity;30;2020-12-19;;30548.5646266249
dhaka;na;bangladesh;daffodilinternationaluniversity;6;2020-12-19;;30548.5646266249
dhaka;na;bangladesh;universityofskillenrichmentandtechnology;11;2020-12-19;;30548.5646266249
tokyo;na;japan;crowdrealty;31;2020-12-19;;2183.2571056884
kabul;na;afghanistan;kabuluniversity;2;2020-12-18;;4419.5708597058
;na;bangladesh;comillauniversity;1;2020-12-17;;
dhaka;na;bangladesh;daffodilinternationaluniversity;7;2020-12-17;;30548.5646266249
beijing;na;china;beijinguniversityofchemicaltechnology;0;2020-12-16;;16251.9254289633
beijing;na;china;chineseacademyofagriculturalsciences;39;2020-12-15;;16251.9254289633
;na;unitedkingdom;imperialcollegelondon;4;2020-12-14;;
;na;singapore;nanyangtechnologicaluniversity;4;2020-12-13;;
;na;taiwan;chia-nanuniversityofpharmacyandsciencetaiwan;0;2020-12-12;;
;na;na;na;1;2020-12-11;;
beijing;na;china;beijinguniversityoftechnology;4;2020-12-11;;16251.9254289633
istanbul;na;turkey;yildizteknikuniversitesi;38;2020-12-10;;4807.2010887487
;na;france;chuamienspicardie;37;2020-12-10;;
washington,d.c.;na;unitedstates;thegeorgewashingtonuniversityschoolofmedicineandhealthsciences;1;2020-12-10;;174111.6091089331
berlin;na;germany;technischeuniversitatberlin;4;2020-12-10;;889.247879319
istanbul;na;turkiye;istanbulbilgiuniversitesi;2;2020-12-10;;4807.2010887487
skopje;na;northmacedonia;ss.cyrilandmethodiusuniversityinskopje;3;2020-12-10;;197.28756171
victoria;vic;australia;latrobeuniversity;59;2020-12-27;;227944.597594159
victoria;vic;australia;latrobeuniversity;59;2020-12-27;;227944.597594159
maryland;md;unitedstates;nationalcenterforbiotechnologyinformation(ncbi);37;2020-12-15;;25461.8359249494
maryland;md;unitedstates;nationalcenterforbiotechnologyinformation(ncbi);37;2020-12-15;;25461.8359249494
cebu;na;philippines;universityofsancarlos;5;2020-12-25;;126.2054033019
cebu;na;philippines;universityofsancarlos;5;2020-12-25;;4445.6761353543
cebu;na;philippines;universityofsancarlos;5;2020-12-25;;126.2054033019
cebu;na;philippines;universityofsancarlos;5;2020-12-25;;4445.6761353543
cebu;na;philippines;universityofsanjose-recoletos;4;2020-12-18;;126.2054033019
cebu;na;philippines;universityofsanjose-recoletos;4;2020-12-18;;4445.6761353543
cebu;na;philippines;universityofsanjose-recoletos;4;2020-12-18;;126.2054033019
cebu;na;philippines;universityofsanjose-recoletos;4;2020-12-18;;4445.6761353543
