state_name;affiliation_state;affiliation_country;affiliation_name;citied_by;cover_date;country_name;area_km2
ontario;on;canada;mcmasteruniversity;1483;2020-07-01;canada;1077587.553876187
westbengal;wb;india;"instituteofpostgraduatemedicaleducation&amp;research";1302;2020-09-01;india;86363.0481262015
illinois;il;unitedstates;universityofillinoisurbana-champaign;851;2020-07-28;unitedstates;150153.0283211724
zurich;zh;switzerland;universitatzurich;631;2020-11-01;switzerland;1738.6108428883
regionmetropolitanadesantiago;rm;chile;universidaddechile;561;2020-01-01;chile;16080.9937882115
queensland;qld;australia;jamescookuniversity;437;2020-05-29;australia;1730135.5915559076
britishcolumbia;bc;canada;vancouverislanduniversity;391;2020-05-26;canada;945598.3248456959
texas;tx;unitedstates;theuniversityoftexasatsanantonio;349;2020-12-01;unitedstates;685338.8687343894
karnataka;ka;india;manipalcollegeofhealthprofessions;287;2020-08-01;india;191841.355605401
alaska;ak;unitedstates;universityofalaskafairbanks;238;2020-06-01;unitedstates;1505326.5817075362
australiancapitalterritory;act;australia;schoolofmedicineandpsychology;225;2020-10-06;australia;2349.2816671833
texas;tx;unitedstates;theuniversityoftexasataustin;220;2020-07-03;unitedstates;685338.8687343894
massachusetts;ma;unitedstates;harvardforest;219;2020-11-10;unitedstates;21161.5293886358
vermont;vt;unitedstates;theuniversityofvermont;213;2020-12-01;unitedstates;24636.6067243207
manawatu-wanganuiregion;mwt;newzealand;masseybusinessschool;189;2020-09-01;;
illinois;il;unitedstates;children'smemorialhospital;174;2020-01-01;unitedstates;150153.0283211724
lublinvoivodeship;lu;poland;polishairforceuniversity;173;2020-05-01;;
quebec;qc;canada;universitelaval;167;2020-10-01;canada;1505505.2764716432
quebec;qc;canada;johnmolsonschoolofbusiness;165;2020-09-01;canada;1505505.2764716432
pennsylvania;pa;unitedstates;pennsylvaniastateuniversity;151;2020-07-01;unitedstates;119356.6385566692
connecticut;ct;unitedstates;yaleuniversity;147;2020-01-01;unitedstates;12704.5232646375
connecticut;ct;unitedstates;yale-newhavenhospital;146;2020-09-01;unitedstates;12704.5232646375
gujarat;gj;india;nationalinstituteofoccupationalhealthindia;144;2020-12-01;india;184427.9817839093
lesserpolandvoivodeship;ma;poland;polishacademyofsciences;136;2020-12-04;;
minnesota;mn;unitedstates;universityofminnesotatwincities;133;2020-12-01;unitedstates;224780.1530011972
puducherry;py;india;pondicherryuniversity;132;2020-02-01;india;526.3087684748
pennsylvania;pa;unitedstates;drexeluniversity;126;2020-09-01;unitedstates;119356.6385566692
basel-stadt;bs;switzerland;bankforinternationalsettlements;124;2020-10-01;switzerland;39.939663917
westbengal;wb;india;vinodguptaschoolofmanagement;123;2020-09-01;india;86363.0481262015
louisiana;la;unitedstates;universityofneworleans;119;2020-01-01;unitedstates;119547.6575548466
rajasthan;rj;india;malaviyanationalinstituteoftechnologyjaipur;113;2020-12-01;india;343081.5107532024
ontario;on;canada;universityoftoronto;112;2020-12-01;canada;1077587.553876187
pennsylvania;pa;unitedstates;universityofpennsylvania;110;2020-04-01;unitedstates;119356.6385566692
oxfordshire;oxfordshire;unitedkingdom;oxfordsocialsciencesdivision;928;2020-03-16;;2617.0936147012
arriyad;arriyad;saudiarabia;princesultanuniversity;436;2020-09-01;;377087.1139892674
sichuan;sichuan;china;leshanteacherscollege;423;2020-12-01;;484815.9727816655
sachsen;sachsen;germany;technischeuniversitatdresden;361;2020-05-01;;18166.8780464507
syddanmark;syddanmark;denmark;syddanskuniversitet;313;2020-07-01;;11879.2166332436
;ch;italy;universityofg.d'annunziochietiandpescara;281;2020-01-01;;
;normandie;france;emnormandie;279;2020-09-01;;
norfolk;norfolk;unitedkingdom;universityofeastanglia;272;2020-07-01;;5413.7977724058
sichuan;sichuan;china;southwesternuniversityoffinanceandeconomics;247;2020-03-01;;484815.9727816655
;ile-de-france;france;centred'etudesetderecherchesdesciencesadministrativesetpolitiques(cersa);244;2020-08-01;;
jiangsu;jiangsu;china;"schoolofeconomics&amp;management";222;2020-10-01;;100090.7772935139
jiangsu;jiangsu;china;jiangsuuniversity;213;2020-08-01;;100090.7772935139
;leinster;ireland;dcubusinessschool;209;2020-10-01;;
;munster;ireland;technologicaluniversityoftheshannon:midlandsmidwest(tus);207;2020-12-15;;
;leinster;ireland;dcubusinessschool;193;2020-09-01;;
fife;fife;unitedkingdom;schoolofmanagement;190;2020-11-01;;1323.2915913366
hebei;hebei;china;northchinaelectricpoweruniversity(baoding);189;2020-10-01;;188968.3850206354
;southerndistrict;israel;ben-gurionuniversityofthenegev;173;2020-10-01;;
;tromsogfinnmark;norway;uitnorgesarktiskeuniversitet;171;2020-09-01;;
;ile-de-france;france;l'organisationdecooperationetdedeveloppementeconomiques;164;2020-06-01;;
atlantico;atlantico;colombia;universidaddelnorte;143;2020-01-01;;3342.727349014
schleswig-holstein;schleswig-holstein;germany;christian-albrechts-universitatzukiel;143;2020-07-01;;15436.007118082
;leinster;ireland;universitycollegedublin;136;2020-04-20;;
jiangsu;jiangsu;china;nanjingaudituniversity;133;2020-12-01;;100090.7772935139
;gyeonggi-do;southkorea;gachonuniversity;132;2020-11-01;;
;tyneandwear;unitedkingdom;newcastleuniversity;132;2020-05-01;;
madrid;madrid;spain;universidadautonomademadrid;130;2020-10-02;;8000.7993162946
;countydurham;unitedkingdom;durhamuniversity;130;2020-08-01;;
;vlaams-brabant;belgium;kuleuven;128;2020-06-01;;
shandong;shandong;china;chinauniversityofpetroleum(eastchina);125;2020-12-01;;155914.8264022369
;northernireland;unitedkingdom;queen'smanagementschool;125;2020-10-01;;
hebei;hebei;china;northchinaelectricpoweruniversity(baoding);119;2020-05-01;;188968.3850206354
;pa;italy;universitadeglistudidipalermo;118;2020-10-02;;
sharjah;sharjah;unitedarabemirates;skylineuniversitycollege;118;2020-03-01;;2583.6573637813
madrid;madrid;spain;universidadeuropeademadrid;116;2020-12-16;;8000.7993162946
;chungcheongbuk-do;southkorea;chungbuknationaluniversity;116;2020-01-01;;
kent;kent;unitedkingdom;kentbusinessschool;115;2020-11-01;;3549.8239821417
hunan;hunan;china;centralsouthuniversity;115;2020-02-01;;211351.4896151163
valladolid;valladolid;spain;universidaddevalladolid;115;2020-11-01;;8130.9726915139
;hongkong;hongkong;thehongkongpolytechnicuniversity;115;2020-03-18;;
;middlesex;unitedkingdom;bruneluniversitylondon;114;2020-01-01;;
;southyorkshire;unitedkingdom;theuniversityofsheffield;114;2020-01-02;;
shandong;shandong;china;chinauniversityofpetroleum(eastchina);111;2020-04-01;;155914.8264022369
guangdong;guangdong;china;guangzhouuniversity;111;2020-07-01;;175489.8177846857
;northernireland;unitedkingdom;queen'suniversitybelfast;110;2020-06-02;;
ljubljana;na;slovenia;univerzavljubljani;1214;2020-10-02;;276.4264340186
;na;unitedstates;vamedicalcenter;714;2020-01-01;;22789.176045694
;na;unitedstates;vamedicalcenter;714;2020-01-01;;30.9980156679
;na;unitedstates;vamedicalcenter;714;2020-01-01;;7.6593176403
;na;unitedstates;vamedicalcenter;714;2020-01-01;;0.6005401661
;na;unitedstates;vamedicalcenter;714;2020-01-01;;3.022459955
;na;unitedstates;vamedicalcenter;714;2020-01-01;;133.2970135584
;na;unitedstates;vamedicalcenter;714;2020-01-01;;37.8687418131
budapest;na;hungary;eotvoslorandtudomanyegyetem;534;2020-07-01;;538.424855857
beijing;na;china;institutesofscienceanddevelopment;483;2020-10-01;;16251.9254289633
;na;sweden;midswedenuniversity,ostersund;446;2020-05-26;;
;na;india;electricalandautomotivepartsmanufacturingunit;232;2020-12-01;;
dhaka;na;bangladesh;jahangirnagaruniversity;207;2020-07-01;;30548.5646266249
;na;unitedarabemirates;zayeduniversity;194;2020-12-01;;
dhaka;na;bangladesh;bangladeshruraladvancementcommittee;190;2020-06-26;;30548.5646266249
;na;unitedkingdom;universityofroehampton;184;2020-01-15;;
;na;;federalreserveboard;181;2020-11-01;;22789.176045694
;na;;federalreserveboard;181;2020-11-01;;30.9980156679
;na;;federalreserveboard;181;2020-11-01;;7.6593176403
;na;;federalreserveboard;181;2020-11-01;;0.6005401661
;na;;federalreserveboard;181;2020-11-01;;3.022459955
;na;;federalreserveboard;181;2020-11-01;;133.2970135584
;na;;federalreserveboard;181;2020-11-01;;37.8687418131
;na;pakistan;comsatsuniversityislamabad;166;2020-12-01;;
;na;unitedarabemirates;zayeduniversity;158;2020-12-01;;
;na;hongkong;chineseuniversityofhongkong;153;2020-05-01;;
seoul;na;southkorea;hankukuniversityofforeignstudies;141;2020-08-01;;577.7896951119
washington,d.c.;na;unitedstates;theworldbank,usa;138;2020-02-01;;174111.6091089331
amman;na;jordan;schoolofbusinessuniversityofjordan;132;2020-12-01;;7871.3516534212
;na;serbia;facultyofmedicalsciences,universityofkragujevac;129;2020-07-16;;
;na;taiwan;nationalchunghsinguniversity;123;2020-12-01;;
beijing;na;china;beijinguniversityofchemicaltechnology;120;2020-03-01;;16251.9254289633
;na;russianfederation;graduateschoolofmanagement,st.petersburgstateuniversity;116;2020-03-01;;
victoria;vic;australia;latrobebusinessschool;211;2020-09-01;;227944.597594159
victoria;vic;australia;latrobebusinessschool;211;2020-09-01;;227944.597594159
