state_name;affiliation_state;affiliation_country;affiliation_name;citied_by;cover_date;country_name;area_km2
newyork;ny;unitedstates;memorialsloan-ketteringcancercenter;987;2020-04-01;unitedstates;136932.6539458316
zurich;zh;switzerland;ethzurich;792;2020-12-01;switzerland;1738.6108428883
oregon;or;unitedstates;"oregonhealth&amp;scienceuniversity";661;2020-01-01;unitedstates;251886.9829907966
newjersey;nj;unitedstates;instituteforhealth,healthcarepolicyandagingresearch;473;2020-01-01;unitedstates;19667.4032436701
ohio;oh;unitedstates;collegeofmedicineandlifesciences;390;2020-04-01;unitedstates;116043.6526534473
ohio;oh;unitedstates;clevelandclinicfoundation;384;2020-12-01;unitedstates;116043.6526534473
ohio;oh;unitedstates;clevelandclinicfoundation;384;2020-02-01;unitedstates;116043.6526534473
newyork;ny;unitedstates;rensselaerpolytechnicinstitute;358;2020-12-01;unitedstates;136932.6539458316
oregon;or;unitedstates;departmentofbiomedicalengineering;347;2020-04-02;unitedstates;251886.9829907966
california;ca;unitedstates;stanfordengineering;309;2020-12-01;unitedstates;409736.0520512069
massachusetts;ma;unitedstates;harvardmedicalschool;299;2020-02-01;unitedstates;21161.5293886358
california;ca;unitedstates;chapmanuniversity;288;2020-12-01;unitedstates;409736.0520512069
newjersey;nj;unitedstates;rutgersuniversity-camden;277;2020-01-06;unitedstates;19667.4032436701
newyork;ny;unitedstates;newyorkuniversity;273;2020-01-01;unitedstates;136932.6539458316
california;ca;unitedstates;departmentofmedicine;250;2020-11-09;unitedstates;409736.0520512069
california;ca;unitedstates;lawrencelivermorenationallaboratory;214;2020-05-07;unitedstates;409736.0520512069
newyork;ny;unitedstates;dreem;201;2020-11-01;unitedstates;136932.6539458316
minnesota;mn;unitedstates;mayoclinic;185;2020-09-01;unitedstates;224780.1530011972
britishcolumbia;bc;canada;simonfraseruniversity;179;2020-06-12;canada;945598.3248456959
northcarolina;nc;unitedstates;dukeuniversityschoolofmedicine;172;2020-11-01;unitedstates;127661.4141922641
newsouthwales;nsw;australia;universityofwollongong;171;2020-02-01;australia;801934.7316220269
quebec;qc;canada;institut-hopitalneurologiquedemontreal;168;2020-01-01;canada;1505505.2764716432
california;ca;unitedstates;universityofcalifornia,sanfrancisco;162;2020-06-01;unitedstates;409736.0520512069
massachusetts;ma;unitedstates;harvardlawschool;159;2020-12-01;unitedstates;21161.5293886358
newyork;ny;unitedstates;weillcornellmedicine;157;2020-12-01;unitedstates;136932.6539458316
california;ca;unitedstates;uclasamuelischoolofengineering;157;2020-08-01;unitedstates;409736.0520512069
minnesota;mn;unitedstates;mayoclinic;156;2020-05-01;unitedstates;224780.1530011972
minnesota;mn;unitedstates;mayoclinic;154;2020-03-01;unitedstates;224780.1530011972
tennessee;tn;unitedstates;vanderbiltuniversitymedicalcenter;148;2020-03-01;unitedstates;109298.3231164403
southaustralia;sa;australia;theuniversityofadelaide;145;2020-09-01;australia;983875.0812460284
illinois;il;unitedstates;theuniversityofchicago;145;2020-05-01;unitedstates;150153.0283211724
ohio;oh;unitedstates;theohiostateuniversity;141;2020-12-01;unitedstates;116043.6526534473
tamilnadu;tn;india;sastradeemeduniversity;141;2020-02-01;india;130683.6903163263
mississippi;ms;unitedstates;collegeofscience,engineeringandtechnology;139;2020-12-01;unitedstates;123806.4876984373
