state_name;affiliation_state;affiliation_country;affiliation_name;citied_by;cover_date;country_name;area_km2
pennsylvania;pa;unitedstates;"collegeofcomputing&amp;informatics";173;2024-06-01;unitedstates;119356.6385566692
maharashtra;mh;india;shriramdeobabacollegeofengineeringandmanagement,nagpur;125;2024-01-01;india;306563.1909541172
california;ca;unitedstates;aiisoyufenglifamilydepartmentofchemicalandnanoengineering;108;2024-03-01;unitedstates;409736.0520512069
rajasthan;rj;india;manipaluniversityjaipur;62;2024-03-15;india;343081.5107532024
texas;tx;unitedstates;universityofnorthtexas;55;2024-01-01;unitedstates;685338.8687343894
andhrapradesh;ap;india;vit-apuniversity;55;2024-02-01;india;160581.4926456832
aucklandregion;auk;newzealand;anatomicalpathology;54;2024-12-01;;
tamilnadu;tn;india;saveethaschoolofengineering;49;2024-01-01;india;130683.6903163263
queensland;qld;australia;theuniversityofqueensland;48;2024-02-01;australia;1730135.5915559076
rajasthan;rj;india;centraluniversityofrajasthan;46;2024-02-01;india;343081.5107532024
indiana;in;unitedstates;purdueuniversity;45;2024-01-01;unitedstates;94332.3449078269
tamilnadu;tn;india;velloreinstituteoftechnology;44;2024-06-01;india;130683.6903163263
westbengal;wb;india;adamasuniversity;43;2024-01-01;india;86363.0481262015
california;ca;unitedstates;sriinternational;41;2024-04-01;unitedstates;409736.0520512069
ontario;on;canada;universityofguelph;41;2024-03-01;canada;1077587.553876187
tripura;tr;india;nationalinstituteoftechnology,agartala;41;2024-02-01;india;10745.4290357901
tamilnadu;tn;india;chennaiinstituteoftechnology;41;2024-12-01;india;130683.6903163263
massachusetts;ma;unitedstates;universityofmassachusettsboston;41;2024-01-30;unitedstates;21161.5293886358
louisiana;la;unitedstates;"schoolofcomputing&amp;informatics";40;2024-02-01;unitedstates;119547.6575548466
queensland;qld;australia;theuniversityofqueensland;39;2024-02-01;australia;1730135.5915559076
tamilnadu;tn;india;karunyainstituteoftechnologyandsciences;38;2024-03-01;india;130683.6903163263
riograndedonorte;rn;brazil;institutofederaldeeducacao,cienciaetecnologiadoriograndedonorte(ifrn);38;2024-03-01;brazil;52811.8654827219
sichuan;sichuan;china;universityofelectronicscienceandtechnologyofchina;111;2024-03-01;;484815.9727816655
hunan;hunan;china;hunanuniversity;109;2024-01-01;;211351.4896151163
shanghai;shanghai;china;shanghaiuniversityofengineeringscience;102;2024-03-15;;6746.0374352377
jiangxi;jiangxi;china;nanchanguniversity;76;2024-01-01;;167798.2020149683
yunnan;yunnan;china;yunnannormaluniversity;73;2024-01-14;;385394.9249282127
hovedstaden;hovedstaden;denmark;technicaluniversityofdenmark;73;2024-04-01;;2529.7530685779
liaoning;liaoning;china;collegeofmedicineandbiologicalinformationengineering,northeasternuniversity;70;2024-02-01;;146513.7227709306
;vilnius;lithuania;mykolasromerisuniversity;67;2024-01-01;;
anhui;anhui;china;universityofscienceandtechnologyofchina;65;2024-01-01;;140193.6675195935
;eastazarbaijanprovince;iran;islamicazaduniversity,tabrizbranch;65;2024-03-01;;
irbid;irbid;jordan;jadarauniversity;64;2024-01-09;;1798.7021123336
shaanxi;shaanxi;china;chang'anuniversity;60;2024-02-01;;205731.1595793134
liaoning;liaoning;china;bohaiuniversity;57;2024-04-01;;146513.7227709306
;ile-de-france;france;laboratoired'informatiqueparallelismereseauxalgorithmesdistribues;56;2024-01-05;;
heilongjiang;heilongjiang;china;harbininstituteoftechnology;55;2024-04-01;;452255.9859723494
;basra;iraq;universityofbasrah;55;2024-01-01;;
dhaka;dhaka;bangladesh;jagannathuniversity,bangladesh;54;2024-12-01;;30548.5646266249
xinjiang;xinjiang;china;shiheziuniversity;53;2024-02-01;;1630221.7282375696
jiangsu;jiangsu;china;schoolofcommunicationsandinformationengineering;53;2024-01-01;;100090.7772935139
shaanxi;shaanxi;china;northwesternpolytechnicaluniversity;52;2024-02-01;;205731.1595793134
selangor;selangor;malaysia;multimediauniversity;52;2024-01-01;;7729.6797853954
;islamabad;pakistan;"capitaluniversityofscience&amp;technology";51;2024-03-15;;
zhejiang;zhejiang;china;zhejiangshurenuniversity;50;2024-01-10;;101337.2056883386
