state_name;affiliation_state;affiliation_country;affiliation_name;citied_by;cover_date;country_name;area_km2
bihar;br;india;magadhuniversity;98;2023-03-01;india;94689.3660305596
ontario;on;canada;universityofwaterloo;87;2023-01-01;canada;1077587.553876187
goa;ga;india;goauniversity;82;2023-06-01;india;3420.6464704609
newyork;ny;unitedstates;leonardn.sternschoolofbusiness;65;2023-01-01;unitedstates;136932.6539458316
manawatu-wanganuiregion;mwt;newzealand;masseybusinessschool;64;2023-08-01;;
california;ca;unitedstates;pepperdineuniversity;61;2023-01-02;unitedstates;409736.0520512069
northcarolina;nc;unitedstates;dukeuniversityschoolofmedicine;56;2023-12-01;unitedstates;127661.4141922641
bihar;br;india;indianinstituteofmanagementbodhgaya;52;2023-02-01;india;94689.3660305596
maharashtra;mh;india;shaileshj.mehtaschoolofmanagement;50;2023-03-01;india;306563.1909541172
maine;me;unitedstates;universityofmaine;43;2023-01-01;unitedstates;84257.6906254857
california;ca;unitedstates;saintmary'scollegeofcalifornia;39;2023-11-10;unitedstates;409736.0520512069
districtofcolumbia;dc;unitedstates;internationalmonetaryfund;37;2023-03-01;unitedstates;162.2352916304
lesserpolandvoivodeship;ma;poland;szkolaglownagospodarstwawiejskiegowwarszawie;35;2023-02-01;;
northdakota;nd;unitedstates;ndsucollegeofengineering;35;2023-02-01;unitedstates;182746.0372963744
delhi;dl;india;gurugobindsinghindraprasthauniversity;35;2023-01-01;india;1482.3887299728
basel-stadt;bs;switzerland;bankforinternationalsettlements;35;2023-02-01;switzerland;39.939663917
anhui;anhui;china;fuyangnormaluniversity;299;2023-03-01;;140193.6675195935
hubei;hubei;china;hubeiuniversityofautomotivetechnology;148;2023-01-01;;185599.3219275883
shandong;shandong;china;qingdaouniversity;118;2023-07-01;;155914.8264022369
lancashire;lancashire;unitedkingdom;lancasteruniversity;110;2023-05-01;;2814.0020146147
jiangxi;jiangxi;china;nanchanguniversity;90;2023-03-01;;167798.2020149683
oxfordshire;oxfordshire;unitedkingdom;universityofoxfordmedicalsciencesdivision;81;2023-12-01;;2617.0936147012
shandong;shandong;china;qingdaouniversity;78;2023-05-01;;155914.8264022369
;manouba;tunisia;ecolesuperieuredecommercedetunis;75;2023-04-01;;
dhaka;dhaka;bangladesh;bangladeshuniversityofengineeringandtechnology;59;2023-05-01;;30548.5646266249
;scotland;unitedkingdom;universityofglasgow;59;2023-04-01;;
faro;faro;portugal;universidadedoalgarve;58;2023-01-01;;4965.3897605904
hunan;hunan;china;hunanuniversity;56;2023-03-01;;211351.4896151163
abudhabi;abudhabi;unitedarabemirates;unitedarabemiratesuniversity;56;2023-01-01;;59354.3902809608
zhejiang;zhejiang;china;wenzhou-keanuniversity;54;2023-07-01;;101337.2056883386
sichuan;sichuan;china;sichuantourismuniversity;54;2023-03-01;;484815.9727816655
yunnan;yunnan;china;yunnanuniversityoffinanceandeconomics;54;2023-01-01;;385394.9249282127
zhejiang;zhejiang;china;wenzhou-keanuniversity;54;2023-02-01;;101337.2056883386
;cs;italy;universitadellacalabria;53;2023-11-01;;
liaoning;liaoning;china;dongbeiuniversityoffinanceandeconomics;53;2023-01-01;;146513.7227709306
;moscowoblast;russianfederation;moscowstateinstituteofinternationalrelations(mgimo);52;2023-07-05;;
dhaka;dhaka;bangladesh;bangladeshuniversityofengineeringandtechnology;51;2023-06-01;;30548.5646266249
abudhabi;abudhabi;unitedarabemirates;collegeofbusinessandeconomics;50;2023-11-01;;59354.3902809608
jiangxi;jiangxi;china;jiangxinormaluniversity;46;2023-11-01;;167798.2020149683
;sverdlovskaya;russianfederation;uralfederaluniversity;45;2023-05-01;;
jiangsu;jiangsu;china;jiangnanuniversity;44;2023-06-01;;100090.7772935139
nordrhein-westfalen;nordrhein-westfalen;germany;universitatsiegen;44;2023-01-01;;34537.8361635312
;eastkalimantan;indonesia;universitasmulawarman;43;2023-01-02;;
jiangsu;jiangsu;china;jiangsuuniversity;42;2023-06-01;;100090.7772935139
hubei;hubei;china;huazhonguniversityofscienceandtechnology;42;2023-01-01;;185599.3219275883
;beirutgovernorate;lebanon;lebaneseamericanuniversity;41;2023-09-01;;
castelobranco;castelobranco;portugal;universidadedabeirainterior;41;2023-05-01;;6400.1357697716
abudhabi;abudhabi;unitedarabemirates;collegeofbusinessandeconomics;40;2023-12-01;;59354.3902809608
skane;skane;sweden;miljo-ochenergisystem;40;2023-06-16;;11481.8216306491
uppsala;uppsala;sweden;uppsalauniversitet;40;2023-01-01;;7006.354987141
henan;henan;china;zhengzhoushengdauniversity;39;2023-03-01;;166146.9719278261
bayern;bayern;germany;katholischeuniversitateichstatt-ingolstadt;39;2023-01-01;;70023.8710338274
faro;faro;portugal;universidadedoalgarve;37;2023-08-01;;4965.3897605904
abudhabi;abudhabi;unitedarabemirates;unitedarabemiratesuniversity;37;2023-06-01;;59354.3902809608
hubei;hubei;china;huazhonguniversityofscienceandtechnology;36;2023-11-01;;185599.3219275883
guangdong;guangdong;china;guangdonguniversityoffinance;36;2023-04-01;;175489.8177846857
;normandie;france;emnormandie;36;2023-01-25;;
zhejiang;zhejiang;china;zhejiangnormaluniversity;36;2023-03-01;;101337.2056883386
;hongkong;hongkong;thehongkongpolytechnicuniversity;36;2023-01-01;;
malaga;malaga;spain;universidaddemalaga;35;2023-01-01;;7348.3180411538
abudhabi;abudhabi;unitedarabemirates;unitedarabemiratesuniversity;35;2023-08-01;;59354.3902809608
;wales;unitedkingdom;cardiffbusinessschool;35;2023-07-01;;
budapest;budapest;hungary;budapesticorvinusegyetem;34;2023-12-01;;538.424855857
;trondelag;norway;ntnubusinessschool;34;2023-06-01;;
almeria;almeria;spain;universidaddealmeria;34;2023-03-01;;8752.7836070976
;na;pakistan;universityofmanagementandtechnologylahore;88;2023-03-01;;
beijing;na;china;pekinguniversity;85;2023-03-01;;16251.9254289633
chongqing;na;china;chongqingbusinessvocationalcollege;83;2023-04-01;;82362.5464307894
beijing;na;china;capitaluniversityofeconomicsandbusiness;79;2023-02-01;;16251.9254289633
;na;poland;tfi;75;2023-03-01;;22789.176045694
;na;poland;tfi;75;2023-03-01;;30.9980156679
;na;poland;tfi;75;2023-03-01;;7.6593176403
;na;poland;tfi;75;2023-03-01;;0.6005401661
;na;poland;tfi;75;2023-03-01;;3.022459955
;na;poland;tfi;75;2023-03-01;;133.2970135584
;na;poland;tfi;75;2023-03-01;;37.8687418131
;na;na;na;74;2023-10-01;;
;na;qatar;ministryofeducationandhighereducation;73;2023-03-01;;
utrecht;na;netherlands;universiteitutrecht;68;2023-04-01;;1395.3875657593
seoul;na;southkorea;hanyanguniversity;55;2023-02-01;;577.7896951119
;na;germany;frankfurtschooloffinanceandmanagement;53;2023-12-01;;
abudhabi;na;unitedarabemirates;abudhabiuniversity;52;2023-07-01;;59354.3902809608
zarqa;na;jordan;hashemiteuniversity;52;2023-02-01;;4194.013130009
;na;unitedkingdom;thebartlettfacultyofthebuiltenvironment;52;2023-01-01;;
;na;singapore;insead,singapore;51;2023-06-01;;
;na;ethiopia;mekelleuniversity;49;2023-02-01;;
;na;nigeria;centralbankofnigeria;46;2023-08-01;;
nicosia;na;cyprus;uluslararasikibrisuniversitesi;45;2023-08-01;;1967.9460500994
tianjin;na;china;tianjinuniversity;44;2023-06-01;;11475.4487112348
;na;russianfederation;hseuniversity;43;2023-01-01;;
;na;india;ramjascollege;43;2023-01-11;;
;na;unitedarabemirates;zayeduniversity;42;2023-03-01;;
beijing;na;china;beijingjiaotonguniversity;42;2023-01-01;;16251.9254289633
addisababa;na;ethiopia;addisababauniversity;42;2023-01-01;;550.8952317178
;na;qatar;ministryofeducationandhighereducation;40;2023-09-01;;
nicosia;na;cyprus;uluslararasikibrisuniversitesi;40;2023-05-01;;1967.9460500994
prague;na;czechrepublic;charlesuniversity;39;2023-01-01;;516.7628980543
edinburgh;na;unitedkingdom;queenmargaretuniversity;38;2023-09-01;;291.3533835376
;na;bahrain;arabiangulfuniversity;38;2023-09-01;;
;na;singapore;nanyangtechnologicaluniversity;37;2023-05-04;;
;na;russianfederation;financialuniversityunderthegovernmentoftherussianfederation;34;2023-02-01;;
;na;pakistan;comsatsuniversityislamabad;34;2023-01-01;;
;na;unitedkingdom;kricetinsight;34;2023-01-02;;
victoria;vic;australia;collegeofbusinessandlaw;52;2023-11-01;;227944.597594159
victoria;vic;australia;collegeofbusinessandlaw;52;2023-11-01;;227944.597594159
victoria;vic;australia;latrobeuniversity;47;2023-10-01;;227944.597594159
