state_name;affiliation_state;affiliation_country;affiliation_name;citied_by;cover_date;country_name;area_km2
michigan;mi;unitedstates;universityofmichiganmedicalschool;14;2022-12-20;unitedstates;250043.5692191957
virginia;va;unitedstates;mitrecorporation;2;2022-12-13;unitedstates;103724.922258893
newjersey;nj;unitedstates;neclaboratoriesamerica,inc.;1;2022-12-12;unitedstates;19667.4032436701
texas;tx;unitedstates;collegeofengineering;7;2022-12-09;unitedstates;685338.8687343894
georgia;ga;unitedstates;georgiainstituteoftechnology;1;2022-12-01;unitedstates;152164.1143214319
newyork;ny;unitedstates;ieee;4;2022-12-01;unitedstates;136932.6539458316
illinois;il;unitedstates;universityofillinoisurbana-champaign;0;2022-12-01;unitedstates;150153.0283211724
australiancapitalterritory;act;australia;theaustraliannationaluniversity;3;2022-12-01;australia;2349.2816671833
australiancapitalterritory;act;australia;independentscholar;0;2022-12-01;australia;2349.2816671833
regionmetropolitanadesantiago;rm;chile;pontificiauniversidadcatolicadechile;3;2022-12-01;chile;16080.9937882115
ontario;on;canada;universityoftoronto;45;2022-12-01;canada;1077587.553876187
georgia;ga;unitedstates;nationalcenterforinjurypreventionandcontrol;25;2022-12-01;unitedstates;152164.1143214319
queensland;qld;australia;queenslanduniversityoftechnology;39;2022-12-01;australia;1730135.5915559076
maharashtra;mh;india;puneinstituteofcomputertechnology;47;2022-12-01;india;306563.1909541172
california;ca;unitedstates;universityofcalifornia,irvine;7;2022-12-01;unitedstates;409736.0520512069
quebec;qc;canada;universitemcgill;2;2022-12-01;canada;1505505.2764716432
newsouthwales;nsw;australia;universityofwollongong;14;2022-12-01;australia;801934.7316220269
ontario;on;canada;universityofottawa;16;2022-12-01;canada;1077587.553876187
northcarolina;nc;unitedstates;northcarolinacentraluniversity;9;2022-12-01;unitedstates;127661.4141922641
texas;tx;unitedstates;uthealthhoustonschoolofpublichealth;16;2022-12-01;unitedstates;685338.8687343894
ontario;on;canada;yorkuniversity;10;2022-12-01;canada;1077587.553876187
maharashtra;mh;india;veermatajijabaitechnologicalinstitute;1;2022-12-01;india;306563.1909541172
westernaustralia;wa;australia;curtinuniversity;58;2022-12-01;australia;2528138.6968684313
minasgerais;mg;brazil;universidadefederaldeminasgerais;15;2022-12-01;brazil;586372.6300000143
vermont;vt;unitedstates;universityofvermontlarnercollegeofmedicine;4;2022-11-21;unitedstates;24636.6067243207
newyork;ny;unitedstates;cornelluniversity;135;2022-11-20;unitedstates;136932.6539458316
queensland;qld;australia;griffithuniversity;3;2022-11-11;australia;1730135.5915559076
zhejiang;zhejiang;china;zhejianguniversity;6;2022-12-20;;101337.2056883386
beijing;beijing;china;instituteofsoftwarechineseacademyofsciences;1;2022-12-16;;16251.9254289633
uusimaa;uusimaa;finland;helsinginyliopisto;11;2022-12-16;;9037.1435028818
