state_name;affiliation_state;affiliation_country;affiliation_name;citied_by;cover_date;country_name;area_km2
georgia;ga;unitedstates;kennesawstateuniversity;393;2022-02-15;unitedstates;152164.1143214319
karnataka;ka;india;indianinstituteofinformationtechnologydharwad;387;2022-01-01;india;191841.355605401
pennsylvania;pa;unitedstates;villanovauniversitycollegeofengineering;372;2022-01-01;unitedstates;119356.6385566692
newyork;ny;unitedstates;golisanocollegeofcomputingandinformationsciences;316;2022-05-01;unitedstates;136932.6539458316
tamilnadu;tn;india;velloreinstituteoftechnology;303;2022-06-01;india;130683.6903163263
districtofcolumbia;dc;unitedstates;collegeofengineeringandarchitecture;297;2022-06-01;unitedstates;162.2352916304
michigan;mi;unitedstates;collegeofengineering;296;2022-01-01;unitedstates;250043.5692191957
california;ca;unitedstates;panasonicailab;296;2022-01-01;unitedstates;409736.0520512069
pennsylvania;pa;unitedstates;duquesneuniversity;289;2022-11-01;unitedstates;119356.6385566692
newyork;ny;unitedstates;columbiauniversity;257;2022-09-01;unitedstates;136932.6539458316
california;ca;unitedstates;departmentofcivilandenvironmentalengineering;249;2022-04-12;unitedstates;409736.0520512069
georgia;ga;unitedstates;georgiastateuniversity;240;2022-07-31;unitedstates;152164.1143214319
uttarpradesh;up;india;kinggeorge'smedicaluniversity;233;2022-03-01;india;240261.4837625755
ontario;on;canada;universityofottawa;233;2022-03-01;canada;1077587.553876187
ontario;on;canada;westernuniversity;231;2022-01-01;canada;1077587.553876187
california;ca;unitedstates;californiastateuniversity,bakersfield;230;2022-01-01;unitedstates;409736.0520512069
newyork;ny;unitedstates;rensselaerpolytechnicinstitute;218;2022-11-01;unitedstates;136932.6539458316
ontario;on;canada;universityofottawa;203;2022-04-01;canada;1077587.553876187
rajasthan;rj;india;manipaluniversityjaipur;199;2022-01-01;india;343081.5107532024
uttarpradesh;up;india;jaipuriainstituteofmanagement,lucknow;182;2022-05-24;india;240261.4837625755
northcarolina;nc;unitedstates;prattschoolofengineering;178;2022-07-01;unitedstates;127661.4141922641
uttarpradesh;up;india;icar-indianinstituteofpulsesresearch,kanpur;174;2022-04-01;india;240261.4837625755
queensland;qld;australia;theuniversityofqueensland;171;2022-02-01;australia;1730135.5915559076
northernterritory;nt;australia;charlesdarwinuniversity;169;2022-05-01;australia;1348467.5583045827
tamilnadu;tn;india;velloreinstituteoftechnology;168;2022-11-01;india;130683.6903163263
queensland;qld;australia;griffithbusinessschool;155;2022-01-01;australia;1730135.5915559076
;guelmaprovince;algeria;universite8mai1945guelma;422;2022-01-01;;
hubei;hubei;china;wuhanuniversity;354;2022-06-01;;185599.3219275883
liaoning;liaoning;china;bohaiuniversity;341;2022-10-01;;146513.7227709306
makkah;makkah;saudiarabia;kingabdullahuniversityofscienceandtechnology;323;2022-06-03;;138262.262621067
jiangsu;jiangsu;china;nanjinguniversity;311;2022-06-01;;100090.7772935139
;lisbon;portugal;institutodegeografiaeordenamentodoterritoriodauniversidadedelisboa;274;2022-02-01;;
abudhabi;abudhabi;unitedarabemirates;khalifauniversityofscienceandtechnology;270;2022-07-01;;59354.3902809608
;hungyenprovince;vietnam;hungyenuniversityoftechnologyandeducation;269;2022-04-01;;
oxfordshire;oxfordshire;unitedkingdom;universityofoxford;258;2022-11-01;;2617.0936147012
;leinster;ireland;universitycollegedublin;244;2022-09-01;;
sichuan;sichuan;china;universityofelectronicscienceandtechnologyofchina;227;2022-06-01;;484815.9727816655
jilin;jilin;china;northeastelectricpoweruniversity;223;2022-11-01;;191022.3391030987
shandong;shandong;china;shandonguniversity;222;2022-03-01;;155914.8264022369
liaoning;liaoning;china;dalianpolytechnicuniversity;219;2022-03-01;;146513.7227709306
;westyorkshire;unitedkingdom;universityofbradfordschoolofmanagement;219;2022-04-01;;
zhejiang;zhejiang;china;ningboinstituteofindustrialtechnology,chineseacademyofsciences;209;2022-10-01;;101337.2056883386
adamawa;adamawa;nigeria;americanuniversityofnigeria;206;2022-12-01;;33614.404060869
;greatermanchester;unitedkingdom;manchestermetropolitanuniversity;204;2022-03-01;;
perak;perak;malaysia;universititeknologipetronas;202;2022-01-01;;20785.2239245316
guangdong;guangdong;china;sunyat-senuniversity;200;2022-01-01;;175489.8177846857
shaanxi;shaanxi;china;xidianuniversity;198;2022-09-01;;205731.1595793134
zuid-holland;zuid-holland;netherlands;nederlandseorganisatievoortoegepastnatuurwetenschappelijkonderzoek-tno;195;2022-01-01;;3194.8081331608
shiga;shiga;japan;shigauniversity;194;2022-06-15;;4008.7542646838
guangdong;guangdong;china;shenzhenuniversity;190;2022-05-01;;175489.8177846857
abudhabi;abudhabi;unitedarabemirates;unitedarabemiratesuniversity;186;2022-01-01;;59354.3902809608
jiangsu;jiangsu;china;jiangsuuniversity;184;2022-05-01;;100090.7772935139
hubei;hubei;china;wuhanuniversity;176;2022-06-30;;185599.3219275883
liaoning;liaoning;china;collegeofcomputerscienceandengineering,northeasternuniversity;175;2022-06-01;;146513.7227709306
shanghai;shanghai;china;universityofshanghaiforscienceandtechnology;173;2022-08-01;;6746.0374352377
southkarelia;southkarelia;finland;lutuniversity;172;2022-06-01;;7308.4755358257
shaanxi;shaanxi;china;xi'anjiaotonguniversity;167;2022-02-01;;205731.1595793134
shaanxi;shaanxi;china;xi'anjiaotonguniversity;167;2022-01-01;;205731.1595793134
sichuan;sichuan;china;sichuannormaluniversity;166;2022-01-01;;484815.9727816655
shaanxi;shaanxi;china;xidianuniversity;165;2022-01-01;;205731.1595793134
;annabaprovince;algeria;universitebadjimokhtar-annaba;162;2022-07-01;;
malaga;malaga;spain;universidaddemalaga;158;2022-09-05;;7348.3180411538
anhui;anhui;china;anhuiuniversityofscienceandtechnology;158;2022-01-01;;140193.6675195935
;makkahalmukarramah;saudiarabia;taifuniversity;156;2022-02-15;;
beijing;beijing;china;beijinguniversityofpostsandtelecommunications;156;2022-03-01;;16251.9254289633
castelobranco;castelobranco;portugal;universidadedabeirainterior;154;2022-03-20;;6400.1357697716
;na;hongkong;hongkonguniversityofscienceandtechnology;464;2022-01-01;;
tianjin;na;china;tianjinuniversity;435;2022-11-01;;11475.4487112348
;na;unitedkingdom;middlesexuniversity;426;2022-01-01;;
;na;pakistan;universityofmanagementandtechnologylahore;410;2022-03-01;;
shanghai;na;china;tongjiuniversity;402;2022-07-07;;6746.0374352377
hanoi;na;vietnam;fptuniversity;370;2022-06-01;;3303.2150049986
seoul;na;southkorea;kyungheeuniversity;323;2022-01-01;;577.7896951119
washington,d.c.;na;unitedstates;schoolofengineeringandappliedscience;279;2022-06-15;;174111.6091089331
amman;na;jordan;theworldislamicsciencesandeducationuniversity;274;2022-06-01;;7871.3516534212
;na;france;"uniteinfo&amp;sols";265;2022-03-01;;
seoul;na;southkorea;donggukuniversity,seoul;233;2022-04-01;;577.7896951119
;na;switzerland;ecolepolytechniquefederaledelausanne;230;2022-02-26;;
berlin;na;germany;technischeuniversitatberlin;226;2022-01-01;;889.247879319
;na;israel;arieluniversity;226;2022-01-01;;
;na;mexico;centrointernacionaldemejoramientodemaizytrigo;222;2022-01-01;;
beijing;na;china;beijinginstituteoftechnology;220;2022-04-01;;16251.9254289633
;na;hongkong;cityuniversityofhongkong;193;2022-06-01;;
beijing;na;china;baidu,inc.;192;2022-04-01;;16251.9254289633
abudhabi;na;unitedarabemirates;foundationpropertymanagement(fpm);192;2022-02-01;;59354.3902809608
beijing;na;china;instituteofinformationengineering;188;2022-04-25;;16251.9254289633
;na;hongkong;cityuniversityofhongkong;187;2022-10-01;;
beijing;na;china;beijinguniversityoftechnology;186;2022-01-01;;16251.9254289633
hsinchu;na;taiwan;nationaltsinghuauniversity;179;2022-01-01;;1380.5120768172
;na;india;jamiamilliaislamia;173;2022-07-01;;
chongqing;na;china;chongqinginstituteofgreenandintelligenttechnology;165;2022-06-01;;82362.5464307894
kualalumpur;na;malaysia;internationalislamicuniversitymalaysia;159;2022-01-01;;239.0553990456
utrecht;na;netherlands;universitymedicalcenterutrecht;155;2022-01-01;;1395.3875657593
;na;na;na;154;2022-06-01;;
victoria;vic;australia;swinburneuniversityoftechnology;281;2022-03-01;;227944.597594159
victoria;vic;australia;swinburneuniversityoftechnology;281;2022-03-01;;227944.597594159
victoria;vic;australia;deakinuniversity;203;2022-10-01;;227944.597594159
victoria;vic;australia;deakinuniversity;203;2022-10-01;;227944.597594159
victoria;vic;australia;deakinuniversity;183;2022-01-01;;227944.597594159
victoria;vic;australia;deakinuniversity;183;2022-01-01;;227944.597594159
punjab;pb;india;instituteofnanoscienceandtechnology,mohali;180;2022-03-01;;50378.2424498875
punjab;pb;india;instituteofnanoscienceandtechnology,mohali;180;2022-03-01;;50378.2424498875
punjab;pb;india;chitkarauniversity,punjab;160;2022-08-01;;50378.2424498875
punjab;pb;india;chitkarauniversity,punjab;160;2022-08-01;;50378.2424498875
ashsharqiyah;ashsharqiyah;saudiarabia;kingfaisaluniversity;160;2022-02-01;;553148.0484543691
ashsharqiyah;ashsharqiyah;saudiarabia;kingfaisaluniversity;160;2022-02-01;;553148.0484543691
