state_name;affiliation_state;affiliation_country;affiliation_name;citied_by;cover_date;country_name;area_km2
washington;wa;unitedstates;universityofwashingtonschoolofmedicine;6403;2020-12-22;;
ontario;on;canada;mcmasteruniversity;2952;2020-06-27;canada;1077587.553876187
pennsylvania;pa;unitedstates;universityofpennsylvaniaperelmanschoolofmedicine;2249;2020-05-21;unitedstates;119356.6385566692
uttarpradesh;up;india;kinggeorge'smedicaluniversity;1241;2020-06-01;india;240261.4837625755
connecticut;ct;unitedstates;yaleinstituteforglobalhealth;1041;2020-09-01;unitedstates;12704.5232646375
california;ca;unitedstates;thegoldmanschoolofpublicpolicy;1006;2020-08-13;unitedstates;409736.0520512069
california;ca;unitedstates;uscmarshallschoolofbusiness;932;2020-01-01;unitedstates;409736.0520512069
tennessee;tn;unitedstates;vanderbiltuniversitymedicalcenter;889;2020-12-01;unitedstates;109298.3231164403
northcarolina;nc;unitedstates;dukeuniversityschoolofmedicine;860;2020-10-13;unitedstates;127661.4141922641
manitoba;mb;canada;cadhamprovinciallaboratory;813;2020-11-15;canada;652611.9843800333
california;ca;unitedstates;uclasamuelischoolofengineering;760;2020-04-22;unitedstates;409736.0520512069
geneva;ge;switzerland;hopitauxuniversitairesdegeneve;704;2020-08-01;;
districtofcolumbia;dc;unitedstates;guttmacherinstitute;668;2020-09-01;unitedstates;162.2352916304
pennsylvania;pa;unitedstates;universityofpennsylvaniaperelmanschoolofmedicine;658;2020-02-01;unitedstates;119356.6385566692
ontario;on;canada;children'shospitalofeasternontario,ottawa;644;2020-12-01;canada;1077587.553876187
ontario;on;canada;universityofottawa;630;2020-07-02;canada;1077587.553876187
california;ca;unitedstates;energyinnovation;627;2020-05-15;unitedstates;409736.0520512069
pennsylvania;pa;unitedstates;universityofpittsburghschoolofmedicine;599;2020-05-12;unitedstates;119356.6385566692
aucklandregion;auk;newzealand;theuniversityofauckland;582;2020-07-01;;
connecticut;ct;unitedstates;universityofconnecticut;572;2020-08-01;unitedstates;12704.5232646375
jharkhand;jh;india;xlri,jamshedpur;566;2020-04-20;india;77947.9887723991
regionmetropolitanadesantiago;rm;chile;universidaddechile;561;2020-01-01;chile;16080.9937882115
washington;wa;unitedstates;instituteforsystemsbiology;551;2020-01-01;;
kentucky;ky;unitedstates;universityofkentucky;547;2020-07-01;unitedstates;104577.7678429517
newyork;ny;unitedstates;newyorkuniversity;537;2020-11-01;unitedstates;136932.6539458316
newyork;ny;unitedstates;mailmanschoolofpublichealth;537;2020-07-16;unitedstates;136932.6539458316
newhampshire;nh;unitedstates;dartmouthcollege;532;2020-12-01;unitedstates;24266.4317038202
ohio;oh;unitedstates;theohiostateuniversitycomprehensivecancercenter;530;2020-04-01;unitedstates;116043.6526534473
massachusetts;ma;unitedstates;massachusettsinstituteoftechnology;528;2020-12-11;unitedstates;21161.5293886358
ohio;oh;unitedstates;collegeofengineering;515;2020-06-01;unitedstates;116043.6526534473
quebec;qc;canada;centrederechercheduchudequebec-universitelaval;511;2020-02-22;canada;1505505.2764716432
iowa;ia;unitedstates;universityofiowa;508;2020-08-01;unitedstates;145446.3632933674
newsouthwales;nsw;australia;universityofwollongong;500;2020-11-01;australia;801934.7316220269
california;ca;unitedstates;departmentoffamilymedicine;491;2020-07-01;unitedstates;409736.0520512069
massachusetts;ma;unitedstates;harvardfacultyofartsandsciences;484;2020-10-20;unitedstates;21161.5293886358
ontario;on;canada;universityofottawa;459;2020-05-14;canada;1077587.553876187
california;ca;unitedstates;loyolamarymountuniversity;456;2020-11-01;unitedstates;409736.0520512069
michoacan;mic;mexico;unamcampusmorelia;455;2020-10-15;mexico;58881.1706827853
washington;wa;unitedstates;microsoftresearch;450;2020-01-01;;
missouri;mo;unitedstates;saintlouisuniversity;445;2020-07-01;unitedstates;180475.9762211875
newyork;ny;unitedstates;stonybrookuniversity;433;2020-01-01;unitedstates;136932.6539458316
;rm;italy;sapienzauniversitadiroma;5683;2020-10-17;;
;tyneandwear;unitedkingdom;newcastleuniversity;1332;2020-11-01;;
hubei;hubei;china;tongjimedicalcollegeofhuazhonguniversityofscienceandtechnology;1185;2020-05-19;;185599.3219275883
guangdong;guangdong;china;guangzhoumedicaluniversity;1114;2020-03-01;;175489.8177846857
hampshire;hampshire;unitedkingdom;universityofsouthampton,facultyofmedicine;990;2020-10-01;;3642.39866055
oxfordshire;oxfordshire;unitedkingdom;universityofoxfordmedicalsciencesdivision;962;2020-05-01;;2617.0936147012
madrid;madrid;spain;universidadcomplutensedemadrid;896;2020-07-01;;8000.7993162946
;ile-de-france;france;inserm;879;2020-02-01;;
guangdong;guangdong;china;guangdonguniversityofforeignstudies;832;2020-03-01;;175489.8177846857
;eastazerbaijan;iran;immunologyresearchcenter;783;2020-05-12;;
;scotland;unitedkingdom;edinburghmedicalschool;755;2020-04-27;;
berlin;berlin;germany;robertkochinstitute;598;2020-05-15;;889.247879319
baden-wurttemberg;baden-wurttemberg;germany;universitatheidelberg;595;2020-03-07;;36123.5600929418
;ad-dawhah;qatar;hamadbinkhalifauniversity,collegeofscienceandengineering;583;2020-04-01;;
;tyneandwear;unitedkingdom;newcastleuniversity;549;2020-05-01;;
barcelona;barcelona;spain;institutodesaludglobaldebarcelona;547;2020-11-01;;7753.0499164184
centralfinland;centralfinland;finland;universityofjyvaskyla;538;2020-05-01;;19394.201850595
;loweraustria;austria;universityforcontinuingeducationkrems;526;2020-05-20;;
guangxi;guangxi;china;guilinuniversityofelectronictechnology;518;2020-12-01;;237306.6972864439
hunan;hunan;china;centralsouthuniversity;511;2020-07-01;;211351.4896151163
jiangxi;jiangxi;china;jiangxiuniversityoffinanceandeconomics;503;2020-09-01;;167798.2020149683
;nouvelle-aquitaine;france;universitedebordeaux;483;2020-12-01;;
tehran;tehran;iran;tehranuniversityofmedicalsciences;474;2020-12-01;;14417.313695594
;rm;italy;sapienzauniversitadiroma;455;2020-10-17;;
;wielkopolskaprovince;poland;poznanuniversityofeconomicsandbusiness;455;2020-07-01;;
hunan;hunan;china;centralsouthuniversity;447;2020-01-01;;211351.4896151163
oxfordshire;oxfordshire;unitedkingdom;oxfordsocialsciencesdivision;442;2020-01-01;;2617.0936147012
;na;na;na;6476;2020-01-01;;
;na;switzerland;organisationmondialedelasante;5663;2020-12-01;;
;na;greece;delphiss.a;2931;2020-02-20;;
beijing;na;china;instituteofpsychologychineseacademyofsciences;1258;2020-03-02;;16251.9254289633
ljubljana;na;slovenia;univerzavljubljani;1211;2020-10-02;;276.4264340186
;na;unitedkingdom;londonschoolofeconomicsandpoliticalscience;1180;2020-03-14;;
;na;unitedkingdom;"londonschoolofhygiene&amp;tropicalmedicine";751;2020-08-01;;
khulna;na;bangladesh;naturestudysocietyofbangladesh;714;2020-01-01;;21822.3916259036
;na;na;na;687;2020-12-15;;
;na;unitedkingdom;uclengineering;671;2020-03-10;;
;na;hongkong;hkubusinessschool;647;2020-06-18;;
beijing;na;china;xuanwuhospital,capitalmedicaluniversity;619;2020-01-01;;16251.9254289633
;na;unitedkingdom;king'scollegelondon;616;2020-04-01;;
beijing;na;china;pekinguniversitysixthhospital;607;2020-07-02;;16251.9254289633
beijing;na;china;tsinghuauniversity;605;2020-06-01;;16251.9254289633
utrecht;na;netherlands;instituteforriskassessmentsciences;582;2020-01-24;;1395.3875657593
;na;italy;universitabocconi;570;2020-11-03;;
