state_name;affiliation_state;affiliation_country;affiliation_name;citied_by;cover_date;country_name;area_km2
newyork;ny;unitedstates;stateuniversityofnewyorkalbany;41;2024-04-01;unitedstates;136932.6539458316
hawaii;hi;unitedstates;schoolofoceanandearthscienceandtechnology;26;2024-04-01;unitedstates;16848.002915248
podkarpackievoivodeship;pk;poland;politechnikarzeszowskaim.ignacegolukasiewicza;26;2024-02-20;;
jharkhand;jh;india;xlri,jamshedpur;26;2024-01-01;india;77947.9887723991
lublinvoivodeship;lu;poland;uniwersytetmariicurie-sklodowskiejwlublinie;23;2024-01-01;;
jharkhand;jh;india;xlri,jamshedpur;18;2024-01-01;india;77947.9887723991
delhi;dl;india;gurugobindsinghindraprasthauniversity;17;2024-06-01;india;1482.3887299728
britishcolumbia;bc;canada;beedieschoolofbusiness;17;2024-10-01;canada;945598.3248456959
uttarpradesh;up;india;amityuniversity;16;2024-02-08;india;240261.4837625755
westernaustralia;wa;australia;theuniversityofwesternaustralia;15;2024-02-01;australia;2528138.6968684313
california;ca;unitedstates;haasschoolofbusiness;14;2024-01-01;unitedstates;409736.0520512069
california;ca;unitedstates;universityofcalifornia,berkeley;14;2024-05-01;unitedstates;409736.0520512069
haryana;hr;india;deenbandhuchhoturamuniversityofscienceandtechnology;13;2024-05-21;india;43945.4348596055
podkarpackievoivodeship;pk;poland;politechnikarzeszowskaim.ignacegolukasiewicza;12;2024-01-01;;
missouri;mo;unitedstates;olinbusinessschool;12;2024-07-01;unitedstates;180475.9762211875
oregon;or;unitedstates;ohsuschoolofmedicine;12;2024-01-01;unitedstates;251886.9829907966
texas;tx;unitedstates;texaschristianuniversity;12;2024-02-01;unitedstates;685338.8687343894
;greatermanchester;unitedkingdom;theuniversityofmanchester;42;2024-01-01;;
;tyneandwear;unitedkingdom;universityofnorthumbria;36;2024-01-01;;
;vlaams-brabant;belgium;departementbiosystemen;29;2024-07-01;;
uppsala;uppsala;sweden;uppsalauniversitet;28;2024-01-01;;7006.354987141
;an;italy;universitapolitecnicadellemarche;27;2024-01-01;;
henan;henan;china;zhengzhouuniversity;24;2024-08-01;;166146.9719278261
gauteng;gauteng;southafrica;universityofjohannesburg;23;2024-04-15;;18213.915798629
jiangsu;jiangsu;china;nanjinguniversity;22;2024-01-01;;100090.7772935139
shandong;shandong;china;qingdaouniversity;21;2024-05-01;;155914.8264022369
zhejiang;zhejiang;china;ningbochinainstituteforsupplychaininnovation;21;2024-01-01;;101337.2056883386
;southyorkshire;unitedkingdom;sheffieldhallamuniversity;21;2024-05-01;;
mountlebanon;mountlebanon;lebanon;beirutarabuniversity;20;2024-11-27;;2012.9676161242
karak;karak;jordan;mutahuniversity;20;2024-05-21;;3475.2928487501
abudhabi;abudhabi;unitedarabemirates;abudhabischoolofmanagement;20;2024-01-01;;59354.3902809608
;londonderry,northernireland;unitedkingdom;ulsteruniversitybusinessschool;19;2024-03-01;;
hunan;hunan;china;changshauniversityofscienceandtechnology;19;2024-12-01;;211351.4896151163
jiangxi;jiangxi;china;jingdezhenuniversity;18;2024-01-01;;167798.2020149683
;manouba;tunisia;ecolesuperieuredecommercedetunis;17;2024-01-01;;
