state_name;affiliation_state;affiliation_country;affiliation_name;citied_by;cover_date;country_name;area_km2
ontario;on;canada;universityoftoronto;1012;2020-05-14;canada;1077587.553876187
westernaustralia;wa;australia;theuniversityofwesternaustralia;790;2020-05-01;australia;2528138.6968684313
california;ca;unitedstates;departmentofcomputerscienceandengineering;781;2020-01-01;unitedstates;409736.0520512069
ontario;on;canada;waterlooinstitutefornanotechnology;659;2020-12-07;canada;1077587.553876187
california;ca;unitedstates;aiisoyufenglifamilydepartmentofchemicalandnanoengineering;566;2020-01-30;unitedstates;409736.0520512069
quebec;qc;canada;universitelaval;562;2020-08-01;canada;1505505.2764716432
newjersey;nj;unitedstates;schoolofengineeringandappliedscience;461;2020-05-01;unitedstates;19667.4032436701
ontario;on;canada;universityoftoronto;449;2020-12-01;canada;1077587.553876187
california;ca;unitedstates;aiisoyufenglifamilydepartmentofchemicalandnanoengineering;412;2020-02-01;unitedstates;409736.0520512069
berlin;berlin;germany;freieuniversitatberlin;590;2020-04-20;;889.247879319
uusimaa;uusimaa;finland;aaltouniversity;523;2020-02-01;;9037.1435028818
;mc;italy;universitadeglistudidicamerino;507;2020-03-15;;
beijing;beijing;china;beijinginstituteofbigdataresearch;472;2020-08-01;;16251.9254289633
;ts;italy;scuolainternazionalesuperioredistudiavanzati;422;2020-04-01;;
;scotland;unitedkingdom;heriot-wattuniversity;416;2020-09-01;;
;khyberpakhtunkhwa;pakistan;islamiacollege,peshawar;400;2020-01-01;;
;na;switzerland;ibmresearch-zurich;1362;2020-07-01;;
cuenca;na;ecuador;universityofcuenca;1249;2020-04-15;;17164.1665963389
shanghai;na;china;shanghaitechuniversity;796;2020-03-01;;6746.0374352377
;na;hongkong;hongkonguniversityofscienceandtechnology;614;2020-06-01;;
busan;na;southkorea;pusannationaluniversity;608;2020-01-01;;282.0941524978
;na;singapore;nationaluniversityofsingapore;555;2020-05-01;;
;na;singapore;a-star,instituteofhighperformancecomputing;504;2020-03-01;;
;na;singapore;nanyangtechnologicaluniversity;464;2020-04-01;;
shanghai;na;china;shanghaijiaotonguniversity;400;2020-03-01;;6746.0374352377
