state_name;affiliation_state;affiliation_country;affiliation_name;citied_by;cover_date;country_name;area_km2
maharashtra;mh;india;dattameghecollegeofengineering;7;2020-12-16;india;306563.1909541172
tamilnadu;tn;india;indianinstituteoftechnologymadras;24;2020-12-14;india;130683.6903163263
delhi;dl;india;indianinstituteoftechnologydelhi;85;2020-12-12;india;1482.3887299728
delhi;dl;india;indianinstituteoftechnologydelhi;58;2020-12-03;india;1482.3887299728
oregon;or;unitedstates;northwestportlandareaindianhealthboard;13;2020-12-02;unitedstates;251886.9829907966
northcarolina;nc;unitedstates;ncstateuniversity;30;2020-12-01;unitedstates;127661.4141922641
novascotia;ns;canada;st.francisxavieruniversity;2;2020-12-01;canada;55107.8006526153
queensland;qld;australia;queenslanduniversityoftechnology;132;2020-12-01;australia;1730135.5915559076
indiana;in;unitedstates;luddyschoolofinformatics,computing,andengineering;11;2020-12-01;unitedstates;94332.3449078269
ohio;oh;unitedstates;universityofcincinnati;0;2020-12-01;unitedstates;116043.6526534473
oklahoma;ok;unitedstates;theuniversityofoklahoma;10;2020-12-01;unitedstates;180637.1905342291
ontario;on;canada;universityofwaterloo;190;2020-12-01;canada;1077587.553876187
northcarolina;nc;unitedstates;ncstateuniversity;130;2020-12-01;unitedstates;127661.4141922641
michigan;mi;unitedstates;collegeofengineering;18;2020-12-01;unitedstates;250043.5692191957
california;ca;unitedstates;globalenergyinterconnectionresearchinstitutenorthamerica;13;2020-11-28;unitedstates;409736.0520512069
illinois;il;unitedstates;millikinuniversity;1;2020-11-27;unitedstates;150153.0283211724
tamilnadu;tn;india;psgcollegeoftechnology;0;2020-11-24;india;130683.6903163263
karnataka;ka;india;infosysltd.;2;2020-11-20;india;191841.355605401
southcarolina;sc;unitedstates;molinarolicollegeofengineeringandcomputing;1;2020-11-12;unitedstates;80163.5329877808
arizona;az;unitedstates;arizonastateuniversity;0;2020-11-12;unitedstates;295070.1164616022
massachusetts;ma;unitedstates;simmonsuniversity;44;2020-11-12;unitedstates;21161.5293886358
odisha;or;india;kalingainstituteofindustrialtechnology,bhubaneswar;1;2020-11-06;india;155187.885956204
andhrapradesh;ap;india;kldeemedtobeuniversity;3;2020-11-05;india;160581.4926456832
zurich;zh;switzerland;ethzurich;88;2020-11-01;switzerland;1738.6108428883
vaud;vd;switzerland;universitedelausanne(unil);10;2020-11-01;switzerland;3312.1476662723
tamilnadu;tn;india;tamilnadunationallawuniversity;1;2020-11-01;india;130683.6903163263
ohio;oh;unitedstates;collegeofengineering;1;2020-11-01;unitedstates;116043.6526534473
texas;tx;unitedstates;collegeofengineering;75;2020-11-01;unitedstates;685338.8687343894
tennessee;tn;unitedstates;oakridgenationallaboratory;12;2020-11-01;unitedstates;109298.3231164403
colorado;co;unitedstates;universityofcoloradodenver;5;2020-11-01;unitedstates;269201.8602314456
tamilnadu;tn;india;indianinstituteoftechnologymadras;17;2020-11-01;india;130683.6903163263
jammuandkashmir;jk;india;sher-e-kashmiruniversityofagriculturalsciencesandtechnologyofjammu;15;2020-11-01;india;42553.2471657589
fujian;fujian;china;fujianuniversityoftechnology;0;2020-12-25;;120723.6958900323
dhaka;dhaka;bangladesh;greenuniversityofbangladesh;1;2020-12-17;;30548.5646266249
;rm;italy;consiglionazionaledellericerche;25;2020-12-16;;
