state_name;affiliation_state;affiliation_country;affiliation_name;citied_by;cover_date;country_name;area_km2
georgia;ga;unitedstates;kennesawstateuniversity;878;2021-02-01;unitedstates;152164.1143214319
britishcolumbia;bc;canada;simonfraseruniversity;591;2021-11-08;canada;945598.3248456959
quebec;qc;canada;ecoledetechnologiesuperieure;512;2021-04-01;canada;1505505.2764716432
newsouthwales;nsw;australia;schoolofcomputerscience;484;2021-05-15;australia;801934.7316220269
northcarolina;nc;unitedstates;ncstateuniversity;415;2021-06-08;unitedstates;127661.4141922641
quebec;qc;canada;universiteduquebecenoutaouais;392;2021-04-01;canada;1505505.2764716432
massachusetts;ma;unitedstates;harvardmedicalschool;375;2021-06-01;unitedstates;21161.5293886358
california;ca;unitedstates;universityofcalifornia,losangeles;355;2021-01-01;unitedstates;409736.0520512069
australiancapitalterritory;act;australia;universityofnewsouthwalesataustraliandefenceforceacademy;343;2021-09-01;australia;2349.2816671833
texas;tx;unitedstates;theuniversityoftexasatsanantonio;333;2021-05-31;unitedstates;685338.8687343894
oregon;or;unitedstates;"oregonhealth&amp;scienceuniversity";326;2021-03-01;unitedstates;251886.9829907966
alberta;ab;canada;universityofalberta;319;2021-12-01;canada;663739.1300613766
australiancapitalterritory;act;australia;universityofnewsouthwalesataustraliandefenceforceacademy;287;2021-06-15;australia;2349.2816671833
massachusetts;ma;unitedstates;universityofmassachusettsamherst;280;2021-01-01;unitedstates;21161.5293886358
queensland;qld;australia;jamescookuniversity;280;2021-04-01;australia;1730135.5915559076
ontario;on;canada;ontariotechuniversity;265;2021-01-01;canada;1077587.553876187
virginia;va;unitedstates;olddominionuniversity;257;2021-07-01;unitedstates;103724.922258893
missouri;mo;unitedstates;mckelveyschoolofengineering;256;2021-06-01;unitedstates;180475.9762211875
alberta;ab;canada;universityofcalgary;251;2021-08-01;canada;663739.1300613766
haryana;hr;india;maharishimarkandeshwar(deemedtobeuniversity),mullana;249;2021-08-01;india;43945.4348596055
westernaustralia;wa;australia;edithcowanuniversity;249;2021-02-16;australia;2528138.6968684313
newsouthwales;nsw;australia;universityofnewsouthwales(unswsydney);232;2021-06-01;australia;801934.7316220269
jiangsu;jiangsu;china;southeastuniversity;1477;2021-01-01;;100090.7772935139
gelderland;gelderland;netherlands;"wageningenuniversity&amp;research";763;2021-12-01;;5133.7128302247
sarawak;sarawak;malaysia;universitimalaysiasarawak;724;2021-01-01;;122556.930037985
shaanxi;shaanxi;china;northwesternpolytechnicaluniversity;560;2021-12-01;;205731.1595793134
;northostrobothnia;finland;centreforwirelesscommunications;471;2021-04-01;;
guangdong;guangdong;china;sunyat-senuniversity;416;2021-03-01;;175489.8177846857
guangdong;guangdong;china;guangzhouuniversity;403;2021-03-01;;175489.8177846857
sichuan;sichuan;china;sichuanuniversity;392;2021-08-01;;484815.9727816655
beijing;beijing;china;beijinguniversityofpostsandtelecommunications;366;2021-07-01;;16251.9254289633
;northostrobothnia;finland;oulunyliopisto;360;2021-01-01;;
liaoning;liaoning;china;dalianmaritimeuniversity;352;2021-02-08;;146513.7227709306
henan;henan;china;zhengzhounormaluniversity;345;2021-11-01;;166146.9719278261
tehran;tehran;iran;islamicazaduniversity;336;2021-10-15;;14417.313695594
sharjah;sharjah;unitedarabemirates;universityofsharjah;323;2021-01-01;;2583.6573637813
;sa;italy;universitadeglistudidisalerno;321;2021-03-01;;
pirkanmaa;pirkanmaa;finland;tampereuniversity;320;2021-07-05;;15050.7913468747
shiga;shiga;japan;shigauniversity;318;2021-05-01;;4008.7542646838
shaanxi;shaanxi;china;xidianuniversity;313;2021-03-01;;205731.1595793134
