state_name;affiliation_state;affiliation_country;affiliation_name;citied_by;cover_date;country_name;area_km2
pennsylvania;pa;unitedstates;upmcchildren'shospitalofpittsburgh;0;2022-12-31;unitedstates;119356.6385566692
puducherry;py;india;puducherrytechnologicaluniversity;0;2022-12-31;india;526.3087684748
tamilnadu;tn;india;velloreinstituteoftechnology;2;2022-12-30;india;130683.6903163263
newyork;ny;unitedstates;thecityuniversityofnewyork;2;2022-12-28;unitedstates;136932.6539458316
maharashtra;mh;india;vishwakarmainstituteofinformationtechnology;2;2022-12-27;india;306563.1909541172
rajasthan;rj;india;bhagwantuniversity;1;2022-12-27;india;343081.5107532024
rajasthan;rj;india;sirpadampatsinghaniauniversity;1;2022-12-27;india;343081.5107532024
rajasthan;rj;india;malaviyanationalinstituteoftechnologyjaipur;15;2022-12-27;india;343081.5107532024
rajasthan;rj;india;manipaluniversityjaipur;1;2022-12-27;india;343081.5107532024
rajasthan;rj;india;govt.khetanpolytechniccollege;0;2022-12-23;india;343081.5107532024
delhi;dl;india;netajisubhasuniversityoftechnology;2;2022-12-23;india;1482.3887299728
uttarpradesh;up;india;bennettuniversity;6;2022-12-21;india;240261.4837625755
michigan;mi;unitedstates;michiganstateuniversity;22;2022-12-21;unitedstates;250043.5692191957
riodejaneiro;rj;brazil;pontificiauniversidadecatolicadoriodejaneiro;0;2022-12-16;brazil;43977.8125496113
ohio;oh;unitedstates;universityofcincinnati;2;2022-12-16;unitedstates;116043.6526534473
maharashtra;mh;india;visvesvarayanationalinstituteoftechnology,nagpur;1;2022-12-16;india;306563.1909541172
karnataka;ka;india;indianinstituteofscience;10;2022-12-15;india;191841.355605401
uttarpradesh;up;india;galgotiasuniversity;11;2022-12-13;india;240261.4837625755
westbengal;wb;india;indianinstituteoftechnologykharagpur;1;2022-12-09;india;86363.0481262015
tamilnadu;tn;india;psgcollegeoftechnology;2;2022-12-09;india;130683.6903163263
california;ca;unitedstates;sanjosestateuniversity;4;2022-12-09;unitedstates;409736.0520512069
missouri;mo;unitedstates;collegeofengineeringandcomputing;4;2022-12-08;unitedstates;180475.9762211875
arkansas;ar;unitedstates;donagheycollegeofscience,technology,engineering,andmathematics;8;2022-12-06;unitedstates;137540.2755808926
massachusetts;ma;unitedstates;harvardmedicalschool;3;2022-12-04;unitedstates;21161.5293886358
massachusetts;ma;unitedstates;harvardmedicalschool;10;2022-12-03;unitedstates;21161.5293886358
colorado;co;unitedstates;collegeofengineeringandappliedscience;8;2022-12-02;unitedstates;269201.8602314456
ontario;on;canada;universityoftorontofacultyofmedicine;0;2022-12-01;canada;1077587.553876187
minnesota;mn;unitedstates;mayoclinicinrochester,minnesota;1;2022-12-01;unitedstates;224780.1530011972
illinois;il;unitedstates;northwesternuniversityfeinbergschoolofmedicine;4;2022-12-01;unitedstates;150153.0283211724
northcarolina;nc;unitedstates;theuniversityofnorthcarolinaatchapelhill;14;2022-12-01;unitedstates;127661.4141922641
california;ca;unitedstates;kaiserpermanente;3;2022-12-01;unitedstates;409736.0520512069
california;ca;unitedstates;stanforduniversityschoolofmedicine;14;2022-12-01;unitedstates;409736.0520512069
tamilnadu;tn;india;velloreinstituteoftechnology;0;2022-12-01;india;130683.6903163263
karnataka;ka;india;"jssmedicalcollege&amp;hospital,mysuru";0;2022-12-01;india;191841.355605401
pennsylvania;pa;unitedstates;drexeluniversity;59;2022-12-01;unitedstates;119356.6385566692
sichuan;sichuan;china;sichuanuniversity;3;2022-12-31;;484815.9727816655
;sindh;pakistan;sindhmadressatulislamuniversity;3;2022-12-30;;
murcia;murcia;spain;universidaddemurcia;19;2022-12-30;;11309.7477141351
;westjava;indonesia;universitaspendidikanindonesia;0;2022-12-29;;
henan;henan;china;zhengzhouuniversity;7;2022-12-27;;166146.9719278261
malatya;malatya;turkey;malatyaturgutozaluniversity;5;2022-12-25;;11831.3620818841
beijing;beijing;china;beijinguniversityofpostsandtelecommunications;0;2022-12-23;;16251.9254289633
anhui;anhui;china;hefeiuniversityoftechnology;1;2022-12-23;;140193.6675195935
;ile-de-france;france;centreborelli;1;2022-12-23;;
beijing;beijing;china;beijinguniversityofpostsandtelecommunications;0;2022-12-23;;16251.9254289633
groningen;groningen;netherlands;rijksuniversiteitgroningen;0;2022-12-22;;2396.0322174076
