state_name;affiliation_state;affiliation_country;affiliation_name;citied_by;cover_date;country_name;area_km2
maharashtra;mh;india;shriramdeobabacollegeofengineeringandmanagement,nagpur;52;2023-12-29;india;306563.1909541172
gujarat;gj;india;gujaratuniversity;3;2023-12-29;india;184427.9817839093
texas;tx;unitedstates;abilenechristianuniversity;104;2023-12-22;unitedstates;685338.8687343894
california;ca;unitedstates;universityofcalifornia;2;2023-12-21;unitedstates;409736.0520512069
queensland;qld;australia;theuniversityofqueensland;1;2023-12-20;australia;1730135.5915559076
districtofcolumbia;dc;unitedstates;centerforaianddigitalpolicy;2;2023-12-20;unitedstates;162.2352916304
lodzvoivodeship;ld;poland;lodzuniversityoftechnology;4;2023-12-19;;
rajasthan;rj;india;birlainstituteoftechnologyandscience,pilani;0;2023-12-13;india;343081.5107532024
california;ca;unitedstates;universityofsoutherncalifornia;1;2023-12-07;unitedstates;409736.0520512069
california;ca;unitedstates;universityofsoutherncalifornia;1;2023-12-07;unitedstates;409736.0520512069
maranhao;ma;brazil;universidadefederaldomaranhao;2;2023-12-07;brazil;326135.3245953586
tamilnadu;tn;india;hindustaninstituteoftechnologyandscience;0;2023-12-05;india;130683.6903163263
kansas;ks;unitedstates;hutchinsoncommunitycollege;3;2023-12-05;unitedstates;212825.5831370989
tamilnadu;tn;india;bharathiaruniversity;0;2023-12-05;india;130683.6903163263
goias;go;brazil;universidadefederaldegoias;5;2023-12-01;brazil;341246.9525043914
quebec;qc;canada;universitemcgill;4;2023-12-01;canada;1505505.2764716432
westbengal;wb;india;indianinstituteoftechnologykharagpur;21;2023-12-01;india;86363.0481262015
queensland;qld;australia;cquniversityaustralia;0;2023-12-01;australia;1730135.5915559076
queensland;qld;australia;queenslanduniversityoftechnology;9;2023-12-01;australia;1730135.5915559076
virginia;va;unitedstates;emergingtechnologiesinstitute;3;2023-12-01;unitedstates;103724.922258893
jharkhand;jh;india;amityuniversityjharkhand;10;2023-12-01;india;77947.9887723991
california;ca;unitedstates;stanforduniversityschoolofmedicine;7;2023-12-01;unitedstates;409736.0520512069
oklahoma;ok;unitedstates;universityofoklahomacollegeofmedicine;4;2023-12-01;unitedstates;180637.1905342291
hubei;hubei;china;wuhanbusinessuniversity;0;2023-12-30;;185599.3219275883
cambridgeshire;cambridgeshire;unitedkingdom;universityofcambridge;12;2023-12-30;;3060.4644265699
guangdong;guangdong;china;sunyat-senuniversity;5;2023-12-29;;175489.8177846857
hertfordshire;hertfordshire;unitedkingdom;universityofhertfordshire;0;2023-12-29;;1633.1582221829
enugu;enugu;nigeria;universityofnigeria;3;2023-12-28;;7699.9562692478
liaoning;liaoning;china;dalianneusoftuniversityofinformation;0;2023-12-22;;146513.7227709306
;vienna;austria;technischeuniversitatwien;6;2023-12-20;;
;uk;india;h.n.b.garhwaluniversity;6;2023-12-20;;
guangdong;guangdong;china;dongguanuniversityoftechnology;0;2023-12-15;;175489.8177846857
zhejiang;zhejiang;china;wenzhouuniversity;0;2023-12-15;;101337.2056883386
;vestland;norway;nlauniversitycollege;0;2023-12-14;;
;vestland;norway;nlauniversitycollege;1;2023-12-14;;
;vestland;norway;nlauniversitycollege;3;2023-12-14;;
;mi;italy;politecnicodimilano;1;2023-12-14;;
;gyeonggi-do;southkorea;kyonggiuniversity;0;2023-12-13;;
;rc;italy;universitadeglistudidireggiocalabria;13;2023-12-12;;
fujian;fujian;china;xiamenuniversity;20;2023-12-12;;120723.6958900323
castelobranco;castelobranco;portugal;universidadedabeirainterior;25;2023-12-11;;6400.1357697716
guangxi;guangxi;china;guilinuniversityofelectronictechnology;0;2023-12-08;;237306.6972864439
;ts;india;woxsenuniversity;0;2023-12-07;;
buckinghamshire;buckinghamshire;unitedkingdom;theopenuniversity;0;2023-12-04;;1557.4309659717
gauteng;gauteng;southafrica;universityofsouthafrica;1;2023-12-01;;18213.915798629
;attica;greece;universityofpiraeus;0;2023-12-01;;
;mi;italy;politecnicodimilano;17;2023-12-01;;
dhofar;dhofar;oman;dhofaruniversity;1;2023-12-01;;128193.5822137935
;westjava;indonesia;universitasdjuanda;9;2023-12-01;;
anhui;anhui;china;universityofscienceandtechnologyofchina;0;2023-12-01;;140193.6675195935
sichuan;sichuan;china;sichuanuniversity;1;2023-12-01;;484815.9727816655
shandong;shandong;china;chinauniversityofpetroleum(eastchina);3;2023-12-01;;155914.8264022369
shaanxi;shaanxi;china;xi'anjiaotonguniversity;40;2023-12-01;;205731.1595793134
silesian;silesian;poland;silesianuniversityoftechnology;23;2023-12-01;;12248.8245563994
;sharqia;egypt;facultyofengineering;15;2023-12-01;;
akershus;akershus;norway;instituttforenergiteknikk;8;2023-12-01;;4597.3766453178
sichuan;sichuan;china;southwestuniversityofscienceandtechnology;1;2023-12-01;;484815.9727816655
tehran;tehran;iran;schoolofpublichealth;11;2023-12-01;;14417.313695594
barcelona;barcelona;spain;universitatobertadecatalunya;1;2023-12-01;;7753.0499164184
shanghai;shanghai;china;shanghaiinternationalstudiesuniversity;30;2023-12-01;;6746.0374352377
murcia;murcia;spain;universidaddemurcia;2;2023-12-01;;11309.7477141351
mahasarakham;mahasarakham;thailand;mahasarakhamuniversity;4;2023-12-01;;5736.8678278748
liaoning;liaoning;china;liaoninguniversity;0;2023-12-01;;146513.7227709306
;westglamorgan,wales;unitedkingdom;swanseauniversity;5;2023-12-01;;
;westernmacedonia;greece;universityofwesternmacedonia;30;2023-12-01;;
tehran;tehran;iran;schoolofpublichealth;6;2023-12-01;;14417.313695594
tehran;tehran;iran;schoolofpublichealth;4;2023-12-01;;14417.313695594
;na;croatia;universityofzagreb,facultyofelectricalengineeringandcomputing;7;2023-12-31;;
hubei;na;china;china;0;2023-12-30;;185599.3219275883
;na;lebanon;tabarjabeachresort;6;2023-12-27;;
bitola;na;northmacedonia;st.klimentohridskiuniversity;0;2023-12-26;;758.8867211005
;na;na;na;13;2023-12-22;;
;na;na;na;0;2023-12-22;;
shanghai;na;china;shanghaijiaotonguniversity;1;2023-12-21;;6746.0374352377
;na;serbia;singidunumuniversity;2;2023-12-20;;
manila;na;philippines;nationaluniversity,philippines;0;2023-12-16;;49.1641549355
;na;unitedarabemirates;s.p.jainschoolofglobalmanagement;0;2023-12-16;;22789.176045694
;na;unitedarabemirates;s.p.jainschoolofglobalmanagement;0;2023-12-16;;30.9980156679
;na;unitedarabemirates;s.p.jainschoolofglobalmanagement;0;2023-12-16;;7.6593176403
;na;unitedarabemirates;s.p.jainschoolofglobalmanagement;0;2023-12-16;;0.6005401661
;na;unitedarabemirates;s.p.jainschoolofglobalmanagement;0;2023-12-16;;3.022459955
;na;unitedarabemirates;s.p.jainschoolofglobalmanagement;0;2023-12-16;;133.2970135584
