state_name;affiliation_state;affiliation_country;affiliation_name;citied_by;cover_date;country_name;area_km2
massachusetts;ma;unitedstates;amherstcollege;202;2023-01-01;unitedstates;21161.5293886358
colorado;co;unitedstates;coloradoschoolofmines;156;2023-05-01;unitedstates;269201.8602314456
quebec;qc;canada;montrealbehaviouralmedicinecentre;145;2023-05-01;canada;1505505.2764716432
quebec;qc;canada;schoolofmedicine;134;2023-05-31;canada;1505505.2764716432
indiana;in;unitedstates;indianauniversitybloomington;131;2023-09-01;unitedstates;94332.3449078269
california;ca;unitedstates;stanfordhealthcare;127;2023-08-01;unitedstates;409736.0520512069
massachusetts;ma;unitedstates;bostoncollege;125;2023-01-01;unitedstates;21161.5293886358
michigan;mi;unitedstates;universityofmichigan,annarbor;118;2023-01-01;unitedstates;250043.5692191957
california;ca;unitedstates;universityofsanfrancisco;118;2023-04-28;unitedstates;409736.0520512069
minnesota;mn;unitedstates;universityofminnesotatwincities;118;2023-05-23;unitedstates;224780.1530011972
newsouthwales;nsw;australia;westernsydneyuniversity;116;2023-05-01;australia;801934.7316220269
indiana;in;unitedstates;indianauniversitybloomington;111;2023-01-01;unitedstates;94332.3449078269
ohio;oh;unitedstates;casewesternreserveuniversity;109;2023-10-31;unitedstates;116043.6526534473
saopaulo;sp;brazil;universidadedesaopaulo;93;2023-03-01;brazil;248638.1451676981
newyork;ny;unitedstates;newyorkuniversity;93;2023-01-01;unitedstates;136932.6539458316
bihar;br;india;nationalinstituteoftechnologypatna;89;2023-01-01;india;94689.3660305596
connecticut;ct;unitedstates;yaleschoolofmedicine;88;2023-12-01;unitedstates;12704.5232646375
queensland;qld;australia;queenslanduniversityoftechnology;86;2023-04-03;australia;1730135.5915559076
california;ca;unitedstates;universityofsoutherncalifornia;79;2023-08-01;unitedstates;409736.0520512069
connecticut;ct;unitedstates;uconnschoolofmedicine;78;2023-01-19;unitedstates;12704.5232646375
california;ca;unitedstates;stanforddoerrschoolofsustainability;78;2023-10-26;unitedstates;409736.0520512069
;auvergne-rhone-alpes;france;centreinternationalderecherchesurlecancer;615;2023-02-01;;
xinjiang;xinjiang;china;xinjianguniversity;414;2023-01-01;;1630221.7282375696
;pi;italy;universitadipisa;301;2023-01-01;;
somerset;somerset;unitedkingdom;universityofbath,departmentforhealth;283;2023-04-08;;3437.3568983897
;eastjava;indonesia;universitasairlangga;281;2023-02-01;;
henan;henan;china;xinyangagricultureandforestryuniversity;262;2023-11-01;;166146.9719278261
baden-wurttemberg;baden-wurttemberg;germany;universitatkonstanz;249;2023-06-01;;36123.5600929418
hunan;hunan;china;thirdxiangyahospitalofcentralsouthuniversity;215;2023-03-28;;211351.4896151163
;diyalagovernorate;iraq;universityofdiyala;210;2023-12-01;;
;westmidlands;unitedkingdom;warwickbusinessschool;203;2023-09-05;;
madrid;madrid;spain;universidadcomplutensedemadrid;165;2023-06-01;;8000.7993162946
sichuan;sichuan;china;luzhoumedicalcollege;162;2023-06-01;;484815.9727816655
bremen;bremen;germany;alfred-wegener-instituthelmholtz-zentrumfurpolar-undmeeresforschung;152;2023-04-21;;385.6647920868
jiangxi;jiangxi;china;nanchanguniversity;137;2023-07-01;;167798.2020149683
guangxi;guangxi;china;guangxinormaluniversity;127;2023-03-01;;237306.6972864439
;trondelag;norway;norgesteknisk-naturvitenskapeligeuniversitet;127;2023-02-01;;
shandong;shandong;china;qingdaouniversityofscienceandtechnology;119;2023-04-15;;155914.8264022369
fujian;fujian;china;xiamenuniversity;115;2023-01-01;;120723.6958900323
selangor;selangor;malaysia;universitiputramalaysia;115;2023-01-01;;7729.6797853954
baden-wurttemberg;baden-wurttemberg;germany;universitatsklinikumheidelberg;114;2023-08-01;;36123.5600929418
lincolnshire;lincolnshire;unitedkingdom;lincolninternationalbusinessschool;114;2023-06-01;;5947.3673910663
sichuan;sichuan;china;southwesternuniversityoffinanceandeconomics;107;2023-08-01;;484815.9727816655
zhejiang;zhejiang;china;zhejianggongshanguniversity;106;2023-06-01;;101337.2056883386
;vestland;norway;nhhnorwegianschoolofeconomics;101;2023-03-01;;
guangxi;guangxi;china;guilinuniversityofelectronictechnology;101;2023-10-15;;237306.6972864439
guangdong;guangdong;china;guangdonguniversityofpetrochemicaltechnology;101;2023-05-01;;175489.8177846857
;tyneandwear;unitedkingdom;universityofsunderland;101;2023-10-19;;
canakkale;canakkale;turkiye;canakkaleonsekizmartuniversitesi;99;2023-05-01;;9587.9278379975
hubei;hubei;china;wuhanecologicalenvironmentinvestmentanddevelopmentgroupco.ltd;95;2023-05-01;;185599.3219275883
liaoning;liaoning;china;liaoninguniversity;92;2023-01-01;;146513.7227709306
shandong;shandong;china;yantaiuniversity;91;2023-12-01;;155914.8264022369
jiangsu;jiangsu;china;jiangsuoceanuniversity;90;2023-01-01;;100090.7772935139
tehran;tehran;iran;schoolofhealthmanagementandinformationsciences;85;2023-01-01;;14417.313695594
westerncape;westerncape;southafrica;grooteschuurhospital;83;2023-03-01;;129675.3547671455
guangdong;guangdong;china;guangdonguniversityoffinance;82;2023-06-01;;175489.8177846857
sichuan;sichuan;china;southwesternuniversityoffinanceandeconomics;81;2023-07-01;;484815.9727816655
fujian;fujian;china;xiamenuniversity;81;2023-06-01;;120723.6958900323
jiangsu;jiangsu;china;nanjingagriculturaluniversity;80;2023-01-01;;100090.7772935139
;westmidlands;unitedkingdom;astonuniversity;80;2023-02-01;;
