state_name;affiliation_state;affiliation_country;affiliation_name;citied_by;cover_date;country_name;area_km2
zurich;zh;switzerland;ethzurich;450;2022-01-01;switzerland;1738.6108428883
newyork;ny;unitedstates;cornelluniversitycollegeofengineering;418;2022-01-27;unitedstates;136932.6539458316
pennsylvania;pa;unitedstates;villanovauniversitycollegeofengineering;372;2022-01-01;unitedstates;119356.6385566692
california;ca;unitedstates;aiisoyufenglifamilydepartmentofchemicalandnanoengineering;314;2022-11-01;unitedstates;409736.0520512069
arkansas;ar;unitedstates;collegeofengineering;265;2022-07-01;unitedstates;137540.2755808926
newmexico;nm;unitedstates;losalamosnationallaboratory;235;2022-09-01;unitedstates;315076.3727934706
virginia;va;unitedstates;virginiatechcollegeofengineering;230;2022-12-01;unitedstates;103724.922258893
delhi;dl;india;delhiskillandentrepreneurshipuniversity;229;2022-07-07;india;1482.3887299728
rajasthan;rj;india;malaviyanationalinstituteoftechnologyjaipur;229;2022-01-01;india;343081.5107532024
assam;as;india;bodolanduniversity;227;2022-05-15;india;79529.6186957877
;auvergne-rhone-alpes;france;universitegrenoblealpes;918;2022-05-16;;
jiangsu;jiangsu;china;jiangsuuniversity;465;2022-12-01;;100090.7772935139
guangdong;guangdong;china;jinanuniversity;316;2022-05-01;;175489.8177846857
hertfordshire;hertfordshire;unitedkingdom;universityofhertfordshire;311;2022-01-01;;1633.1582221829
;hauts-de-france;france;universitedepicardiejulesverne;277;2022-06-22;;
;southglamorgan,wales;unitedkingdom;cardiffuniversity;237;2022-04-01;;
shandong;shandong;china;shandonguniversity;222;2022-03-01;;155914.8264022369
washington,d.c.;na;unitedstates;thegeorgewashingtonuniversity;3632;2022-08-01;;174111.6091089331
;na;hongkong;hongkonguniversityofscienceandtechnology;464;2022-01-01;;
beijing;na;china;tsinghuauniversity;403;2022-02-09;;16251.9254289633
beijing;na;china;tsinghuauniversity;363;2022-01-01;;16251.9254289633
;na;india;bhagininiveditacollege;319;2022-03-01;;
beijing;na;china;tsinghuauniversity;255;2022-06-22;;16251.9254289633
rabat;na;morocco;ecolemohammadiad'ingenieurs,mohammedvuniversityinrabat;231;2022-07-01;;22.368830184
maryland;md;unitedstates;a.jamesclarkschoolofengineering;385;2022-04-08;;25461.8359249494
maryland;md;unitedstates;a.jamesclarkschoolofengineering;385;2022-04-08;;25461.8359249494
